billId,assessmentId,propertyId,countyId,taxYear,amountDue,dueDate,paidDate,status
TAX-000866,ASM-000866,PROP-00289,CTY-005,2025,4576,2025-11-01,2025-09-23,paid
TAX-000867,ASM-000867,PROP-00289,CTY-005,2026,4858,2026-11-01,,outstanding
TAX-000868,ASM-000868,PROP-00290,CTY-005,2024,4446,2024-11-01,2024-10-02,paid
TAX-000869,ASM-000869,PROP-00290,CTY-005,2025,4678,2025-11-01,2025-10-18,paid
TAX-000870,ASM-000870,PROP-00290,CTY-005,2026,4925,2026-11-01,,outstanding
TAX-000871,ASM-000871,PROP-00291,CTY-005,2024,5379,2024-11-01,2024-10-24,paid
TAX-000872,ASM-000872,PROP-00291,CTY-005,2025,5568,2025-11-01,2025-10-26,paid
TAX-000873,ASM-000873,PROP-00291,CTY-005,2026,5927,2026-11-01,,outstanding
TAX-000874,ASM-000874,PROP-00292,CTY-006,2024,3715,2024-11-01,2024-10-26,paid
TAX-000875,ASM-000875,PROP-00292,CTY-006,2025,3727,2025-11-01,2025-10-02,paid
TAX-000876,ASM-000876,PROP-00292,CTY-006,2026,3746,2026-11-01,,outstanding
TAX-000877,ASM-000877,PROP-00293,CTY-006,2024,3180,2024-11-01,2024-10-12,paid
TAX-000878,ASM-000878,PROP-00293,CTY-006,2025,3191,2025-11-01,2025-10-23,paid
TAX-000879,ASM-000879,PROP-00293,CTY-006,2026,3200,2026-11-01,,outstanding
TAX-000880,ASM-000880,PROP-00294,CTY-006,2024,3003,2024-11-01,2024-09-26,paid
TAX-000881,ASM-000881,PROP-00294,CTY-006,2025,3012,2025-11-01,2025-10-14,paid
TAX-000882,ASM-000882,PROP-00294,CTY-006,2026,3020,2026-11-01,,outstanding
TAX-000883,ASM-000883,PROP-00295,CTY-006,2024,2616,2024-11-01,2024-10-13,paid
TAX-000884,ASM-000884,PROP-00295,CTY-006,2025,2625,2025-11-01,2025-10-11,paid
TAX-000885,ASM-000885,PROP-00295,CTY-006,2026,2632,2026-11-01,,outstanding
TAX-000886,ASM-000886,PROP-00296,CTY-006,2024,3505,2024-11-01,2024-09-28,paid
TAX-000887,ASM-000887,PROP-00296,CTY-006,2025,3514,2025-11-01,2025-09-22,paid
TAX-000888,ASM-000888,PROP-00296,CTY-006,2026,3534,2026-11-01,,outstanding
TAX-000889,ASM-000889,PROP-00297,CTY-006,2024,2996,2024-11-01,2024-10-21,paid
TAX-000890,ASM-000890,PROP-00297,CTY-006,2025,3012,2025-11-01,2025-10-06,paid
TAX-000891,ASM-000891,PROP-00297,CTY-006,2026,3024,2026-11-01,,outstanding
TAX-000892,ASM-000892,PROP-00298,CTY-006,2024,2892,2024-11-01,2024-09-25,paid
TAX-000893,ASM-000893,PROP-00298,CTY-006,2025,2909,2025-11-01,2025-10-02,paid
TAX-000894,ASM-000894,PROP-00298,CTY-006,2026,2921,2026-11-01,,outstanding
TAX-000895,ASM-000895,PROP-00299,CTY-006,2024,2771,2024-11-01,2024-10-28,paid
TAX-000896,ASM-000896,PROP-00299,CTY-006,2025,2779,2025-11-01,2025-10-01,paid
TAX-000897,ASM-000897,PROP-00299,CTY-006,2026,2793,2026-11-01,,outstanding
TAX-000898,ASM-000898,PROP-00300,CTY-006,2024,3555,2024-11-01,2024-10-18,paid
TAX-000899,ASM-000899,PROP-00300,CTY-006,2025,3565,2025-11-01,2025-09-23,paid
TAX-000900,ASM-000900,PROP-00300,CTY-006,2026,3587,2026-11-01,,outstanding
TAX-000901,ASM-000901,PROP-00301,CTY-006,2024,3953,2024-11-01,2024-10-13,paid
TAX-000902,ASM-000902,PROP-00301,CTY-006,2025,3974,2025-11-01,2025-10-09,paid
TAX-000903,ASM-000903,PROP-00301,CTY-006,2026,3987,2026-11-01,,outstanding
TAX-000904,ASM-000904,PROP-00302,CTY-006,2024,4021,2024-11-01,2024-09-28,paid
TAX-000905,ASM-000905,PROP-00302,CTY-006,2025,4037,2025-11-01,2025-10-14,paid
TAX-000906,ASM-000906,PROP-00302,CTY-006,2026,4052,2026-11-01,,outstanding
TAX-000907,ASM-000907,PROP-00303,CTY-006,2024,2491,2024-11-01,2024-10-31,paid
TAX-000908,ASM-000908,PROP-00303,CTY-006,2025,2504,2025-11-01,2025-10-13,paid
TAX-000909,ASM-000909,PROP-00303,CTY-006,2026,2517,2026-11-01,,outstanding
TAX-000910,ASM-000910,PROP-00304,CTY-006,2024,3105,2024-11-01,2024-10-29,paid
TAX-000911,ASM-000911,PROP-00304,CTY-006,2025,3119,2025-11-01,2025-10-25,paid
TAX-000912,ASM-000912,PROP-00304,CTY-006,2026,3127,2026-11-01,,outstanding
TAX-000913,ASM-000913,PROP-00305,CTY-006,2024,3781,2024-11-01,2024-10-10,paid
TAX-000914,ASM-000914,PROP-00305,CTY-006,2025,3793,2025-11-01,2025-10-09,paid
TAX-000915,ASM-000915,PROP-00305,CTY-006,2026,3813,2026-11-01,,outstanding
TAX-000916,ASM-000916,PROP-00306,CTY-006,2024,3346,2024-11-01,2024-10-03,paid
TAX-000917,ASM-000917,PROP-00306,CTY-006,2025,3354,2025-11-01,2025-10-20,paid
TAX-000918,ASM-000918,PROP-00306,CTY-006,2026,3364,2026-11-01,,outstanding
TAX-000919,ASM-000919,PROP-00307,CTY-006,2024,2712,2024-11-01,2024-10-06,paid
TAX-000920,ASM-000920,PROP-00307,CTY-006,2025,2728,2025-11-01,2025-10-31,paid
TAX-000921,ASM-000921,PROP-00307,CTY-006,2026,2736,2026-11-01,,outstanding
TAX-000922,ASM-000922,PROP-00308,CTY-006,2024,3078,2024-11-01,2024-10-24,paid
TAX-000923,ASM-000923,PROP-00308,CTY-006,2025,3095,2025-11-01,2025-10-15,paid
TAX-000924,ASM-000924,PROP-00308,CTY-006,2026,3110,2026-11-01,,outstanding
TAX-000925,ASM-000925,PROP-00309,CTY-006,2024,2863,2024-11-01,2024-09-22,paid
TAX-000926,ASM-000926,PROP-00309,CTY-006,2025,2873,2025-11-01,2025-10-10,paid
TAX-000927,ASM-000927,PROP-00309,CTY-006,2026,2890,2026-11-01,,outstanding
TAX-000928,ASM-000928,PROP-00310,CTY-006,2024,3005,2024-11-01,2024-09-24,paid
TAX-000929,ASM-000929,PROP-00310,CTY-006,2025,3013,2025-11-01,2025-10-18,paid
TAX-000930,ASM-000930,PROP-00310,CTY-006,2026,3023,2026-11-01,,outstanding
TAX-000931,ASM-000931,PROP-00311,CTY-006,2024,3238,2024-11-01,2024-10-07,paid
TAX-000932,ASM-000932,PROP-00311,CTY-006,2025,3247,2025-11-01,2025-10-17,paid
TAX-000933,ASM-000933,PROP-00311,CTY-006,2026,3266,2026-11-01,,outstanding
TAX-000934,ASM-000934,PROP-00312,CTY-006,2024,3708,2024-11-01,2024-10-20,paid
TAX-000935,ASM-000935,PROP-00312,CTY-006,2025,3729,2025-11-01,2025-10-02,paid
TAX-000936,ASM-000936,PROP-00312,CTY-006,2026,3739,2026-11-01,,outstanding
TAX-000937,ASM-000937,PROP-00313,CTY-006,2024,2937,2024-11-01,2024-10-29,paid
TAX-000938,ASM-000938,PROP-00313,CTY-006,2025,2951,2025-11-01,2025-10-14,paid
TAX-000939,ASM-000939,PROP-00313,CTY-006,2026,2963,2026-11-01,,outstanding
TAX-000940,ASM-000940,PROP-00314,CTY-006,2024,3177,2024-11-01,2024-10-28,paid
TAX-000941,ASM-000941,PROP-00314,CTY-006,2025,3193,2025-11-01,2025-10-19,paid
TAX-000942,ASM-000942,PROP-00314,CTY-006,2026,3204,2026-11-01,,outstanding
TAX-000943,ASM-000943,PROP-00315,CTY-006,2024,2940,2024-11-01,2024-09-25,paid
TAX-000944,ASM-000944,PROP-00315,CTY-006,2025,2949,2025-11-01,2025-09-29,paid
TAX-000945,ASM-000945,PROP-00315,CTY-006,2026,2959,2026-11-01,,outstanding
TAX-000946,ASM-000946,PROP-00316,CTY-006,2024,3216,2024-11-01,2024-10-11,paid
TAX-000947,ASM-000947,PROP-00316,CTY-006,2025,3226,2025-11-01,2025-10-09,paid
TAX-000948,ASM-000948,PROP-00316,CTY-006,2026,3234,2026-11-01,,outstanding
TAX-000949,ASM-000949,PROP-00317,CTY-006,2024,3539,2024-11-01,2024-10-18,paid
TAX-000950,ASM-000950,PROP-00317,CTY-006,2025,3550,2025-11-01,2025-09-28,paid
TAX-000951,ASM-000951,PROP-00317,CTY-006,2026,3560,2026-11-01,,outstanding
TAX-000952,ASM-000952,PROP-00318,CTY-006,2024,3648,2024-11-01,2024-10-14,paid
TAX-000953,ASM-000953,PROP-00318,CTY-006,2025,3670,2025-11-01,2025-10-24,paid
TAX-000954,ASM-000954,PROP-00318,CTY-006,2026,3690,2026-11-01,,outstanding
TAX-000955,ASM-000955,PROP-00319,CTY-006,2024,3530,2024-11-01,2024-09-26,paid
TAX-000956,ASM-000956,PROP-00319,CTY-006,2025,3545,2025-11-01,2025-10-20,paid
TAX-000957,ASM-000957,PROP-00319,CTY-006,2026,3556,2026-11-01,,outstanding
TAX-000958,ASM-000958,PROP-00320,CTY-006,2024,3245,2024-11-01,2024-09-24,paid
TAX-000959,ASM-000959,PROP-00320,CTY-006,2025,3260,2025-11-01,2025-09-22,paid
TAX-000960,ASM-000960,PROP-00320,CTY-006,2026,3273,2026-11-01,,outstanding
TAX-000961,ASM-000961,PROP-00321,CTY-006,2024,3113,2024-11-01,2024-10-13,paid
TAX-000962,ASM-000962,PROP-00321,CTY-006,2025,3131,2025-11-01,2025-10-21,paid
TAX-000963,ASM-000963,PROP-00321,CTY-006,2026,3138,2026-11-01,,outstanding
TAX-000964,ASM-000964,PROP-00322,CTY-006,2024,3046,2024-11-01,2024-10-05,paid
TAX-000965,ASM-000965,PROP-00322,CTY-006,2025,3057,2025-11-01,2025-09-24,paid
TAX-000966,ASM-000966,PROP-00322,CTY-006,2026,3074,2026-11-01,,outstanding
TAX-000967,ASM-000967,PROP-00323,CTY-006,2024,2935,2024-11-01,2024-09-28,paid
TAX-000968,ASM-000968,PROP-00323,CTY-006,2025,2947,2025-11-01,2025-09-24,paid
TAX-000969,ASM-000969,PROP-00323,CTY-006,2026,2955,2026-11-01,,outstanding
TAX-000970,ASM-000970,PROP-00324,CTY-006,2024,3840,2024-11-01,2024-10-25,paid
TAX-000971,ASM-000971,PROP-00324,CTY-006,2025,3851,2025-11-01,2025-10-19,paid
TAX-000972,ASM-000972,PROP-00324,CTY-006,2026,3864,2026-11-01,,outstanding
TAX-000973,ASM-000973,PROP-00325,CTY-006,2024,3984,2024-11-01,2024-09-26,paid
TAX-000974,ASM-000974,PROP-00325,CTY-006,2025,4004,2025-11-01,2025-10-10,paid
TAX-000975,ASM-000975,PROP-00325,CTY-006,2026,4022,2026-11-01,,outstanding
TAX-000976,ASM-000976,PROP-00326,CTY-006,2024,3915,2024-11-01,2024-10-15,paid
TAX-000977,ASM-000977,PROP-00326,CTY-006,2025,3936,2025-11-01,2025-10-03,paid
TAX-000978,ASM-000978,PROP-00326,CTY-006,2026,3945,2026-11-01,,outstanding
TAX-000979,ASM-000979,PROP-00327,CTY-006,2024,2542,2024-11-01,2024-10-01,paid
TAX-000980,ASM-000980,PROP-00327,CTY-006,2025,2556,2025-11-01,2025-10-06,paid
TAX-000981,ASM-000981,PROP-00327,CTY-006,2026,2570,2026-11-01,,outstanding
TAX-000982,ASM-000982,PROP-00328,CTY-007,2024,2984,2024-11-01,2024-10-11,paid
TAX-000983,ASM-000983,PROP-00328,CTY-007,2025,2992,2025-11-01,2025-10-04,paid
TAX-000984,ASM-000984,PROP-00328,CTY-007,2026,3000,2026-11-01,,outstanding
TAX-000985,ASM-000985,PROP-00329,CTY-007,2024,2813,2024-11-01,2024-10-30,paid
TAX-000986,ASM-000986,PROP-00329,CTY-007,2025,2820,2025-11-01,2025-10-04,paid
TAX-000987,ASM-000987,PROP-00329,CTY-007,2026,2834,2026-11-01,,outstanding
TAX-000988,ASM-000988,PROP-00330,CTY-007,2024,3117,2024-11-01,2024-10-24,paid
TAX-000989,ASM-000989,PROP-00330,CTY-007,2025,3129,2025-11-01,2025-10-31,paid
TAX-000990,ASM-000990,PROP-00330,CTY-007,2026,3142,2026-11-01,,outstanding
TAX-000991,ASM-000991,PROP-00331,CTY-007,2024,3879,2024-11-01,2024-10-26,paid
TAX-000992,ASM-000992,PROP-00331,CTY-007,2025,3901,2025-11-01,2025-10-16,paid
TAX-000993,ASM-000993,PROP-00331,CTY-007,2026,3923,2026-11-01,,outstanding
TAX-000994,ASM-000994,PROP-00332,CTY-007,2024,3076,2024-11-01,2024-10-04,paid
TAX-000995,ASM-000995,PROP-00332,CTY-007,2025,3094,2025-11-01,2025-10-05,paid
TAX-000996,ASM-000996,PROP-00332,CTY-007,2026,3106,2026-11-01,,outstanding
TAX-000997,ASM-000997,PROP-00333,CTY-007,2024,3191,2024-11-01,2024-10-31,paid
TAX-000998,ASM-000998,PROP-00333,CTY-007,2025,3204,2025-11-01,2025-10-07,paid
TAX-000999,ASM-000999,PROP-00333,CTY-007,2026,3219,2026-11-01,,outstanding
TAX-001000,ASM-001000,PROP-00334,CTY-007,2024,3673,2024-11-01,2024-10-05,paid
TAX-001001,ASM-001001,PROP-00334,CTY-007,2025,3690,2025-11-01,2025-10-13,paid
TAX-001002,ASM-001002,PROP-00334,CTY-007,2026,3710,2026-11-01,,outstanding
TAX-001003,ASM-001003,PROP-00335,CTY-007,2024,3514,2024-11-01,2024-10-28,paid
TAX-001004,ASM-001004,PROP-00335,CTY-007,2025,3530,2025-11-01,2025-10-01,paid
TAX-001005,ASM-001005,PROP-00335,CTY-007,2026,3540,2026-11-01,,outstanding
TAX-001006,ASM-001006,PROP-00336,CTY-007,2024,3329,2024-11-01,2024-10-19,paid
TAX-001007,ASM-001007,PROP-00336,CTY-007,2025,3337,2025-11-01,2025-09-30,paid
TAX-001008,ASM-001008,PROP-00336,CTY-007,2026,3345,2026-11-01,,outstanding
TAX-001009,ASM-001009,PROP-00337,CTY-007,2024,4043,2024-11-01,2024-10-08,paid
TAX-001010,ASM-001010,PROP-00337,CTY-007,2025,4059,2025-11-01,2025-10-22,paid
TAX-001011,ASM-001011,PROP-00337,CTY-007,2026,4079,2026-11-01,,outstanding
TAX-001012,ASM-001012,PROP-00338,CTY-007,2024,3701,2024-11-01,2024-10-18,paid
TAX-001013,ASM-001013,PROP-00338,CTY-007,2025,3721,2025-11-01,2025-10-13,paid
TAX-001014,ASM-001014,PROP-00338,CTY-007,2026,3739,2026-11-01,,outstanding
TAX-001015,ASM-001015,PROP-00339,CTY-007,2024,3633,2024-11-01,2024-10-08,paid
TAX-001016,ASM-001016,PROP-00339,CTY-007,2025,3649,2025-11-01,2025-10-11,paid
TAX-001017,ASM-001017,PROP-00339,CTY-007,2026,3669,2026-11-01,,outstanding
TAX-001018,ASM-001018,PROP-00340,CTY-007,2024,3699,2024-11-01,2024-09-23,paid
TAX-001019,ASM-001019,PROP-00340,CTY-007,2025,3713,2025-11-01,2025-09-28,paid
TAX-001020,ASM-001020,PROP-00340,CTY-007,2026,3735,2026-11-01,,outstanding
TAX-001021,ASM-001021,PROP-00341,CTY-007,2024,3155,2024-11-01,2024-10-25,paid
TAX-001022,ASM-001022,PROP-00341,CTY-007,2025,3168,2025-11-01,2025-10-14,paid
TAX-001023,ASM-001023,PROP-00341,CTY-007,2026,3178,2026-11-01,,outstanding
TAX-001024,ASM-001024,PROP-00342,CTY-007,2024,3817,2024-11-01,2024-10-24,paid
TAX-001025,ASM-001025,PROP-00342,CTY-007,2025,3828,2025-11-01,2025-09-26,paid
TAX-001026,ASM-001026,PROP-00342,CTY-007,2026,3850,2026-11-01,,outstanding
TAX-001027,ASM-001027,PROP-00343,CTY-007,2024,3437,2024-11-01,2024-09-25,paid
TAX-001028,ASM-001028,PROP-00343,CTY-007,2025,3454,2025-11-01,2025-10-29,paid
TAX-001029,ASM-001029,PROP-00343,CTY-007,2026,3468,2026-11-01,,outstanding
TAX-001030,ASM-001030,PROP-00344,CTY-007,2024,3290,2024-11-01,2024-10-09,paid
TAX-001031,ASM-001031,PROP-00344,CTY-007,2025,3301,2025-11-01,2025-10-18,paid
TAX-001032,ASM-001032,PROP-00344,CTY-007,2026,3317,2026-11-01,,outstanding
TAX-001033,ASM-001033,PROP-00345,CTY-007,2024,4054,2024-11-01,2024-10-08,paid
TAX-001034,ASM-001034,PROP-00345,CTY-007,2025,4064,2025-11-01,2025-10-27,paid
TAX-001035,ASM-001035,PROP-00345,CTY-007,2026,4086,2026-11-01,,outstanding
TAX-001036,ASM-001036,PROP-00346,CTY-007,2024,2748,2024-11-01,2024-09-27,paid
TAX-001037,ASM-001037,PROP-00346,CTY-007,2025,2758,2025-11-01,2025-10-15,paid
TAX-001038,ASM-001038,PROP-00346,CTY-007,2026,2768,2026-11-01,,outstanding
TAX-001039,ASM-001039,PROP-00347,CTY-007,2024,3778,2024-11-01,2024-09-27,paid
TAX-001040,ASM-001040,PROP-00347,CTY-007,2025,3799,2025-11-01,2025-10-20,paid
TAX-001041,ASM-001041,PROP-00347,CTY-007,2026,3815,2026-11-01,,outstanding
TAX-001042,ASM-001042,PROP-00348,CTY-007,2024,3564,2024-11-01,2024-10-15,paid
TAX-001043,ASM-001043,PROP-00348,CTY-007,2025,3576,2025-11-01,2025-10-17,paid
TAX-001044,ASM-001044,PROP-00348,CTY-007,2026,3592,2026-11-01,,outstanding
TAX-001045,ASM-001045,PROP-00349,CTY-007,2024,3880,2024-11-01,2024-10-24,paid
TAX-001046,ASM-001046,PROP-00349,CTY-007,2025,3902,2025-11-01,2025-10-28,paid
TAX-001047,ASM-001047,PROP-00349,CTY-007,2026,3916,2026-11-01,,outstanding
TAX-001048,ASM-001048,PROP-00350,CTY-007,2024,3682,2024-11-01,2024-10-18,paid
TAX-001049,ASM-001049,PROP-00350,CTY-007,2025,3702,2025-11-01,2025-10-08,paid
TAX-001050,ASM-001050,PROP-00350,CTY-007,2026,3713,2026-11-01,,outstanding
TAX-001051,ASM-001051,PROP-00351,CTY-007,2024,3425,2024-11-01,2024-10-20,paid
TAX-001052,ASM-001052,PROP-00351,CTY-007,2025,3436,2025-11-01,2025-09-25,paid
TAX-001053,ASM-001053,PROP-00351,CTY-007,2026,3449,2026-11-01,,outstanding
TAX-001054,ASM-001054,PROP-00352,CTY-007,2024,3586,2024-11-01,2024-10-24,paid
TAX-001055,ASM-001055,PROP-00352,CTY-007,2025,3598,2025-11-01,2025-10-26,paid
TAX-001056,ASM-001056,PROP-00352,CTY-007,2026,3610,2026-11-01,,outstanding
TAX-001057,ASM-001057,PROP-00353,CTY-007,2024,3594,2024-11-01,2024-09-22,paid
TAX-001058,ASM-001058,PROP-00353,CTY-007,2025,3609,2025-11-01,2025-10-19,paid
TAX-001059,ASM-001059,PROP-00353,CTY-007,2026,3620,2026-11-01,,outstanding
TAX-001060,ASM-001060,PROP-00354,CTY-007,2024,3633,2024-11-01,2024-10-23,paid
TAX-001061,ASM-001061,PROP-00354,CTY-007,2025,3652,2025-11-01,2025-09-30,paid
TAX-001062,ASM-001062,PROP-00354,CTY-007,2026,3666,2026-11-01,,outstanding
TAX-001063,ASM-001063,PROP-00355,CTY-007,2024,3736,2024-11-01,2024-09-28,paid
TAX-001064,ASM-001064,PROP-00355,CTY-007,2025,3750,2025-11-01,2025-10-28,paid
TAX-001065,ASM-001065,PROP-00355,CTY-007,2026,3771,2026-11-01,,outstanding
TAX-001066,ASM-001066,PROP-00356,CTY-007,2024,3495,2024-11-01,2024-10-31,paid
TAX-001067,ASM-001067,PROP-00356,CTY-007,2025,3511,2025-11-01,2025-10-17,paid
TAX-001068,ASM-001068,PROP-00356,CTY-007,2026,3520,2026-11-01,,outstanding
TAX-001069,ASM-001069,PROP-00357,CTY-007,2024,3101,2024-11-01,2024-10-17,paid
TAX-001070,ASM-001070,PROP-00357,CTY-007,2025,3117,2025-11-01,2025-09-22,paid
TAX-001071,ASM-001071,PROP-00357,CTY-007,2026,3135,2026-11-01,,outstanding
TAX-001072,ASM-001072,PROP-00358,CTY-007,2024,3050,2024-11-01,2024-09-23,paid
TAX-001073,ASM-001073,PROP-00358,CTY-007,2025,3059,2025-11-01,2025-10-04,paid
TAX-001074,ASM-001074,PROP-00358,CTY-007,2026,3068,2026-11-01,,outstanding
TAX-001075,ASM-001075,PROP-00359,CTY-007,2024,3185,2024-11-01,2024-10-03,paid
TAX-001076,ASM-001076,PROP-00359,CTY-007,2025,3201,2025-11-01,2025-10-13,paid
TAX-001077,ASM-001077,PROP-00359,CTY-007,2026,3216,2026-11-01,,outstanding
TAX-001078,ASM-001078,PROP-00360,CTY-007,2024,3524,2024-11-01,2024-10-29,paid
TAX-001079,ASM-001079,PROP-00360,CTY-007,2025,3539,2025-11-01,2025-10-27,paid
TAX-001080,ASM-001080,PROP-00360,CTY-007,2026,3551,2026-11-01,,outstanding
TAX-001081,ASM-001081,PROP-00361,CTY-007,2024,3129,2024-11-01,2024-10-23,paid
TAX-001082,ASM-001082,PROP-00361,CTY-007,2025,3145,2025-11-01,2025-09-25,paid
TAX-001083,ASM-001083,PROP-00361,CTY-007,2026,3163,2026-11-01,,outstanding
TAX-001084,ASM-001084,PROP-00362,CTY-007,2024,3376,2024-11-01,2024-10-21,paid
TAX-001085,ASM-001085,PROP-00362,CTY-007,2025,3388,2025-11-01,2025-10-08,paid
TAX-001086,ASM-001086,PROP-00362,CTY-007,2026,3396,2026-11-01,,outstanding
TAX-001087,ASM-001087,PROP-00363,CTY-007,2024,3024,2024-11-01,2024-10-21,paid
TAX-001088,ASM-001088,PROP-00363,CTY-007,2025,3037,2025-11-01,2025-10-14,paid
TAX-001089,ASM-001089,PROP-00363,CTY-007,2026,3054,2026-11-01,,outstanding
TAX-001090,ASM-001090,PROP-00364,CTY-007,2024,4061,2024-11-01,2024-10-13,paid
TAX-001091,ASM-001091,PROP-00364,CTY-007,2025,4086,2025-11-01,2025-09-29,paid
TAX-001092,ASM-001092,PROP-00364,CTY-007,2026,4098,2026-11-01,,outstanding
TAX-001093,ASM-001093,PROP-00365,CTY-007,2024,3341,2024-11-01,2024-10-23,paid
TAX-001094,ASM-001094,PROP-00365,CTY-007,2025,3357,2025-11-01,2025-10-21,paid
TAX-001095,ASM-001095,PROP-00365,CTY-007,2026,3374,2026-11-01,,outstanding
TAX-001096,ASM-001096,PROP-00366,CTY-007,2024,4065,2024-11-01,2024-10-22,paid
TAX-001097,ASM-001097,PROP-00366,CTY-007,2025,4087,2025-11-01,2025-10-15,paid
TAX-001098,ASM-001098,PROP-00366,CTY-007,2026,4102,2026-11-01,,outstanding
TAX-001099,ASM-001099,PROP-00367,CTY-007,2024,3943,2024-11-01,2024-09-23,paid
TAX-001100,ASM-001100,PROP-00367,CTY-007,2025,3967,2025-11-01,2025-09-27,paid
TAX-001101,ASM-001101,PROP-00367,CTY-007,2026,3979,2026-11-01,,outstanding
TAX-001102,ASM-001102,PROP-00368,CTY-007,2024,3828,2024-11-01,2024-10-09,paid
TAX-001103,ASM-001103,PROP-00368,CTY-007,2025,3840,2025-11-01,2025-10-17,paid
TAX-001104,ASM-001104,PROP-00368,CTY-007,2026,3859,2026-11-01,,outstanding
TAX-001105,ASM-001105,PROP-00369,CTY-007,2024,4184,2024-11-01,2024-10-25,paid
TAX-001106,ASM-001106,PROP-00369,CTY-007,2025,4204,2025-11-01,2025-09-27,paid
TAX-001107,ASM-001107,PROP-00369,CTY-007,2026,4229,2026-11-01,,outstanding
TAX-001108,ASM-001108,PROP-00370,CTY-007,2024,4311,2024-11-01,2024-10-20,paid
TAX-001109,ASM-001109,PROP-00370,CTY-007,2025,4330,2025-11-01,2025-10-28,paid
TAX-001110,ASM-001110,PROP-00370,CTY-007,2026,4349,2026-11-01,,outstanding
TAX-001111,ASM-001111,PROP-00371,CTY-007,2024,4613,2024-11-01,2024-10-07,paid
TAX-001112,ASM-001112,PROP-00371,CTY-007,2025,4636,2025-11-01,2025-09-27,paid
TAX-001113,ASM-001113,PROP-00371,CTY-007,2026,4653,2026-11-01,,outstanding
TAX-001114,ASM-001114,PROP-00372,CTY-007,2024,4837,2024-11-01,2024-10-15,paid
TAX-001115,ASM-001115,PROP-00372,CTY-007,2025,4864,2025-11-01,2025-10-17,paid
TAX-001116,ASM-001116,PROP-00372,CTY-007,2026,4876,2026-11-01,,outstanding
TAX-001117,ASM-001117,PROP-00373,CTY-007,2024,4189,2024-11-01,2024-10-27,paid
TAX-001118,ASM-001118,PROP-00373,CTY-007,2025,4203,2025-11-01,2025-10-06,paid
TAX-001119,ASM-001119,PROP-00373,CTY-007,2026,4224,2026-11-01,,outstanding
TAX-001120,ASM-001120,PROP-00374,CTY-007,2024,3594,2024-11-01,2024-10-05,paid
TAX-001121,ASM-001121,PROP-00374,CTY-007,2025,3611,2025-11-01,2025-09-23,paid
TAX-001122,ASM-001122,PROP-00374,CTY-007,2026,3629,2026-11-01,,outstanding
TAX-001123,ASM-001123,PROP-00375,CTY-007,2024,4061,2024-11-01,2024-10-28,paid
TAX-001124,ASM-001124,PROP-00375,CTY-007,2025,4077,2025-11-01,2025-09-25,paid
TAX-001125,ASM-001125,PROP-00375,CTY-007,2026,4101,2026-11-01,,outstanding
TAX-001126,ASM-001126,PROP-00376,CTY-007,2024,3740,2024-11-01,2024-09-23,paid
TAX-001127,ASM-001127,PROP-00376,CTY-007,2025,3758,2025-11-01,2025-10-17,paid
TAX-001128,ASM-001128,PROP-00376,CTY-007,2026,3772,2026-11-01,,outstanding
TAX-001129,ASM-001129,PROP-00377,CTY-007,2024,4036,2024-11-01,2024-10-05,paid
TAX-001130,ASM-001130,PROP-00377,CTY-007,2025,4057,2025-11-01,2025-09-25,paid
TAX-001131,ASM-001131,PROP-00377,CTY-007,2026,4069,2026-11-01,,outstanding
TAX-001132,ASM-001132,PROP-00378,CTY-007,2024,3336,2024-11-01,2024-10-15,paid
TAX-001133,ASM-001133,PROP-00378,CTY-007,2025,3348,2025-11-01,2025-10-30,paid
TAX-001134,ASM-001134,PROP-00378,CTY-007,2026,3359,2026-11-01,,outstanding
TAX-001135,ASM-001135,PROP-00379,CTY-007,2024,3613,2024-11-01,2024-10-18,paid
TAX-001136,ASM-001136,PROP-00379,CTY-007,2025,3627,2025-11-01,2025-10-13,paid
TAX-001137,ASM-001137,PROP-00379,CTY-007,2026,3638,2026-11-01,,outstanding
TAX-001138,ASM-001138,PROP-00380,CTY-007,2024,4745,2024-11-01,2024-10-20,paid
TAX-001139,ASM-001139,PROP-00380,CTY-007,2025,4768,2025-11-01,2025-10-21,paid
TAX-001140,ASM-001140,PROP-00380,CTY-007,2026,4787,2026-11-01,,outstanding
TAX-001141,ASM-001141,PROP-00381,CTY-007,2024,3761,2024-11-01,2024-10-06,paid
TAX-001142,ASM-001142,PROP-00381,CTY-007,2025,3783,2025-11-01,2025-10-16,paid
TAX-001143,ASM-001143,PROP-00381,CTY-007,2026,3798,2026-11-01,,outstanding
TAX-001144,ASM-001144,PROP-00382,CTY-007,2024,3872,2024-11-01,2024-10-04,paid
TAX-001145,ASM-001145,PROP-00382,CTY-007,2025,3890,2025-11-01,2025-10-16,paid
TAX-001146,ASM-001146,PROP-00382,CTY-007,2026,3906,2026-11-01,,outstanding
TAX-001147,ASM-001147,PROP-00383,CTY-007,2024,3396,2024-11-01,2024-10-07,paid
TAX-001148,ASM-001148,PROP-00383,CTY-007,2025,3414,2025-11-01,2025-10-15,paid
TAX-001149,ASM-001149,PROP-00383,CTY-007,2026,3434,2026-11-01,,outstanding
TAX-001150,ASM-001150,PROP-00384,CTY-007,2024,4346,2024-11-01,2024-10-13,paid
TAX-001151,ASM-001151,PROP-00384,CTY-007,2025,4361,2025-11-01,2025-10-21,paid
