assessmentId,propertyId,countyId,taxYear,assessedValue,priorAssessedValue,changePct,appealStatus,appealSavings
ASM-001836,PROP-00612,CTY-011,2026,311729,309944,0.0058,none,0
ASM-001837,PROP-00613,CTY-011,2024,271517,,0.0,none,0
ASM-001838,PROP-00613,CTY-011,2025,272367,271517,0.0031,none,0
ASM-001839,PROP-00613,CTY-011,2026,273146,272367,0.0029,none,0
ASM-001840,PROP-00614,CTY-011,2024,267850,,0.0,none,0
ASM-001841,PROP-00614,CTY-011,2025,269207,267850,0.0051,none,0
ASM-001842,PROP-00614,CTY-011,2026,270450,269207,0.0046,none,0
ASM-001843,PROP-00615,CTY-011,2024,268302,,0.0,none,0
ASM-001844,PROP-00615,CTY-011,2025,269410,268302,0.0041,none,0
ASM-001845,PROP-00615,CTY-011,2026,270363,269410,0.0035,none,0
ASM-001846,PROP-00616,CTY-011,2024,271214,,0.0,none,0
ASM-001847,PROP-00616,CTY-011,2025,272600,271214,0.0051,none,0
ASM-001848,PROP-00616,CTY-011,2026,274144,272600,0.0057,none,0
ASM-001849,PROP-00617,CTY-011,2024,230445,,0.0,none,0
ASM-001850,PROP-00617,CTY-011,2025,231261,230445,0.0035,none,0
ASM-001851,PROP-00617,CTY-011,2026,231869,231261,0.0026,none,0
ASM-001852,PROP-00618,CTY-011,2024,266650,,0.0,none,0
ASM-001853,PROP-00618,CTY-011,2025,267747,266650,0.0041,none,0
ASM-001854,PROP-00618,CTY-011,2026,269266,267747,0.0057,none,0
ASM-001855,PROP-00619,CTY-011,2024,274334,,0.0,none,0
ASM-001856,PROP-00619,CTY-011,2025,275964,274334,0.0059,none,0
ASM-001857,PROP-00619,CTY-011,2026,276813,275964,0.0031,none,0
ASM-001858,PROP-00620,CTY-011,2024,266046,,0.0,none,0
ASM-001859,PROP-00620,CTY-011,2025,267274,266046,0.0046,none,0
ASM-001860,PROP-00620,CTY-011,2026,268622,267274,0.005,none,0
ASM-001861,PROP-00621,CTY-011,2024,289311,,0.0,none,0
ASM-001862,PROP-00621,CTY-011,2025,290917,289311,0.0056,none,0
ASM-001863,PROP-00621,CTY-011,2026,291960,290917,0.0036,none,0
ASM-001864,PROP-00622,CTY-011,2024,244783,,0.0,none,0
ASM-001865,PROP-00622,CTY-011,2025,246240,244783,0.006,none,0
ASM-001866,PROP-00622,CTY-011,2026,246976,246240,0.003,none,0
ASM-001867,PROP-00623,CTY-011,2024,327306,,0.0,none,0
ASM-001868,PROP-00623,CTY-011,2025,328314,327306,0.0031,none,0
ASM-001869,PROP-00623,CTY-011,2026,329917,328314,0.0049,none,0
ASM-001870,PROP-00624,CTY-011,2024,304446,,0.0,none,0
ASM-001871,PROP-00624,CTY-011,2025,305947,304446,0.0049,none,0
ASM-001872,PROP-00624,CTY-011,2026,307712,305947,0.0058,none,0
ASM-001873,PROP-00625,CTY-011,2024,353180,,0.0,none,0
ASM-001874,PROP-00625,CTY-011,2025,354713,353180,0.0043,none,0
ASM-001875,PROP-00625,CTY-011,2026,356272,354713,0.0044,none,0
ASM-001876,PROP-00626,CTY-011,2024,315346,,0.0,none,0
ASM-001877,PROP-00626,CTY-011,2025,316943,315346,0.0051,none,0
ASM-001878,PROP-00626,CTY-011,2026,318096,316943,0.0036,none,0
ASM-001879,PROP-00627,CTY-011,2024,316273,,0.0,none,0
ASM-001880,PROP-00627,CTY-011,2025,318022,316273,0.0055,none,0
ASM-001881,PROP-00627,CTY-011,2026,318824,318022,0.0025,none,0
ASM-001882,PROP-00628,CTY-011,2024,334692,,0.0,none,0
ASM-001883,PROP-00628,CTY-011,2025,335852,334692,0.0035,none,0
ASM-001884,PROP-00628,CTY-011,2026,337490,335852,0.0049,none,0
ASM-001885,PROP-00629,CTY-011,2024,263535,,0.0,none,0
ASM-001886,PROP-00629,CTY-011,2025,264773,263535,0.0047,none,0
ASM-001887,PROP-00629,CTY-011,2026,266079,264773,0.0049,none,0
ASM-001888,PROP-00630,CTY-011,2024,306652,,0.0,none,0
ASM-001889,PROP-00630,CTY-011,2025,307906,306652,0.0041,none,0
ASM-001890,PROP-00630,CTY-011,2026,309679,307906,0.0058,none,0
ASM-001891,PROP-00631,CTY-011,2024,329099,,0.0,none,0
ASM-001892,PROP-00631,CTY-011,2025,330678,329099,0.0048,none,0
ASM-001893,PROP-00631,CTY-011,2026,331909,330678,0.0037,none,0
ASM-001894,PROP-00632,CTY-011,2024,313032,,0.0,none,0
ASM-001895,PROP-00632,CTY-011,2025,314655,313032,0.0052,none,0
ASM-001896,PROP-00632,CTY-011,2026,315608,314655,0.003,none,0
ASM-001897,PROP-00633,CTY-011,2024,327565,,0.0,none,0
ASM-001898,PROP-00633,CTY-011,2025,328769,327565,0.0037,none,0
ASM-001899,PROP-00633,CTY-011,2026,329912,328769,0.0035,none,0
ASM-001900,PROP-00634,CTY-011,2024,266422,,0.0,none,0
ASM-001901,PROP-00634,CTY-011,2025,267450,266422,0.0039,none,0
ASM-001902,PROP-00634,CTY-011,2026,268237,267450,0.0029,none,0
ASM-001903,PROP-00635,CTY-011,2024,323139,,0.0,none,0
ASM-001904,PROP-00635,CTY-011,2025,324692,323139,0.0048,none,0
ASM-001905,PROP-00635,CTY-011,2026,326004,324692,0.004,none,0
ASM-001906,PROP-00636,CTY-011,2024,317588,,0.0,none,0
ASM-001907,PROP-00636,CTY-011,2025,319372,317588,0.0056,none,0
ASM-001908,PROP-00636,CTY-011,2026,320690,319372,0.0041,none,0
ASM-001909,PROP-00637,CTY-011,2024,343736,,0.0,none,0
ASM-001910,PROP-00637,CTY-011,2025,345405,343736,0.0049,none,0
ASM-001911,PROP-00637,CTY-011,2026,346826,345405,0.0041,none,0
ASM-001912,PROP-00638,CTY-011,2024,308081,,0.0,none,0
ASM-001913,PROP-00638,CTY-011,2025,309797,308081,0.0056,none,0
ASM-001914,PROP-00638,CTY-011,2026,311558,309797,0.0057,none,0
ASM-001915,PROP-00639,CTY-011,2024,268576,,0.0,none,0
ASM-001916,PROP-00639,CTY-011,2025,269455,268576,0.0033,none,0
ASM-001917,PROP-00639,CTY-011,2026,270821,269455,0.0051,none,0
ASM-001918,PROP-00640,CTY-011,2024,268148,,0.0,none,0
ASM-001919,PROP-00640,CTY-011,2025,269183,268148,0.0039,none,0
ASM-001920,PROP-00640,CTY-011,2026,270411,269183,0.0046,none,0
ASM-001921,PROP-00641,CTY-011,2024,299286,,0.0,none,0
ASM-001922,PROP-00641,CTY-011,2025,300922,299286,0.0055,none,0
ASM-001923,PROP-00641,CTY-011,2026,302427,300922,0.005,none,0
ASM-001924,PROP-00642,CTY-011,2024,257370,,0.0,none,0
ASM-001925,PROP-00642,CTY-011,2025,258575,257370,0.0047,none,0
ASM-001926,PROP-00642,CTY-011,2026,259419,258575,0.0033,none,0
ASM-001927,PROP-00643,CTY-011,2024,310411,,0.0,none,0
ASM-001928,PROP-00643,CTY-011,2025,311313,310411,0.0029,none,0
ASM-001929,PROP-00643,CTY-011,2026,312848,311313,0.0049,none,0
ASM-001930,PROP-00644,CTY-011,2024,308818,,0.0,none,0
ASM-001931,PROP-00644,CTY-011,2025,309625,308818,0.0026,none,0
ASM-001932,PROP-00644,CTY-011,2026,311384,309625,0.0057,none,0
ASM-001933,PROP-00645,CTY-011,2024,337047,,0.0,none,0
ASM-001934,PROP-00645,CTY-011,2025,338460,337047,0.0042,none,0
ASM-001935,PROP-00645,CTY-011,2026,340432,338460,0.0058,none,0
ASM-001936,PROP-00646,CTY-011,2024,252234,,0.0,none,0
ASM-001937,PROP-00646,CTY-011,2025,252923,252234,0.0027,none,0
ASM-001938,PROP-00646,CTY-011,2026,254306,252923,0.0055,none,0
ASM-001939,PROP-00647,CTY-011,2024,229675,,0.0,none,0
ASM-001940,PROP-00647,CTY-011,2025,230389,229675,0.0031,none,0
ASM-001941,PROP-00647,CTY-011,2026,231314,230389,0.004,none,0
ASM-001942,PROP-00648,CTY-011,2024,317045,,0.0,none,0
ASM-001943,PROP-00648,CTY-011,2025,318627,317045,0.005,none,0
ASM-001944,PROP-00648,CTY-011,2026,319594,318627,0.003,none,0
ASM-001945,PROP-00649,CTY-011,2024,281400,,0.0,none,0
ASM-001946,PROP-00649,CTY-011,2025,282554,281400,0.0041,none,0
ASM-001947,PROP-00649,CTY-011,2026,283782,282554,0.0043,none,0
ASM-001948,PROP-00650,CTY-011,2024,303931,,0.0,none,0
ASM-001949,PROP-00650,CTY-011,2025,304795,303931,0.0028,none,0
ASM-001950,PROP-00650,CTY-011,2026,306229,304795,0.0047,none,0
ASM-001951,PROP-00651,CTY-011,2024,292371,,0.0,none,0
ASM-001952,PROP-00651,CTY-011,2025,294010,292371,0.0056,none,0
ASM-001953,PROP-00651,CTY-011,2026,295714,294010,0.0058,none,0
ASM-001954,PROP-00652,CTY-011,2024,263537,,0.0,none,0
ASM-001955,PROP-00652,CTY-011,2025,264787,263537,0.0047,none,0
ASM-001956,PROP-00652,CTY-011,2026,265672,264787,0.0033,none,0
ASM-001957,PROP-00653,CTY-011,2024,333298,,0.0,none,0
ASM-001958,PROP-00653,CTY-011,2025,334807,333298,0.0045,none,0
ASM-001959,PROP-00653,CTY-011,2026,335646,334807,0.0025,none,0
ASM-001960,PROP-00654,CTY-011,2024,264221,,0.0,none,0
ASM-001961,PROP-00654,CTY-011,2025,265606,264221,0.0052,none,0
ASM-001962,PROP-00654,CTY-011,2026,266926,265606,0.005,none,0
ASM-001963,PROP-00655,CTY-011,2024,299476,,0.0,none,0
ASM-001964,PROP-00655,CTY-011,2025,300774,299476,0.0043,none,0
ASM-001965,PROP-00655,CTY-011,2026,302120,300774,0.0045,none,0
ASM-001966,PROP-00656,CTY-011,2024,318971,,0.0,none,0
ASM-001967,PROP-00656,CTY-011,2025,320811,318971,0.0058,none,0
ASM-001968,PROP-00656,CTY-011,2026,322492,320811,0.0052,none,0
ASM-001969,PROP-00657,CTY-011,2024,308342,,0.0,none,0
ASM-001970,PROP-00657,CTY-011,2025,309177,308342,0.0027,none,0
ASM-001971,PROP-00657,CTY-011,2026,309979,309177,0.0026,none,0
ASM-001972,PROP-00658,CTY-011,2024,245973,,0.0,none,0
ASM-001973,PROP-00658,CTY-011,2025,246603,245973,0.0026,none,0
ASM-001974,PROP-00658,CTY-011,2026,247481,246603,0.0036,none,0
ASM-001975,PROP-00659,CTY-011,2024,261352,,0.0,none,0
ASM-001976,PROP-00659,CTY-011,2025,262092,261352,0.0028,none,0
ASM-001977,PROP-00659,CTY-011,2026,262721,262092,0.0024,none,0
ASM-001978,PROP-00660,CTY-011,2024,301125,,0.0,none,0
ASM-001979,PROP-00660,CTY-011,2025,302549,301125,0.0047,none,0
ASM-001980,PROP-00660,CTY-011,2026,303592,302549,0.0034,none,0
ASM-001981,PROP-00661,CTY-011,2024,312101,,0.0,none,0
ASM-001982,PROP-00661,CTY-011,2025,313339,312101,0.004,none,0
ASM-001983,PROP-00661,CTY-011,2026,314258,313339,0.0029,none,0
ASM-001984,PROP-00662,CTY-011,2024,327496,,0.0,none,0
ASM-001985,PROP-00662,CTY-011,2025,328401,327496,0.0028,none,0
ASM-001986,PROP-00662,CTY-011,2026,329580,328401,0.0036,none,0
ASM-001987,PROP-00663,CTY-011,2024,289057,,0.0,none,0
ASM-001988,PROP-00663,CTY-011,2025,290009,289057,0.0033,none,0
ASM-001989,PROP-00663,CTY-011,2026,290956,290009,0.0033,none,0
ASM-001990,PROP-00664,CTY-011,2024,242510,,0.0,none,0
ASM-001991,PROP-00664,CTY-011,2025,243383,242510,0.0036,none,0
ASM-001992,PROP-00664,CTY-011,2026,243980,243383,0.0025,none,0
ASM-001993,PROP-00665,CTY-011,2024,301203,,0.0,none,0
ASM-001994,PROP-00665,CTY-011,2025,302296,301203,0.0036,none,0
ASM-001995,PROP-00665,CTY-011,2026,303838,302296,0.0051,none,0
ASM-001996,PROP-00666,CTY-011,2024,347103,,0.0,none,0
ASM-001997,PROP-00666,CTY-011,2025,348897,347103,0.0052,none,0
ASM-001998,PROP-00666,CTY-011,2026,350758,348897,0.0053,none,0
ASM-001999,PROP-00667,CTY-012,2024,343356,,0.0,none,0
ASM-002000,PROP-00667,CTY-012,2025,376711,343356,0.0971,none,0
ASM-002001,PROP-00667,CTY-012,2026,425115,376711,0.1285,none,0
ASM-002002,PROP-00668,CTY-012,2024,322766,,0.0,none,0
ASM-002003,PROP-00668,CTY-012,2025,362043,322766,0.1217,none,0
ASM-002004,PROP-00668,CTY-012,2026,390320,362043,0.0781,none,0
ASM-002005,PROP-00669,CTY-012,2024,353082,,0.0,none,0
ASM-002006,PROP-00669,CTY-012,2025,399249,353082,0.1308,none,0
ASM-002007,PROP-00669,CTY-012,2026,441815,399249,0.1066,lost,0
ASM-002008,PROP-00670,CTY-012,2024,302413,,0.0,none,0
ASM-002009,PROP-00670,CTY-012,2025,332897,302413,0.1008,won,10029
ASM-002010,PROP-00670,CTY-012,2026,371643,332897,0.1164,none,0
ASM-002011,PROP-00671,CTY-012,2024,326531,,0.0,none,0
ASM-002012,PROP-00671,CTY-012,2025,364214,326531,0.1154,none,0
ASM-002013,PROP-00671,CTY-012,2026,392316,364214,0.0772,none,0
ASM-002014,PROP-00672,CTY-012,2024,351618,,0.0,none,0
ASM-002015,PROP-00672,CTY-012,2025,382382,351618,0.0875,none,0
ASM-002016,PROP-00672,CTY-012,2026,408645,382382,0.0687,none,0
ASM-002017,PROP-00673,CTY-012,2024,323853,,0.0,none,0
ASM-002018,PROP-00673,CTY-012,2025,343880,323853,0.0618,none,0
ASM-002019,PROP-00673,CTY-012,2026,364204,343880,0.0591,none,0
ASM-002020,PROP-00674,CTY-012,2024,360644,,0.0,none,0
ASM-002021,PROP-00674,CTY-012,2025,388627,360644,0.0776,none,0
ASM-002022,PROP-00674,CTY-012,2026,433672,388627,0.1159,filed,0
ASM-002023,PROP-00675,CTY-012,2024,407628,,0.0,none,0
ASM-002024,PROP-00675,CTY-012,2025,454862,407628,0.1159,none,0
ASM-002025,PROP-00675,CTY-012,2026,484381,454862,0.0649,none,0
ASM-002026,PROP-00676,CTY-012,2024,380442,,0.0,none,0
ASM-002027,PROP-00676,CTY-012,2025,422133,380442,0.1096,none,0
ASM-002028,PROP-00676,CTY-012,2026,452760,422133,0.0726,none,0
ASM-002029,PROP-00677,CTY-012,2024,348996,,0.0,none,0
ASM-002030,PROP-00677,CTY-012,2025,370789,348996,0.0624,none,0
ASM-002031,PROP-00677,CTY-012,2026,401133,370789,0.0818,none,0
ASM-002032,PROP-00678,CTY-012,2024,323977,,0.0,none,0
ASM-002033,PROP-00678,CTY-012,2025,350512,323977,0.0819,none,0
ASM-002034,PROP-00678,CTY-012,2026,374225,350512,0.0677,none,0
ASM-002035,PROP-00679,CTY-012,2024,294059,,0.0,none,0
ASM-002036,PROP-00679,CTY-012,2025,327531,294059,0.1138,none,0
ASM-002037,PROP-00679,CTY-012,2026,366986,327531,0.1205,filed,0
ASM-002038,PROP-00680,CTY-012,2024,308337,,0.0,none,0
ASM-002039,PROP-00680,CTY-012,2025,330440,308337,0.0717,none,0
ASM-002040,PROP-00680,CTY-012,2026,350590,330440,0.061,none,0
ASM-002041,PROP-00681,CTY-012,2024,286183,,0.0,none,0
ASM-002042,PROP-00681,CTY-012,2025,305642,286183,0.068,none,0
ASM-002043,PROP-00681,CTY-012,2026,338539,305642,0.1076,won,10936
ASM-002044,PROP-00682,CTY-012,2024,312030,,0.0,none,0
ASM-002045,PROP-00682,CTY-012,2025,343977,312030,0.1024,none,0
ASM-002046,PROP-00682,CTY-012,2026,382590,343977,0.1123,lost,0
ASM-002047,PROP-00683,CTY-012,2024,361230,,0.0,none,0
ASM-002048,PROP-00683,CTY-012,2025,393176,361230,0.0884,none,0
ASM-002049,PROP-00683,CTY-012,2026,414748,393176,0.0549,none,0
ASM-002050,PROP-00684,CTY-012,2024,284094,,0.0,none,0
ASM-002051,PROP-00684,CTY-012,2025,311128,284094,0.0952,none,0
ASM-002052,PROP-00684,CTY-012,2026,335205,311128,0.0774,none,0
ASM-002053,PROP-00685,CTY-012,2024,274850,,0.0,none,0
ASM-002054,PROP-00685,CTY-012,2025,293690,274850,0.0685,none,0
ASM-002055,PROP-00685,CTY-012,2026,318311,293690,0.0838,none,0
ASM-002056,PROP-00686,CTY-012,2024,389484,,0.0,none,0
ASM-002057,PROP-00686,CTY-012,2025,416568,389484,0.0695,none,0
ASM-002058,PROP-00686,CTY-012,2026,446077,416568,0.0708,none,0
ASM-002059,PROP-00687,CTY-012,2024,289374,,0.0,none,0
ASM-002060,PROP-00687,CTY-012,2025,310806,289374,0.0741,none,0
ASM-002061,PROP-00687,CTY-012,2026,331953,310806,0.068,none,0
ASM-002062,PROP-00688,CTY-012,2024,301992,,0.0,none,0
ASM-002063,PROP-00688,CTY-012,2025,318258,301992,0.0539,none,0
ASM-002064,PROP-00688,CTY-012,2026,359608,318258,0.1299,none,0
ASM-002065,PROP-00689,CTY-012,2024,352593,,0.0,none,0
ASM-002066,PROP-00689,CTY-012,2025,397406,352593,0.1271,none,0
ASM-002067,PROP-00689,CTY-012,2026,436260,397406,0.0978,lost,0
ASM-002068,PROP-00690,CTY-013,2024,469436,,0.0,none,0
ASM-002069,PROP-00690,CTY-013,2025,524443,469436,0.1172,none,0
ASM-002070,PROP-00690,CTY-013,2026,566248,524443,0.0797,none,0
ASM-002071,PROP-00691,CTY-013,2024,455483,,0.0,none,0
ASM-002072,PROP-00691,CTY-013,2025,507242,455483,0.1136,none,0
ASM-002073,PROP-00691,CTY-013,2026,552360,507242,0.0889,none,0
ASM-002074,PROP-00692,CTY-013,2024,393940,,0.0,none,0
ASM-002075,PROP-00692,CTY-013,2025,428524,393940,0.0878,none,0
ASM-002076,PROP-00692,CTY-013,2026,453185,428524,0.0575,none,0
ASM-002077,PROP-00693,CTY-013,2024,411857,,0.0,none,0
ASM-002078,PROP-00693,CTY-013,2025,438660,411857,0.0651,none,0
ASM-002079,PROP-00693,CTY-013,2026,474480,438660,0.0817,none,0
ASM-002080,PROP-00694,CTY-013,2024,397644,,0.0,none,0
ASM-002081,PROP-00694,CTY-013,2025,446925,397644,0.1239,none,0
ASM-002082,PROP-00694,CTY-013,2026,483042,446925,0.0808,none,0
ASM-002083,PROP-00695,CTY-013,2024,395731,,0.0,none,0
ASM-002084,PROP-00695,CTY-013,2025,418559,395731,0.0577,none,0
ASM-002085,PROP-00695,CTY-013,2026,441291,418559,0.0543,none,0
ASM-002086,PROP-00696,CTY-013,2024,425203,,0.0,none,0
ASM-002087,PROP-00696,CTY-013,2025,463688,425203,0.0905,lost,0
ASM-002088,PROP-00696,CTY-013,2026,502629,463688,0.084,none,0
ASM-002089,PROP-00697,CTY-013,2024,389035,,0.0,none,0
ASM-002090,PROP-00697,CTY-013,2025,414854,389035,0.0664,none,0
ASM-002091,PROP-00697,CTY-013,2026,454595,414854,0.0958,none,0
ASM-002092,PROP-00698,CTY-013,2024,354134,,0.0,none,0
ASM-002093,PROP-00698,CTY-013,2025,372638,354134,0.0523,none,0
ASM-002094,PROP-00698,CTY-013,2026,411231,372638,0.1036,none,0
ASM-002095,PROP-00699,CTY-013,2024,407228,,0.0,none,0
ASM-002096,PROP-00699,CTY-013,2025,458070,407228,0.1248,none,0
ASM-002097,PROP-00699,CTY-013,2026,489760,458070,0.0692,none,0
ASM-002098,PROP-00700,CTY-013,2024,453681,,0.0,none,0
ASM-002099,PROP-00700,CTY-013,2025,499877,453681,0.1018,won,24194
ASM-002100,PROP-00700,CTY-013,2026,544451,499877,0.0892,none,0
ASM-002101,PROP-00701,CTY-013,2024,383406,,0.0,none,0
ASM-002102,PROP-00701,CTY-013,2025,405155,383406,0.0567,none,0
ASM-002103,PROP-00701,CTY-013,2026,438970,405155,0.0835,none,0
ASM-002104,PROP-00702,CTY-013,2024,574380,,0.0,none,0
ASM-002105,PROP-00702,CTY-013,2025,606733,574380,0.0563,none,0
ASM-002106,PROP-00702,CTY-013,2026,669103,606733,0.1028,none,0
ASM-002107,PROP-00703,CTY-013,2024,420821,,0.0,none,0
ASM-002108,PROP-00703,CTY-013,2025,470225,420821,0.1174,none,0
ASM-002109,PROP-00703,CTY-013,2026,511684,470225,0.0882,none,0
ASM-002110,PROP-00704,CTY-013,2024,394964,,0.0,none,0
ASM-002111,PROP-00704,CTY-013,2025,430964,394964,0.0911,none,0
ASM-002112,PROP-00704,CTY-013,2026,455746,430964,0.0575,none,0
ASM-002113,PROP-00705,CTY-013,2024,411236,,0.0,none,0
ASM-002114,PROP-00705,CTY-013,2025,442696,411236,0.0765,none,0
ASM-002115,PROP-00705,CTY-013,2026,493437,442696,0.1146,none,0
ASM-002116,PROP-00706,CTY-013,2024,379652,,0.0,none,0
ASM-002117,PROP-00706,CTY-013,2025,416430,379652,0.0969,none,0
ASM-002118,PROP-00706,CTY-013,2026,451267,416430,0.0837,none,0
ASM-002119,PROP-00707,CTY-013,2024,323135,,0.0,none,0
ASM-002120,PROP-00707,CTY-013,2025,363219,323135,0.124,none,0
ASM-002121,PROP-00707,CTY-013,2026,405248,363219,0.1157,none,0
ASM-002122,PROP-00708,CTY-013,2024,528030,,0.0,none,0
ASM-002123,PROP-00708,CTY-013,2025,577361,528030,0.0934,none,0
ASM-002124,PROP-00708,CTY-013,2026,630373,577361,0.0918,none,0
ASM-002125,PROP-00709,CTY-013,2024,393893,,0.0,none,0
ASM-002126,PROP-00709,CTY-013,2025,439523,393893,0.1158,none,0
ASM-002127,PROP-00709,CTY-013,2026,475528,439523,0.0819,none,0
ASM-002128,PROP-00710,CTY-014,2024,353527,,0.0,none,0
ASM-002129,PROP-00710,CTY-014,2025,398987,353527,0.1286,none,0
ASM-002130,PROP-00710,CTY-014,2026,451265,398987,0.131,won,22574
ASM-002131,PROP-00711,CTY-014,2024,262785,,0.0,none,0
ASM-002132,PROP-00711,CTY-014,2025,282730,262785,0.0759,none,0
ASM-002133,PROP-00711,CTY-014,2026,320866,282730,0.1349,none,0
ASM-002134,PROP-00712,CTY-014,2024,255500,,0.0,none,0
ASM-002135,PROP-00712,CTY-014,2025,288356,255500,0.1286,none,0
ASM-002136,PROP-00712,CTY-014,2026,315786,288356,0.0951,lost,0
ASM-002137,PROP-00713,CTY-014,2024,276120,,0.0,none,0
ASM-002138,PROP-00713,CTY-014,2025,299004,276120,0.0829,none,0
ASM-002139,PROP-00713,CTY-014,2026,319744,299004,0.0694,none,0
ASM-002140,PROP-00714,CTY-014,2024,223205,,0.0,none,0
ASM-002141,PROP-00714,CTY-014,2025,237234,223205,0.0629,none,0
ASM-002142,PROP-00714,CTY-014,2026,258664,237234,0.0903,filed,0
ASM-002143,PROP-00715,CTY-014,2024,274215,,0.0,none,0
ASM-002144,PROP-00715,CTY-014,2025,303885,274215,0.1082,none,0
ASM-002145,PROP-00715,CTY-014,2026,344965,303885,0.1352,none,0
ASM-002146,PROP-00716,CTY-014,2024,256774,,0.0,none,0
ASM-002147,PROP-00716,CTY-014,2025,279669,256774,0.0892,none,0
ASM-002148,PROP-00716,CTY-014,2026,313527,279669,0.1211,none,0
ASM-002149,PROP-00717,CTY-014,2024,296136,,0.0,none,0
ASM-002150,PROP-00717,CTY-014,2025,323345,296136,0.0919,none,0
ASM-002151,PROP-00717,CTY-014,2026,352711,323345,0.0908,none,0
ASM-002152,PROP-00718,CTY-014,2024,237234,,0.0,none,0
ASM-002153,PROP-00718,CTY-014,2025,267137,237234,0.126,filed,0
ASM-002154,PROP-00718,CTY-014,2026,293381,267137,0.0982,lost,0
ASM-002155,PROP-00719,CTY-014,2024,267102,,0.0,none,0
ASM-002156,PROP-00719,CTY-014,2025,288985,267102,0.0819,none,0
ASM-002157,PROP-00719,CTY-014,2026,325836,288985,0.1275,none,0
ASM-002158,PROP-00720,CTY-014,2024,257625,,0.0,none,0
ASM-002159,PROP-00720,CTY-014,2025,278475,257625,0.0809,none,0
ASM-002160,PROP-00720,CTY-014,2026,313668,278475,0.1264,none,0
ASM-002161,PROP-00721,CTY-014,2024,326631,,0.0,none,0
ASM-002162,PROP-00721,CTY-014,2025,346315,326631,0.0603,none,0
ASM-002163,PROP-00721,CTY-014,2026,388786,346315,0.1226,won,12691
ASM-002164,PROP-00722,CTY-014,2024,253108,,0.0,none,0
ASM-002165,PROP-00722,CTY-014,2025,274827,253108,0.0858,none,0
ASM-002166,PROP-00722,CTY-014,2026,306141,274827,0.1139,none,0
ASM-002167,PROP-00723,CTY-014,2024,276112,,0.0,none,0
ASM-002168,PROP-00723,CTY-014,2025,313185,276112,0.1343,lost,0
ASM-002169,PROP-00723,CTY-014,2026,356864,313185,0.1395,none,0
ASM-002170,PROP-00724,CTY-014,2024,246174,,0.0,none,0
ASM-002171,PROP-00724,CTY-014,2025,268650,246174,0.0913,none,0
ASM-002172,PROP-00724,CTY-014,2026,299826,268650,0.116,none,0
ASM-002173,PROP-00725,CTY-014,2024,254470,,0.0,none,0
ASM-002174,PROP-00725,CTY-014,2025,274720,254470,0.0796,none,0
ASM-002175,PROP-00725,CTY-014,2026,304143,274720,0.1071,filed,0
ASM-002176,PROP-00726,CTY-014,2024,210818,,0.0,none,0
ASM-002177,PROP-00726,CTY-014,2025,235142,210818,0.1154,filed,0
ASM-002178,PROP-00726,CTY-014,2026,257294,235142,0.0942,none,0
ASM-002179,PROP-00727,CTY-014,2024,208622,,0.0,none,0
ASM-002180,PROP-00727,CTY-014,2025,224611,208622,0.0766,none,0
ASM-002181,PROP-00727,CTY-014,2026,243524,224611,0.0842,none,0
ASM-002182,PROP-00728,CTY-014,2024,210164,,0.0,none,0
ASM-002183,PROP-00728,CTY-014,2025,230895,210164,0.0986,none,0
ASM-002184,PROP-00728,CTY-014,2026,244581,230895,0.0593,none,0
ASM-002185,PROP-00729,CTY-014,2024,273072,,0.0,none,0
ASM-002186,PROP-00729,CTY-014,2025,292580,273072,0.0714,none,0
ASM-002187,PROP-00729,CTY-014,2026,320929,292580,0.0969,none,0
ASM-002188,PROP-00730,CTY-014,2024,264896,,0.0,none,0
ASM-002189,PROP-00730,CTY-014,2025,300846,264896,0.1357,none,0
ASM-002190,PROP-00730,CTY-014,2026,323038,300846,0.0738,none,0
ASM-002191,PROP-00731,CTY-014,2024,242203,,0.0,none,0
ASM-002192,PROP-00731,CTY-014,2025,274467,242203,0.1332,won,9504
ASM-002193,PROP-00731,CTY-014,2026,304930,274467,0.111,none,0
ASM-002194,PROP-00732,CTY-014,2024,286338,,0.0,none,0
ASM-002195,PROP-00732,CTY-014,2025,320927,286338,0.1208,won,28398
ASM-002196,PROP-00732,CTY-014,2026,357801,320927,0.1149,none,0
ASM-002197,PROP-00733,CTY-014,2024,225537,,0.0,none,0
ASM-002198,PROP-00733,CTY-014,2025,242795,225537,0.0765,none,0
ASM-002199,PROP-00733,CTY-014,2026,264908,242795,0.0911,none,0
ASM-002200,PROP-00734,CTY-014,2024,255808,,0.0,none,0
ASM-002201,PROP-00734,CTY-014,2025,279706,255808,0.0934,won,16488
ASM-002202,PROP-00734,CTY-014,2026,304967,279706,0.0903,none,0
ASM-002203,PROP-00735,CTY-014,2024,299590,,0.0,none,0
ASM-002204,PROP-00735,CTY-014,2025,333203,299590,0.1122,filed,0
ASM-002205,PROP-00735,CTY-014,2026,359579,333203,0.0792,none,0
ASM-002206,PROP-00736,CTY-014,2024,294784,,0.0,none,0
ASM-002207,PROP-00736,CTY-014,2025,333198,294784,0.1303,lost,0
ASM-002208,PROP-00736,CTY-014,2026,380202,333198,0.1411,none,0
ASM-002209,PROP-00737,CTY-014,2024,303161,,0.0,none,0
ASM-002210,PROP-00737,CTY-014,2025,338656,303161,0.1171,lost,0
ASM-002211,PROP-00737,CTY-014,2026,375966,338656,0.1102,none,0
