compId,city,state,beds,month,medianRent,sampleSize,source
CMP-001112,Fort Myers,FL,3,2026-05,2680,211,synthetic
CMP-001113,Fort Myers,FL,3,2026-06,2700,190,synthetic
CMP-001114,Fort Myers,FL,3,2026-07,2695,172,synthetic
CMP-001115,Fort Myers,FL,3,2026-08,2670,211,synthetic
CMP-001116,Fort Myers,FL,3,2026-09,2630,96,synthetic
CMP-001117,Fort Worth,TX,3,2023-10,2155,214,synthetic
CMP-001118,Fort Worth,TX,3,2023-11,2130,95,synthetic
CMP-001119,Fort Worth,TX,3,2023-12,2125,219,synthetic
CMP-001120,Fort Worth,TX,3,2024-01,2140,133,synthetic
CMP-001121,Fort Worth,TX,3,2024-02,2170,198,synthetic
CMP-001122,Fort Worth,TX,3,2024-03,2215,100,synthetic
CMP-001123,Fort Worth,TX,3,2024-04,2255,195,synthetic
CMP-001124,Fort Worth,TX,3,2024-05,2290,154,synthetic
CMP-001125,Fort Worth,TX,3,2024-06,2305,94,synthetic
CMP-001126,Fort Worth,TX,3,2024-07,2295,234,synthetic
CMP-001127,Fort Worth,TX,3,2024-08,2270,220,synthetic
CMP-001128,Fort Worth,TX,3,2024-09,2235,138,synthetic
CMP-001129,Fort Worth,TX,3,2024-10,2200,147,synthetic
CMP-001130,Fort Worth,TX,3,2024-11,2175,205,synthetic
CMP-001131,Fort Worth,TX,3,2024-12,2170,122,synthetic
CMP-001132,Fort Worth,TX,3,2025-01,2185,159,synthetic
CMP-001133,Fort Worth,TX,3,2025-02,2215,142,synthetic
CMP-001134,Fort Worth,TX,3,2025-03,2260,123,synthetic
CMP-001135,Fort Worth,TX,3,2025-04,2305,223,synthetic
CMP-001136,Fort Worth,TX,3,2025-05,2335,177,synthetic
CMP-001137,Fort Worth,TX,3,2025-06,2350,218,synthetic
CMP-001138,Fort Worth,TX,3,2025-07,2345,159,synthetic
CMP-001139,Fort Worth,TX,3,2025-08,2320,242,synthetic
CMP-001140,Fort Worth,TX,3,2025-09,2285,112,synthetic
CMP-001141,Fort Worth,TX,3,2025-10,2250,204,synthetic
CMP-001142,Fort Worth,TX,3,2025-11,2225,164,synthetic
CMP-001143,Fort Worth,TX,3,2025-12,2215,97,synthetic
CMP-001144,Fort Worth,TX,3,2026-01,2230,179,synthetic
CMP-001145,Fort Worth,TX,3,2026-02,2265,208,synthetic
CMP-001146,Fort Worth,TX,3,2026-03,2310,189,synthetic
CMP-001147,Fort Worth,TX,3,2026-04,2350,122,synthetic
CMP-001148,Fort Worth,TX,3,2026-05,2385,139,synthetic
CMP-001149,Fort Worth,TX,3,2026-06,2400,238,synthetic
CMP-001150,Fort Worth,TX,3,2026-07,2395,193,synthetic
CMP-001151,Fort Worth,TX,3,2026-08,2370,106,synthetic
CMP-001152,Fort Worth,TX,3,2026-09,2330,202,synthetic
CMP-001153,Fort Worth,TX,4,2023-10,2340,207,synthetic
CMP-001154,Fort Worth,TX,4,2023-11,2310,158,synthetic
CMP-001155,Fort Worth,TX,4,2023-12,2305,212,synthetic
CMP-001156,Fort Worth,TX,4,2024-01,2320,220,synthetic
CMP-001157,Fort Worth,TX,4,2024-02,2355,171,synthetic
CMP-001158,Fort Worth,TX,4,2024-03,2400,217,synthetic
CMP-001159,Fort Worth,TX,4,2024-04,2450,169,synthetic
CMP-001160,Fort Worth,TX,4,2024-05,2485,131,synthetic
CMP-001161,Fort Worth,TX,4,2024-06,2500,210,synthetic
CMP-001162,Fort Worth,TX,4,2024-07,2490,91,synthetic
CMP-001163,Fort Worth,TX,4,2024-08,2465,194,synthetic
CMP-001164,Fort Worth,TX,4,2024-09,2425,232,synthetic
CMP-001165,Fort Worth,TX,4,2024-10,2390,101,synthetic
CMP-001166,Fort Worth,TX,4,2024-11,2360,139,synthetic
CMP-001167,Fort Worth,TX,4,2024-12,2355,156,synthetic
CMP-001168,Fort Worth,TX,4,2025-01,2370,160,synthetic
CMP-001169,Fort Worth,TX,4,2025-02,2405,151,synthetic
CMP-001170,Fort Worth,TX,4,2025-03,2455,94,synthetic
CMP-001171,Fort Worth,TX,4,2025-04,2500,124,synthetic
CMP-001172,Fort Worth,TX,4,2025-05,2535,192,synthetic
CMP-001173,Fort Worth,TX,4,2025-06,2550,172,synthetic
CMP-001174,Fort Worth,TX,4,2025-07,2545,145,synthetic
CMP-001175,Fort Worth,TX,4,2025-08,2515,202,synthetic
CMP-001176,Fort Worth,TX,4,2025-09,2480,194,synthetic
CMP-001177,Fort Worth,TX,4,2025-10,2440,155,synthetic
CMP-001178,Fort Worth,TX,4,2025-11,2410,138,synthetic
CMP-001179,Fort Worth,TX,4,2025-12,2405,102,synthetic
CMP-001180,Fort Worth,TX,4,2026-01,2420,136,synthetic
CMP-001181,Fort Worth,TX,4,2026-02,2455,204,synthetic
CMP-001182,Fort Worth,TX,4,2026-03,2505,110,synthetic
CMP-001183,Fort Worth,TX,4,2026-04,2550,193,synthetic
CMP-001184,Fort Worth,TX,4,2026-05,2590,96,synthetic
CMP-001185,Fort Worth,TX,4,2026-06,2605,166,synthetic
CMP-001186,Fort Worth,TX,4,2026-07,2595,161,synthetic
CMP-001187,Fort Worth,TX,4,2026-08,2570,218,synthetic
CMP-001188,Fort Worth,TX,4,2026-09,2530,140,synthetic
CMP-001189,Gibsonton,FL,3,2023-10,2280,12,synthetic
CMP-001190,Gibsonton,FL,3,2023-11,2255,14,synthetic
CMP-001191,Gibsonton,FL,3,2023-12,2255,31,synthetic
CMP-001192,Gibsonton,FL,3,2024-01,2270,30,synthetic
CMP-001193,Gibsonton,FL,3,2024-02,2310,18,synthetic
CMP-001194,Gibsonton,FL,3,2024-03,2360,28,synthetic
CMP-001195,Gibsonton,FL,3,2024-04,2410,21,synthetic
CMP-001196,Gibsonton,FL,3,2024-05,2450,22,synthetic
CMP-001197,Gibsonton,FL,3,2024-06,2465,12,synthetic
CMP-001198,Gibsonton,FL,3,2024-07,2465,26,synthetic
CMP-001199,Gibsonton,FL,3,2024-08,2440,28,synthetic
CMP-001200,Gibsonton,FL,3,2024-09,2410,23,synthetic
CMP-001201,Gibsonton,FL,3,2024-10,2375,12,synthetic
CMP-001202,Gibsonton,FL,3,2024-11,2350,20,synthetic
CMP-001203,Gibsonton,FL,3,2024-12,2345,23,synthetic
CMP-001204,Gibsonton,FL,3,2025-01,2365,13,synthetic
CMP-001205,Gibsonton,FL,3,2025-02,2405,18,synthetic
CMP-001206,Gibsonton,FL,3,2025-03,2455,22,synthetic
CMP-001207,Gibsonton,FL,3,2025-04,2505,23,synthetic
CMP-001208,Gibsonton,FL,3,2025-05,2545,21,synthetic
CMP-001209,Gibsonton,FL,3,2025-06,2565,23,synthetic
CMP-001210,Gibsonton,FL,3,2025-07,2565,17,synthetic
CMP-001211,Gibsonton,FL,3,2025-08,2540,17,synthetic
CMP-001212,Gibsonton,FL,3,2025-09,2505,31,synthetic
CMP-001213,Gibsonton,FL,3,2025-10,2470,15,synthetic
CMP-001214,Gibsonton,FL,3,2025-11,2445,15,synthetic
CMP-001215,Gibsonton,FL,3,2025-12,2440,15,synthetic
CMP-001216,Gibsonton,FL,3,2026-01,2460,26,synthetic
CMP-001217,Gibsonton,FL,3,2026-02,2500,12,synthetic
CMP-001218,Gibsonton,FL,3,2026-03,2555,15,synthetic
CMP-001219,Gibsonton,FL,3,2026-04,2605,22,synthetic
CMP-001220,Gibsonton,FL,3,2026-05,2645,17,synthetic
CMP-001221,Gibsonton,FL,3,2026-06,2665,30,synthetic
CMP-001222,Gibsonton,FL,3,2026-07,2665,22,synthetic
CMP-001223,Gibsonton,FL,3,2026-08,2640,22,synthetic
CMP-001224,Gibsonton,FL,3,2026-09,2600,31,synthetic
CMP-001225,Gibsonton,FL,4,2023-10,2470,26,synthetic
CMP-001226,Gibsonton,FL,4,2023-11,2450,19,synthetic
CMP-001227,Gibsonton,FL,4,2023-12,2445,26,synthetic
CMP-001228,Gibsonton,FL,4,2024-01,2465,24,synthetic
CMP-001229,Gibsonton,FL,4,2024-02,2505,26,synthetic
CMP-001230,Gibsonton,FL,4,2024-03,2560,10,synthetic
CMP-001231,Gibsonton,FL,4,2024-04,2615,16,synthetic
CMP-001232,Gibsonton,FL,4,2024-05,2655,20,synthetic
CMP-001233,Gibsonton,FL,4,2024-06,2675,12,synthetic
CMP-001234,Gibsonton,FL,4,2024-07,2675,20,synthetic
CMP-001235,Gibsonton,FL,4,2024-08,2650,21,synthetic
CMP-001236,Gibsonton,FL,4,2024-09,2610,25,synthetic
CMP-001237,Gibsonton,FL,4,2024-10,2575,26,synthetic
CMP-001238,Gibsonton,FL,4,2024-11,2550,10,synthetic
CMP-001239,Gibsonton,FL,4,2024-12,2545,12,synthetic
CMP-001240,Gibsonton,FL,4,2025-01,2565,14,synthetic
CMP-001241,Gibsonton,FL,4,2025-02,2610,26,synthetic
CMP-001242,Gibsonton,FL,4,2025-03,2665,13,synthetic
CMP-001243,Gibsonton,FL,4,2025-04,2720,15,synthetic
CMP-001244,Gibsonton,FL,4,2025-05,2765,15,synthetic
CMP-001245,Gibsonton,FL,4,2025-06,2785,13,synthetic
CMP-001246,Gibsonton,FL,4,2025-07,2780,21,synthetic
CMP-001247,Gibsonton,FL,4,2025-08,2755,25,synthetic
CMP-001248,Gibsonton,FL,4,2025-09,2720,11,synthetic
CMP-001249,Gibsonton,FL,4,2025-10,2680,19,synthetic
CMP-001250,Gibsonton,FL,4,2025-11,2650,15,synthetic
CMP-001251,Gibsonton,FL,4,2025-12,2650,21,synthetic
CMP-001252,Gibsonton,FL,4,2026-01,2670,16,synthetic
CMP-001253,Gibsonton,FL,4,2026-02,2715,13,synthetic
CMP-001254,Gibsonton,FL,4,2026-03,2770,12,synthetic
CMP-001255,Gibsonton,FL,4,2026-04,2825,13,synthetic
CMP-001256,Gibsonton,FL,4,2026-05,2870,23,synthetic
CMP-001257,Gibsonton,FL,4,2026-06,2895,23,synthetic
CMP-001258,Gibsonton,FL,4,2026-07,2890,17,synthetic
CMP-001259,Gibsonton,FL,4,2026-08,2865,18,synthetic
CMP-001260,Gibsonton,FL,4,2026-09,2825,23,synthetic
CMP-001261,Gibsonton,FL,5,2023-10,2665,31,synthetic
CMP-001262,Gibsonton,FL,5,2023-11,2640,25,synthetic
CMP-001263,Gibsonton,FL,5,2023-12,2635,12,synthetic
CMP-001264,Gibsonton,FL,5,2024-01,2660,12,synthetic
CMP-001265,Gibsonton,FL,5,2024-02,2705,22,synthetic
CMP-001266,Gibsonton,FL,5,2024-03,2760,25,synthetic
CMP-001267,Gibsonton,FL,5,2024-04,2820,31,synthetic
CMP-001268,Gibsonton,FL,5,2024-05,2865,26,synthetic
CMP-001269,Gibsonton,FL,5,2024-06,2885,14,synthetic
CMP-001270,Gibsonton,FL,5,2024-07,2885,13,synthetic
CMP-001271,Gibsonton,FL,5,2024-08,2855,29,synthetic
CMP-001272,Gibsonton,FL,5,2024-09,2815,12,synthetic
CMP-001273,Gibsonton,FL,5,2024-10,2775,18,synthetic
CMP-001274,Gibsonton,FL,5,2024-11,2750,23,synthetic
CMP-001275,Gibsonton,FL,5,2024-12,2745,16,synthetic
CMP-001276,Gibsonton,FL,5,2025-01,2770,26,synthetic
CMP-001277,Gibsonton,FL,5,2025-02,2815,30,synthetic
CMP-001278,Gibsonton,FL,5,2025-03,2875,13,synthetic
CMP-001279,Gibsonton,FL,5,2025-04,2935,12,synthetic
CMP-001280,Gibsonton,FL,5,2025-05,2980,13,synthetic
CMP-001281,Gibsonton,FL,5,2025-06,3005,22,synthetic
CMP-001282,Gibsonton,FL,5,2025-07,3000,12,synthetic
CMP-001283,Gibsonton,FL,5,2025-08,2970,30,synthetic
CMP-001284,Gibsonton,FL,5,2025-09,2930,15,synthetic
CMP-001285,Gibsonton,FL,5,2025-10,2890,17,synthetic
CMP-001286,Gibsonton,FL,5,2025-11,2860,14,synthetic
CMP-001287,Gibsonton,FL,5,2025-12,2855,14,synthetic
CMP-001288,Gibsonton,FL,5,2026-01,2880,12,synthetic
CMP-001289,Gibsonton,FL,5,2026-02,2925,24,synthetic
CMP-001290,Gibsonton,FL,5,2026-03,2985,30,synthetic
CMP-001291,Gibsonton,FL,5,2026-04,3050,31,synthetic
CMP-001292,Gibsonton,FL,5,2026-05,3095,28,synthetic
CMP-001293,Gibsonton,FL,5,2026-06,3120,31,synthetic
CMP-001294,Gibsonton,FL,5,2026-07,3115,17,synthetic
CMP-001295,Gibsonton,FL,5,2026-08,3085,27,synthetic
CMP-001296,Gibsonton,FL,5,2026-09,3045,12,synthetic
CMP-001297,Gibsonton,FL,6,2023-10,2860,18,synthetic
CMP-001298,Gibsonton,FL,6,2023-11,2830,22,synthetic
CMP-001299,Gibsonton,FL,6,2023-12,2830,35,synthetic
CMP-001300,Gibsonton,FL,6,2024-01,2850,18,synthetic
CMP-001301,Gibsonton,FL,6,2024-02,2900,38,synthetic
CMP-001302,Gibsonton,FL,6,2024-03,2960,20,synthetic
CMP-001303,Gibsonton,FL,6,2024-04,3025,32,synthetic
CMP-001304,Gibsonton,FL,6,2024-05,3070,17,synthetic
CMP-001305,Gibsonton,FL,6,2024-06,3095,36,synthetic
CMP-001306,Gibsonton,FL,6,2024-07,3090,28,synthetic
CMP-001307,Gibsonton,FL,6,2024-08,3065,33,synthetic
CMP-001308,Gibsonton,FL,6,2024-09,3020,25,synthetic
CMP-001309,Gibsonton,FL,6,2024-10,2980,32,synthetic
CMP-001310,Gibsonton,FL,6,2024-11,2950,38,synthetic
CMP-001311,Gibsonton,FL,6,2024-12,2945,27,synthetic
CMP-001312,Gibsonton,FL,6,2025-01,2970,17,synthetic
CMP-001313,Gibsonton,FL,6,2025-02,3020,18,synthetic
CMP-001314,Gibsonton,FL,6,2025-03,3085,28,synthetic
CMP-001315,Gibsonton,FL,6,2025-04,3145,39,synthetic
CMP-001316,Gibsonton,FL,6,2025-05,3195,19,synthetic
CMP-001317,Gibsonton,FL,6,2025-06,3220,36,synthetic
CMP-001318,Gibsonton,FL,6,2025-07,3220,20,synthetic
CMP-001319,Gibsonton,FL,6,2025-08,3190,30,synthetic
CMP-001320,Gibsonton,FL,6,2025-09,3145,28,synthetic
CMP-001321,Gibsonton,FL,6,2025-10,3100,19,synthetic
CMP-001322,Gibsonton,FL,6,2025-11,3070,17,synthetic
CMP-001323,Gibsonton,FL,6,2025-12,3065,22,synthetic
CMP-001324,Gibsonton,FL,6,2026-01,3085,19,synthetic
CMP-001325,Gibsonton,FL,6,2026-02,3140,27,synthetic
CMP-001326,Gibsonton,FL,6,2026-03,3205,36,synthetic
CMP-001327,Gibsonton,FL,6,2026-04,3270,37,synthetic
CMP-001328,Gibsonton,FL,6,2026-05,3320,39,synthetic
CMP-001329,Gibsonton,FL,6,2026-06,3350,27,synthetic
CMP-001330,Gibsonton,FL,6,2026-07,3345,23,synthetic
CMP-001331,Gibsonton,FL,6,2026-08,3310,38,synthetic
CMP-001332,Gibsonton,FL,6,2026-09,3265,33,synthetic
CMP-001333,Gilbert,AZ,3,2023-10,2235,43,synthetic
CMP-001334,Gilbert,AZ,3,2023-11,2210,37,synthetic
CMP-001335,Gilbert,AZ,3,2023-12,2205,23,synthetic
CMP-001336,Gilbert,AZ,3,2024-01,2225,43,synthetic
CMP-001337,Gilbert,AZ,3,2024-02,2260,45,synthetic
CMP-001338,Gilbert,AZ,3,2024-03,2305,32,synthetic
CMP-001339,Gilbert,AZ,3,2024-04,2350,31,synthetic
CMP-001340,Gilbert,AZ,3,2024-05,2385,38,synthetic
CMP-001341,Gilbert,AZ,3,2024-06,2405,45,synthetic
CMP-001342,Gilbert,AZ,3,2024-07,2400,28,synthetic
CMP-001343,Gilbert,AZ,3,2024-08,2375,24,synthetic
CMP-001344,Gilbert,AZ,3,2024-09,2340,28,synthetic
CMP-001345,Gilbert,AZ,3,2024-10,2305,25,synthetic
CMP-001346,Gilbert,AZ,3,2024-11,2280,38,synthetic
CMP-001347,Gilbert,AZ,3,2024-12,2275,35,synthetic
CMP-001348,Gilbert,AZ,3,2025-01,2295,45,synthetic
CMP-001349,Gilbert,AZ,3,2025-02,2330,23,synthetic
CMP-001350,Gilbert,AZ,3,2025-03,2375,21,synthetic
CMP-001351,Gilbert,AZ,3,2025-04,2425,38,synthetic
CMP-001352,Gilbert,AZ,3,2025-05,2460,34,synthetic
CMP-001353,Gilbert,AZ,3,2025-06,2480,23,synthetic
CMP-001354,Gilbert,AZ,3,2025-07,2475,42,synthetic
CMP-001355,Gilbert,AZ,3,2025-08,2450,34,synthetic
CMP-001356,Gilbert,AZ,3,2025-09,2415,38,synthetic
CMP-001357,Gilbert,AZ,3,2025-10,2375,28,synthetic
CMP-001358,Gilbert,AZ,3,2025-11,2350,46,synthetic
CMP-001359,Gilbert,AZ,3,2025-12,2345,42,synthetic
CMP-001360,Gilbert,AZ,3,2026-01,2365,38,synthetic
CMP-001361,Gilbert,AZ,3,2026-02,2400,41,synthetic
CMP-001362,Gilbert,AZ,3,2026-03,2450,27,synthetic
CMP-001363,Gilbert,AZ,3,2026-04,2500,45,synthetic
CMP-001364,Gilbert,AZ,3,2026-05,2535,35,synthetic
CMP-001365,Gilbert,AZ,3,2026-06,2555,20,synthetic
CMP-001366,Gilbert,AZ,3,2026-07,2550,43,synthetic
CMP-001367,Gilbert,AZ,3,2026-08,2525,22,synthetic
CMP-001368,Gilbert,AZ,3,2026-09,2485,19,synthetic
CMP-001369,Gilbert,AZ,4,2023-10,2425,40,synthetic
CMP-001370,Gilbert,AZ,4,2023-11,2400,52,synthetic
CMP-001371,Gilbert,AZ,4,2023-12,2395,22,synthetic
CMP-001372,Gilbert,AZ,4,2024-01,2415,51,synthetic
CMP-001373,Gilbert,AZ,4,2024-02,2450,35,synthetic
CMP-001374,Gilbert,AZ,4,2024-03,2500,37,synthetic
CMP-001375,Gilbert,AZ,4,2024-04,2550,54,synthetic
CMP-001376,Gilbert,AZ,4,2024-05,2590,23,synthetic
CMP-001377,Gilbert,AZ,4,2024-06,2610,37,synthetic
CMP-001378,Gilbert,AZ,4,2024-07,2605,52,synthetic
CMP-001379,Gilbert,AZ,4,2024-08,2580,29,synthetic
CMP-001380,Gilbert,AZ,4,2024-09,2540,55,synthetic
CMP-001381,Gilbert,AZ,4,2024-10,2500,39,synthetic
CMP-001382,Gilbert,AZ,4,2024-11,2475,46,synthetic
CMP-001383,Gilbert,AZ,4,2024-12,2470,21,synthetic
CMP-001384,Gilbert,AZ,4,2025-01,2490,52,synthetic
CMP-001385,Gilbert,AZ,4,2025-02,2530,51,synthetic
CMP-001386,Gilbert,AZ,4,2025-03,2580,52,synthetic
CMP-001387,Gilbert,AZ,4,2025-04,2630,53,synthetic
CMP-001388,Gilbert,AZ,4,2025-05,2670,36,synthetic
CMP-001389,Gilbert,AZ,4,2025-06,2690,48,synthetic
CMP-001390,Gilbert,AZ,4,2025-07,2685,37,synthetic
CMP-001391,Gilbert,AZ,4,2025-08,2660,44,synthetic
CMP-001392,Gilbert,AZ,4,2025-09,2620,49,synthetic
CMP-001393,Gilbert,AZ,4,2025-10,2580,28,synthetic
CMP-001394,Gilbert,AZ,4,2025-11,2550,44,synthetic
CMP-001395,Gilbert,AZ,4,2025-12,2545,54,synthetic
CMP-001396,Gilbert,AZ,4,2026-01,2565,42,synthetic
CMP-001397,Gilbert,AZ,4,2026-02,2605,47,synthetic
CMP-001398,Gilbert,AZ,4,2026-03,2655,26,synthetic
CMP-001399,Gilbert,AZ,4,2026-04,2710,32,synthetic
CMP-001400,Gilbert,AZ,4,2026-05,2750,53,synthetic
CMP-001401,Gilbert,AZ,4,2026-06,2770,53,synthetic
CMP-001402,Gilbert,AZ,4,2026-07,2765,37,synthetic
CMP-001403,Gilbert,AZ,4,2026-08,2735,29,synthetic
CMP-001404,Gilbert,AZ,4,2026-09,2695,44,synthetic
CMP-001405,Haines City,FL,4,2023-10,1885,138,synthetic
CMP-001406,Haines City,FL,4,2023-11,1865,74,synthetic
CMP-001407,Haines City,FL,4,2023-12,1860,90,synthetic
CMP-001408,Haines City,FL,4,2024-01,1875,86,synthetic
CMP-001409,Haines City,FL,4,2024-02,1905,124,synthetic
CMP-001410,Haines City,FL,4,2024-03,1940,93,synthetic
CMP-001411,Haines City,FL,4,2024-04,1980,79,synthetic
CMP-001412,Haines City,FL,4,2024-05,2010,90,synthetic
CMP-001413,Haines City,FL,4,2024-06,2025,64,synthetic
CMP-001414,Haines City,FL,4,2024-07,2020,58,synthetic
CMP-001415,Haines City,FL,4,2024-08,2000,121,synthetic
CMP-001416,Haines City,FL,4,2024-09,1970,108,synthetic
CMP-001417,Haines City,FL,4,2024-10,1940,72,synthetic
CMP-001418,Haines City,FL,4,2024-11,1920,116,synthetic
CMP-001419,Haines City,FL,4,2024-12,1915,69,synthetic
CMP-001420,Haines City,FL,4,2025-01,1925,130,synthetic
CMP-001421,Haines City,FL,4,2025-02,1955,119,synthetic
CMP-001422,Haines City,FL,4,2025-03,1995,124,synthetic
CMP-001423,Haines City,FL,4,2025-04,2035,127,synthetic
CMP-001424,Haines City,FL,4,2025-05,2065,64,synthetic
CMP-001425,Haines City,FL,4,2025-06,2080,53,synthetic
CMP-001426,Haines City,FL,4,2025-07,2075,139,synthetic
CMP-001427,Haines City,FL,4,2025-08,2055,64,synthetic
CMP-001428,Haines City,FL,4,2025-09,2025,55,synthetic
CMP-001429,Haines City,FL,4,2025-10,1990,85,synthetic
CMP-001430,Haines City,FL,4,2025-11,1970,126,synthetic
CMP-001431,Haines City,FL,4,2025-12,1965,125,synthetic
CMP-001432,Haines City,FL,4,2026-01,1980,61,synthetic
CMP-001433,Haines City,FL,4,2026-02,2010,129,synthetic
CMP-001434,Haines City,FL,4,2026-03,2050,66,synthetic
CMP-001435,Haines City,FL,4,2026-04,2090,92,synthetic
CMP-001436,Haines City,FL,4,2026-05,2120,126,synthetic
CMP-001437,Haines City,FL,4,2026-06,2135,135,synthetic
CMP-001438,Haines City,FL,4,2026-07,2130,91,synthetic
CMP-001439,Haines City,FL,4,2026-08,2110,102,synthetic
CMP-001440,Haines City,FL,4,2026-09,2075,89,synthetic
CMP-001441,Haw River,NC,4,2023-10,2490,78,synthetic
CMP-001442,Haw River,NC,4,2023-11,2460,72,synthetic
CMP-001443,Haw River,NC,4,2023-12,2455,31,synthetic
CMP-001444,Haw River,NC,4,2024-01,2470,53,synthetic
CMP-001445,Haw River,NC,4,2024-02,2510,76,synthetic
CMP-001446,Haw River,NC,4,2024-03,2560,58,synthetic
CMP-001447,Haw River,NC,4,2024-04,2610,69,synthetic
CMP-001448,Haw River,NC,4,2024-05,2650,76,synthetic
CMP-001449,Haw River,NC,4,2024-06,2665,37,synthetic
CMP-001450,Haw River,NC,4,2024-07,2660,33,synthetic
CMP-001451,Haw River,NC,4,2024-08,2635,34,synthetic
CMP-001452,Haw River,NC,4,2024-09,2595,41,synthetic
CMP-001453,Haw River,NC,4,2024-10,2555,67,synthetic
CMP-001454,Haw River,NC,4,2024-11,2525,34,synthetic
CMP-001455,Haw River,NC,4,2024-12,2520,55,synthetic
CMP-001456,Haw River,NC,4,2025-01,2535,45,synthetic
CMP-001457,Haw River,NC,4,2025-02,2575,30,synthetic
CMP-001458,Haw River,NC,4,2025-03,2625,78,synthetic
CMP-001459,Haw River,NC,4,2025-04,2675,54,synthetic
CMP-001460,Haw River,NC,4,2025-05,2715,46,synthetic
CMP-001461,Haw River,NC,4,2025-06,2735,78,synthetic
CMP-001462,Haw River,NC,4,2025-07,2725,46,synthetic
CMP-001463,Haw River,NC,4,2025-08,2700,74,synthetic
CMP-001464,Haw River,NC,4,2025-09,2660,73,synthetic
CMP-001465,Haw River,NC,4,2025-10,2615,53,synthetic
CMP-001466,Haw River,NC,4,2025-11,2590,44,synthetic
CMP-001467,Haw River,NC,4,2025-12,2580,32,synthetic
CMP-001468,Haw River,NC,4,2026-01,2600,37,synthetic
CMP-001469,Haw River,NC,4,2026-02,2640,35,synthetic
CMP-001470,Haw River,NC,4,2026-03,2690,46,synthetic
CMP-001471,Haw River,NC,4,2026-04,2745,59,synthetic
CMP-001472,Haw River,NC,4,2026-05,2785,63,synthetic
CMP-001473,Haw River,NC,4,2026-06,2800,54,synthetic
CMP-001474,Haw River,NC,4,2026-07,2795,32,synthetic
CMP-001475,Haw River,NC,4,2026-08,2765,41,synthetic
CMP-001476,Haw River,NC,4,2026-09,2725,54,synthetic
CMP-001477,Haw River,NC,5,2023-10,2700,22,synthetic
CMP-001478,Haw River,NC,5,2023-11,2670,43,synthetic
CMP-001479,Haw River,NC,5,2023-12,2665,32,synthetic
CMP-001480,Haw River,NC,5,2024-01,2680,38,synthetic
CMP-001481,Haw River,NC,5,2024-02,2725,42,synthetic
CMP-001482,Haw River,NC,5,2024-03,2780,34,synthetic
CMP-001483,Haw River,NC,5,2024-04,2830,22,synthetic
CMP-001484,Haw River,NC,5,2024-05,2875,24,synthetic
CMP-001485,Haw River,NC,5,2024-06,2895,39,synthetic
CMP-001486,Haw River,NC,5,2024-07,2885,20,synthetic
CMP-001487,Haw River,NC,5,2024-08,2855,29,synthetic
CMP-001488,Haw River,NC,5,2024-09,2815,41,synthetic
CMP-001489,Haw River,NC,5,2024-10,2770,34,synthetic
CMP-001490,Haw River,NC,5,2024-11,2740,27,synthetic
CMP-001491,Haw River,NC,5,2024-12,2730,30,synthetic
CMP-001492,Haw River,NC,5,2025-01,2750,40,synthetic
CMP-001493,Haw River,NC,5,2025-02,2795,29,synthetic
CMP-001494,Haw River,NC,5,2025-03,2850,25,synthetic
CMP-001495,Haw River,NC,5,2025-04,2905,16,synthetic
CMP-001496,Haw River,NC,5,2025-05,2945,41,synthetic
CMP-001497,Haw River,NC,5,2025-06,2965,27,synthetic
CMP-001498,Haw River,NC,5,2025-07,2960,41,synthetic
CMP-001499,Haw River,NC,5,2025-08,2930,43,synthetic
CMP-001500,Haw River,NC,5,2025-09,2885,24,synthetic
CMP-001501,Haw River,NC,5,2025-10,2840,18,synthetic
CMP-001502,Haw River,NC,5,2025-11,2810,32,synthetic
CMP-001503,Haw River,NC,5,2025-12,2800,22,synthetic
CMP-001504,Haw River,NC,5,2026-01,2820,22,synthetic
CMP-001505,Haw River,NC,5,2026-02,2860,30,synthetic
CMP-001506,Haw River,NC,5,2026-03,2920,38,synthetic
CMP-001507,Haw River,NC,5,2026-04,2975,38,synthetic
CMP-001508,Haw River,NC,5,2026-05,3020,21,synthetic
CMP-001509,Haw River,NC,5,2026-06,3040,33,synthetic
CMP-001510,Haw River,NC,5,2026-07,3030,30,synthetic
CMP-001511,Haw River,NC,5,2026-08,3000,27,synthetic
CMP-001512,Haw River,NC,5,2026-09,2955,34,synthetic
CMP-001513,Hockley,TX,3,2023-10,1885,94,synthetic
CMP-001514,Hockley,TX,3,2023-11,1865,75,synthetic
CMP-001515,Hockley,TX,3,2023-12,1860,70,synthetic
CMP-001516,Hockley,TX,3,2024-01,1870,73,synthetic
CMP-001517,Hockley,TX,3,2024-02,1900,61,synthetic
CMP-001518,Hockley,TX,3,2024-03,1940,103,synthetic
CMP-001519,Hockley,TX,3,2024-04,1975,90,synthetic
CMP-001520,Hockley,TX,3,2024-05,2005,82,synthetic
CMP-001521,Hockley,TX,3,2024-06,2015,67,synthetic
CMP-001522,Hockley,TX,3,2024-07,2010,69,synthetic
CMP-001523,Hockley,TX,3,2024-08,1990,55,synthetic
CMP-001524,Hockley,TX,3,2024-09,1960,43,synthetic
CMP-001525,Hockley,TX,3,2024-10,1930,83,synthetic
CMP-001526,Hockley,TX,3,2024-11,1910,97,synthetic
CMP-001527,Hockley,TX,3,2024-12,1900,62,synthetic
CMP-001528,Hockley,TX,3,2025-01,1915,51,synthetic
CMP-001529,Hockley,TX,3,2025-02,1945,78,synthetic
