leaseId,propertyId,residentId,startDate,endDate,termMonths,monthlyRent,deposit,concessionMonths,renewalOfLeaseId,status
LSE-001858,PROP-00670,RES-01252,2025-08-28,2026-08-28,12,1995,997,0,,expired
LSE-001859,PROP-00671,RES-01253,2021-10-26,2023-10-26,24,1600,1600,0,,expired
LSE-001860,PROP-00671,RES-01254,2023-11-22,2025-05-22,18,1565,1565,0,,expired
LSE-001861,PROP-00671,RES-01254,2025-06-06,2026-06-06,12,1735,1735,0,LSE-001860,expired
LSE-001862,PROP-00671,RES-01254,2026-07-15,2027-07-15,12,1805,902,0,LSE-001861,active
LSE-001863,PROP-00672,RES-01255,2023-06-04,2024-06-04,12,1575,787,0,,expired
LSE-001864,PROP-00672,RES-01256,2024-06-20,2025-06-20,12,1790,1790,0,,expired
LSE-001865,PROP-00672,RES-01256,2025-06-29,2026-06-29,12,1875,1875,0,LSE-001864,expired
LSE-001866,PROP-00672,RES-01256,2026-07-18,2028-07-18,24,1925,962,0,LSE-001865,active
LSE-001867,PROP-00673,RES-01257,2023-12-11,2024-12-11,12,1860,930,0,,expired
LSE-001868,PROP-00673,RES-01258,2025-01-09,2026-07-09,18,1905,1905,0,,expired
LSE-001869,PROP-00673,RES-01259,2026-07-20,2028-07-20,24,2140,2140,0,,active
LSE-001870,PROP-00674,RES-01260,2022-09-04,2023-09-04,12,1595,1595,0,,expired
LSE-001871,PROP-00674,RES-01261,2023-11-12,2024-11-12,12,1600,800,0,,terminated-early
LSE-001872,PROP-00674,RES-01262,2024-12-14,2025-12-14,12,1635,817,1,,expired
LSE-001873,PROP-00674,RES-01262,2026-01-14,2027-01-14,12,1660,830,1,LSE-001872,active
LSE-001874,PROP-00675,RES-01263,2023-03-28,2024-03-28,12,1775,1775,1,,expired
LSE-001875,PROP-00675,RES-01263,2024-05-11,2026-05-11,24,1865,1865,0,LSE-001874,expired
LSE-001876,PROP-00675,RES-01263,2026-06-27,2028-06-27,24,2090,2090,0,LSE-001875,active
LSE-001877,PROP-00676,RES-01264,2024-05-09,2026-05-09,24,1795,1795,0,,expired
LSE-001878,PROP-00676,RES-01265,2026-06-22,2027-06-22,12,1945,1945,0,,active
LSE-001879,PROP-00677,RES-01266,2022-05-26,2024-05-26,24,1770,885,0,,expired
LSE-001880,PROP-00677,RES-01266,2024-06-30,2025-06-30,12,1935,1935,0,LSE-001879,expired
LSE-001881,PROP-00677,RES-01266,2025-08-23,2026-08-23,12,1985,992,0,LSE-001880,expired
LSE-001882,PROP-00678,RES-01267,2023-06-17,2025-06-17,24,1625,812,0,,expired
LSE-001883,PROP-00678,RES-01268,2025-08-16,2026-08-16,12,1815,1815,1,,expired
LSE-001884,PROP-00679,RES-01269,2022-07-25,2023-07-25,12,1835,917,1,,expired
LSE-001885,PROP-00679,RES-01270,2023-08-14,2025-08-14,24,1855,927,0,,expired
LSE-001886,PROP-00679,RES-01270,2025-09-13,2027-09-13,24,2020,1010,1,LSE-001885,active
LSE-001887,PROP-00680,RES-01271,2022-06-25,2024-06-25,24,1780,1780,0,,expired
LSE-001888,PROP-00680,RES-01272,2024-08-28,2025-08-28,12,1930,965,0,,expired
LSE-001889,PROP-00680,RES-01273,2025-10-23,2027-10-23,24,1970,1970,1,,active
LSE-001890,PROP-00681,RES-01274,2023-08-05,2025-08-05,24,1650,1650,0,,expired
LSE-001891,PROP-00681,RES-01275,2025-10-05,2027-10-05,24,1710,1710,0,,active
LSE-001892,PROP-00682,RES-01276,2024-02-14,2026-02-14,24,1830,1830,0,,expired
LSE-001893,PROP-00682,RES-01277,2026-04-27,2027-04-27,12,2120,1060,0,,active
LSE-001894,PROP-00683,RES-01278,2021-12-17,2022-12-17,12,1580,1580,0,,expired
LSE-001895,PROP-00683,RES-01278,2023-01-29,2024-01-29,12,1655,827,0,LSE-001894,expired
LSE-001896,PROP-00683,RES-01278,2024-04-12,2026-04-12,24,1705,1705,0,LSE-001895,expired
LSE-001897,PROP-00683,RES-01279,2026-06-22,2028-06-22,24,1835,1835,0,,active
LSE-001898,PROP-00684,RES-01280,2023-06-17,2025-06-17,24,1765,1765,0,,expired
LSE-001899,PROP-00684,RES-01281,2025-08-07,2026-08-07,12,1965,982,0,,expired
LSE-001900,PROP-00684,RES-01281,2026-08-18,2027-08-18,12,2045,2045,0,LSE-001899,active
LSE-001901,PROP-00685,RES-01282,2023-08-05,2025-08-05,24,1880,1880,0,,expired
LSE-001902,PROP-00685,RES-01282,2025-09-30,2026-09-30,12,1970,985,0,LSE-001901,expired
LSE-001903,PROP-00686,RES-01283,2023-12-25,2024-12-25,12,1645,822,0,,expired
LSE-001904,PROP-00686,RES-01283,2025-02-21,2026-02-21,12,1685,1685,0,LSE-001903,expired
LSE-001905,PROP-00686,RES-01284,2026-04-29,2028-04-29,24,1840,920,0,,active
LSE-001906,PROP-00687,RES-01285,2022-12-19,2024-12-19,24,1635,1635,0,,expired
LSE-001907,PROP-00687,RES-01286,2025-02-08,2027-02-08,24,1725,1725,0,,active
LSE-001908,PROP-00688,RES-01287,2023-01-07,2025-01-07,24,1820,910,0,,expired
LSE-001909,PROP-00688,RES-01288,2025-03-22,2027-03-22,24,1945,1945,0,,active
LSE-001910,PROP-00689,RES-01289,2024-02-17,2026-02-17,24,1665,1665,0,,expired
LSE-001911,PROP-00689,RES-01290,2026-04-22,2028-04-22,24,1830,1830,0,,active
LSE-001912,PROP-00690,RES-01291,2023-07-15,2025-07-15,24,1650,1650,0,,expired
LSE-001913,PROP-00690,RES-01292,2025-08-16,2026-08-16,12,1835,917,0,,expired
LSE-001914,PROP-00691,RES-01293,2023-09-23,2025-09-23,24,1660,1660,0,,expired
LSE-001915,PROP-00691,RES-01293,2025-11-12,2026-11-12,12,1770,885,0,LSE-001914,active
LSE-001916,PROP-00692,RES-01294,2023-09-16,2025-09-16,24,1750,1750,0,,expired
LSE-001917,PROP-00692,RES-01294,2025-10-03,2027-10-03,24,1855,927,0,LSE-001916,active
LSE-001918,PROP-00693,RES-01295,2023-07-23,2024-07-23,12,1830,915,0,,expired
LSE-001919,PROP-00693,RES-01296,2024-07-30,2025-07-30,12,1960,1960,0,,expired
LSE-001920,PROP-00693,RES-01297,2025-10-11,2027-10-11,24,2015,1007,0,,active
LSE-001921,PROP-00694,RES-01298,2024-12-24,2025-12-24,12,1855,1855,0,,expired
LSE-001922,PROP-00694,RES-01298,2026-01-31,2027-01-31,12,1950,1950,0,LSE-001921,active
LSE-001923,PROP-00695,RES-01299,2024-07-23,2025-07-23,12,1720,1720,0,,expired
LSE-001924,PROP-00695,RES-01299,2025-08-28,2026-08-28,12,1740,1740,0,LSE-001923,expired
LSE-001925,PROP-00695,RES-01299,2026-09-08,2028-09-08,24,1785,1785,0,LSE-001924,active
LSE-001926,PROP-00696,RES-01300,2022-04-16,2024-04-16,24,2675,2675,1,,expired
LSE-001927,PROP-00696,RES-01301,2024-05-08,2025-05-08,12,2795,1397,0,,expired
LSE-001928,PROP-00696,RES-01302,2025-07-05,2026-07-05,12,2865,2865,1,,expired
LSE-001929,PROP-00696,RES-01303,2026-07-18,2028-07-18,24,2840,1420,0,,active
LSE-001930,PROP-00697,RES-01304,2022-06-07,2023-06-07,12,2635,2635,0,,expired
LSE-001931,PROP-00697,RES-01304,2023-07-12,2025-07-12,24,2740,2740,0,LSE-001930,expired
LSE-001932,PROP-00697,RES-01305,2025-09-12,2026-09-12,12,2770,2770,0,,expired
LSE-001933,PROP-00698,RES-01306,2022-09-04,2024-09-04,24,2485,1242,0,,expired
LSE-001934,PROP-00698,RES-01306,2024-09-30,2026-09-30,24,2515,1257,0,LSE-001933,expired
LSE-001935,PROP-00699,RES-01307,2023-08-06,2024-08-06,12,2370,2370,0,,expired
LSE-001936,PROP-00699,RES-01308,2024-09-28,2025-09-28,12,2545,2545,1,,expired
LSE-001937,PROP-00699,RES-01308,2025-11-02,2027-11-02,24,2610,1305,0,LSE-001936,active
LSE-001938,PROP-00700,RES-01309,2022-08-09,2024-08-09,24,2575,1287,0,,expired
LSE-001939,PROP-00700,RES-01309,2024-08-14,2025-08-14,12,2695,2695,0,LSE-001938,expired
LSE-001940,PROP-00700,RES-01309,2025-10-19,2026-10-19,12,2780,1390,0,LSE-001939,active
LSE-001941,PROP-00701,RES-01310,2022-06-19,2023-12-19,18,2490,1245,0,,expired
LSE-001942,PROP-00701,RES-01311,2023-12-28,2024-12-28,12,2325,2325,0,,expired
LSE-001943,PROP-00701,RES-01312,2025-02-17,2027-02-17,24,2435,1217,0,,active
LSE-001944,PROP-00702,RES-01313,2022-06-01,2023-06-01,12,2365,2365,1,,expired
LSE-001945,PROP-00702,RES-01313,2023-07-08,2025-07-08,24,2450,2450,0,LSE-001944,expired
LSE-001946,PROP-00702,RES-01313,2025-09-10,2027-09-10,24,2510,1255,1,LSE-001945,active
LSE-001947,PROP-00703,RES-01314,2023-05-03,2024-11-03,18,2285,2285,0,,expired
LSE-001948,PROP-00703,RES-01314,2024-12-20,2026-06-20,18,2360,2360,0,LSE-001947,expired
LSE-001949,PROP-00703,RES-01315,2026-07-02,2027-07-02,12,2585,2585,1,,active
LSE-001950,PROP-00704,RES-01316,2022-06-05,2023-06-05,12,2560,2560,0,,expired
LSE-001951,PROP-00704,RES-01316,2023-08-16,2024-08-16,12,2675,1337,0,LSE-001950,expired
LSE-001952,PROP-00704,RES-01316,2024-09-16,2025-09-16,12,2710,2710,0,LSE-001951,expired
LSE-001953,PROP-00704,RES-01317,2025-11-18,2027-05-18,18,2780,1390,0,,active
LSE-001954,PROP-00705,RES-01318,2022-09-15,2023-09-15,12,2330,1165,0,,expired
LSE-001955,PROP-00705,RES-01319,2023-11-23,2024-11-23,12,2270,2270,1,,expired
LSE-001956,PROP-00705,RES-01319,2025-02-01,2026-02-01,12,2415,2415,0,LSE-001955,terminated-early
LSE-001957,PROP-00705,RES-01320,2026-02-09,2028-02-09,24,2545,2545,0,,active
LSE-001958,PROP-00706,RES-01321,2023-04-26,2025-04-26,24,2335,2335,0,,expired
LSE-001959,PROP-00706,RES-01321,2025-05-05,2027-05-05,24,2490,1245,0,LSE-001958,active
LSE-001960,PROP-00707,RES-01322,2022-08-20,2023-08-20,12,2645,1322,0,,expired
LSE-001961,PROP-00707,RES-01322,2023-09-30,2024-09-30,12,2765,2765,0,LSE-001960,expired
LSE-001962,PROP-00707,RES-01322,2024-10-16,2026-10-16,24,2795,1397,1,LSE-001961,active
LSE-001963,PROP-00708,RES-01323,2021-12-04,2023-12-04,24,2600,2600,0,,expired
LSE-001964,PROP-00708,RES-01323,2023-12-12,2025-06-12,18,2710,2710,0,LSE-001963,expired
LSE-001965,PROP-00708,RES-01324,2025-06-18,2027-06-18,24,2820,1410,0,,active
LSE-001966,PROP-00709,RES-01325,2023-10-14,2025-10-14,24,2425,1212,0,,expired
LSE-001967,PROP-00709,RES-01326,2025-11-21,2026-11-21,12,2520,2520,1,,active
LSE-001968,PROP-00710,RES-01327,2022-07-07,2023-07-07,12,2415,2415,0,,expired
LSE-001969,PROP-00710,RES-01327,2023-08-09,2024-08-09,12,2465,2465,1,LSE-001968,expired
LSE-001970,PROP-00710,RES-01327,2024-10-22,2026-10-22,24,2520,1260,0,LSE-001969,active
LSE-001971,PROP-00711,RES-01328,2023-10-18,2024-10-18,12,2325,2325,0,,expired
LSE-001972,PROP-00711,RES-01329,2024-12-27,2025-12-27,12,2285,2285,0,,expired
LSE-001973,PROP-00711,RES-01329,2026-02-11,2028-02-11,24,2445,2445,0,LSE-001972,active
LSE-001974,PROP-00712,RES-01330,2024-01-27,2025-01-27,12,2610,2610,0,,expired
LSE-001975,PROP-00712,RES-01330,2025-03-19,2026-03-19,12,2715,2715,0,LSE-001974,expired
LSE-001976,PROP-00712,RES-01330,2026-04-13,2027-04-13,12,2840,2840,0,LSE-001975,active
LSE-001977,PROP-00713,RES-01331,2024-03-28,2026-03-28,24,2615,2615,0,,expired
LSE-001978,PROP-00713,RES-01331,2026-04-14,2027-04-14,12,2780,2780,0,LSE-001977,active
LSE-001979,PROP-00714,RES-01332,2022-09-18,2023-09-18,12,2380,2380,0,,expired
LSE-001980,PROP-00714,RES-01333,2023-10-19,2024-10-19,12,2470,2470,0,,expired
LSE-001981,PROP-00714,RES-01334,2024-11-13,2026-11-13,24,2395,2395,0,,active
LSE-001982,PROP-00715,RES-01335,2023-05-01,2024-05-01,12,2625,2625,1,,expired
LSE-001983,PROP-00715,RES-01335,2024-05-10,2026-05-10,24,2805,2805,0,LSE-001982,expired
LSE-001984,PROP-00715,RES-01335,2026-06-05,2028-06-05,24,2875,2875,0,LSE-001983,active
LSE-001985,PROP-00716,RES-01336,2022-06-27,2024-06-27,24,2365,1182,0,,expired
LSE-001986,PROP-00716,RES-01337,2024-07-25,2025-07-25,12,2450,1225,0,,expired
LSE-001987,PROP-00716,RES-01338,2025-08-09,2026-08-09,12,2470,2470,0,,expired
LSE-001988,PROP-00716,RES-01338,2026-09-04,2027-09-04,12,2510,1255,0,LSE-001987,active
LSE-001989,PROP-00717,RES-01339,2024-12-31,2026-12-31,24,2700,2700,0,,active
LSE-001990,PROP-00718,RES-01340,2022-06-13,2024-06-13,24,2290,2290,0,,expired
LSE-001991,PROP-00718,RES-01341,2024-08-16,2025-08-16,12,2410,1205,0,,expired
LSE-001992,PROP-00718,RES-01341,2025-09-30,2027-03-30,18,2500,2500,0,LSE-001991,active
LSE-001993,PROP-00719,RES-01342,2024-04-04,2026-04-04,24,2510,2510,0,,expired
LSE-001994,PROP-00719,RES-01343,2026-04-23,2027-04-23,12,2540,2540,1,,active
LSE-001995,PROP-00720,RES-01344,2022-12-23,2024-12-23,24,1935,1935,0,,expired
LSE-001996,PROP-00720,RES-01344,2025-01-16,2026-01-16,12,1965,982,0,LSE-001995,expired
LSE-001997,PROP-00720,RES-01345,2026-02-16,2027-02-16,12,2155,2155,0,,active
LSE-001998,PROP-00721,RES-01346,2022-05-16,2023-11-16,18,2350,1175,0,,expired
LSE-001999,PROP-00721,RES-01347,2024-01-04,2025-01-04,12,2295,2295,0,,expired
LSE-002000,PROP-00721,RES-01347,2025-01-20,2027-01-20,24,2375,1187,0,LSE-001999,active
LSE-002001,PROP-00722,RES-01348,2022-06-15,2023-12-15,18,2130,2130,0,,expired
LSE-002002,PROP-00722,RES-01348,2024-01-10,2025-01-10,12,2220,1110,0,LSE-002001,expired
LSE-002003,PROP-00722,RES-01348,2025-01-15,2026-01-15,12,2305,1152,0,LSE-002002,expired
LSE-002004,PROP-00722,RES-01348,2026-03-18,2028-03-18,24,2415,2415,0,LSE-002003,active
LSE-002005,PROP-00723,RES-01349,2022-06-14,2023-06-14,12,2600,2600,0,,expired
LSE-002006,PROP-00723,RES-01350,2023-08-18,2024-08-18,12,2595,2595,0,,expired
LSE-002007,PROP-00723,RES-01351,2024-09-11,2026-09-11,24,2785,2785,0,,expired
LSE-002008,PROP-00723,RES-01352,2026-09-27,2027-09-27,12,2815,2815,0,,active
LSE-002009,PROP-00724,RES-01353,2023-06-12,2024-06-12,12,2375,2375,0,,expired
LSE-002010,PROP-00724,RES-01353,2024-08-02,2026-08-02,24,2440,2440,0,LSE-002009,expired
LSE-002011,PROP-00724,RES-01354,2026-08-10,2027-08-10,12,2545,2545,0,,active
LSE-002012,PROP-00725,RES-01355,2023-07-14,2024-07-14,12,1985,1985,0,,expired
LSE-002013,PROP-00725,RES-01355,2024-07-22,2026-07-22,24,2025,2025,0,LSE-002012,expired
LSE-002014,PROP-00725,RES-01356,2026-08-26,2027-08-26,12,2250,2250,0,,active
LSE-002015,PROP-00726,RES-01357,2023-08-16,2024-08-16,12,1935,967,0,,expired
LSE-002016,PROP-00726,RES-01357,2024-09-09,2026-09-09,24,2030,2030,0,LSE-002015,expired
LSE-002017,PROP-00726,RES-01357,2026-09-17,2027-09-17,12,2160,2160,0,LSE-002016,active
LSE-002018,PROP-00727,RES-01358,2022-06-15,2024-06-15,24,2145,2145,0,,expired
LSE-002019,PROP-00727,RES-01359,2024-08-04,2026-08-04,24,2285,2285,0,,expired
LSE-002020,PROP-00728,RES-01360,2023-05-16,2025-05-16,24,2570,2570,0,,expired
LSE-002021,PROP-00728,RES-01361,2025-07-01,2026-07-01,12,2885,1442,0,,expired
LSE-002022,PROP-00728,RES-01361,2026-07-24,2028-01-24,18,2980,2980,0,LSE-002021,active
LSE-002023,PROP-00729,RES-01362,2023-08-21,2024-08-21,12,2610,1305,1,,expired
LSE-002024,PROP-00729,RES-01363,2024-10-03,2026-10-03,24,2630,2630,0,,active
LSE-002025,PROP-00730,RES-01364,2024-03-05,2025-03-05,12,2370,2370,0,,expired
LSE-002026,PROP-00730,RES-01364,2025-03-18,2026-09-18,18,2410,2410,1,LSE-002025,expired
LSE-002027,PROP-00731,RES-01365,2023-03-17,2025-03-17,24,2225,2225,0,,expired
LSE-002028,PROP-00731,RES-01366,2025-05-15,2026-05-15,12,2335,2335,0,,expired
LSE-002029,PROP-00731,RES-01367,2026-07-26,2027-07-26,12,2385,1192,0,,active
LSE-002030,PROP-00732,RES-01368,2021-11-17,2022-11-17,12,2405,1202,0,,expired
LSE-002031,PROP-00732,RES-01369,2022-12-30,2024-06-30,18,2335,2335,0,,expired
LSE-002032,PROP-00732,RES-01369,2024-07-11,2026-07-11,24,2440,2440,0,LSE-002031,expired
LSE-002033,PROP-00732,RES-01369,2026-07-27,2028-07-27,24,2530,2530,1,LSE-002032,active
LSE-002034,PROP-00733,RES-01370,2025-01-01,2026-01-01,12,2190,1095,0,,expired
LSE-002035,PROP-00733,RES-01371,2026-02-07,2028-02-07,24,2255,2255,0,,active
LSE-002036,PROP-00734,RES-01372,2024-01-09,2025-01-09,12,2135,2135,0,,expired
LSE-002037,PROP-00734,RES-01373,2025-03-08,2026-09-08,18,2330,1165,0,,expired
LSE-002038,PROP-00734,RES-01374,2026-09-28,2027-09-28,12,2290,2290,0,,active
LSE-002039,PROP-00735,RES-01375,2023-01-09,2024-01-09,12,2100,1050,0,,expired
LSE-002040,PROP-00735,RES-01375,2024-02-23,2025-02-23,12,2140,2140,0,LSE-002039,expired
LSE-002041,PROP-00735,RES-01376,2025-04-04,2026-04-04,12,2320,2320,0,,expired
LSE-002042,PROP-00735,RES-01376,2026-05-01,2027-05-01,12,2375,1187,1,LSE-002041,active
LSE-002043,PROP-00736,RES-01377,2023-11-16,2025-11-16,24,1980,1980,0,,expired
LSE-002044,PROP-00736,RES-01378,2026-01-15,2027-01-15,12,2085,1042,0,,active
LSE-002045,PROP-00737,RES-01379,2023-06-06,2025-06-06,24,2035,2035,0,,expired
LSE-002046,PROP-00737,RES-01380,2025-08-15,2027-08-15,24,2135,2135,0,,active
LSE-002047,PROP-00738,RES-01381,2024-03-11,2025-03-11,12,2230,2230,0,,expired
LSE-002048,PROP-00738,RES-01382,2025-04-22,2026-04-22,12,2305,1152,0,,terminated-early
LSE-002049,PROP-00738,RES-01383,2026-06-18,2028-06-18,24,2405,1202,0,,active
LSE-002050,PROP-00739,RES-01384,2022-08-25,2023-08-25,12,1995,1995,0,,expired
LSE-002051,PROP-00739,RES-01384,2023-09-09,2025-03-09,18,2070,2070,0,LSE-002050,expired
LSE-002052,PROP-00739,RES-01384,2025-03-30,2026-03-30,12,2100,1050,0,LSE-002051,expired
LSE-002053,PROP-00739,RES-01384,2026-06-07,2027-12-07,18,2175,2175,0,LSE-002052,active
LSE-002054,PROP-00740,RES-01385,2024-05-04,2026-05-04,24,2100,2100,0,,expired
LSE-002055,PROP-00740,RES-01385,2026-05-24,2027-05-24,12,2190,1095,0,LSE-002054,active
LSE-002056,PROP-00741,RES-01386,2023-06-20,2025-06-20,24,2040,1020,0,,expired
LSE-002057,PROP-00741,RES-01386,2025-07-21,2027-07-21,24,2140,1070,0,LSE-002056,active
LSE-002058,PROP-00742,RES-01387,2024-07-12,2026-07-12,24,2295,1147,0,,expired
LSE-002059,PROP-00742,RES-01388,2026-09-22,2028-09-22,24,2290,2290,0,,active
LSE-002060,PROP-00743,RES-01389,2023-07-07,2024-07-07,12,2375,2375,0,,expired
LSE-002061,PROP-00743,RES-01390,2024-07-20,2026-01-20,18,2505,2505,0,,expired
LSE-002062,PROP-00743,RES-01391,2026-04-02,2028-04-02,24,2610,1305,0,,active
LSE-002063,PROP-00744,RES-01392,2023-07-19,2025-07-19,24,2625,2625,0,,expired
LSE-002064,PROP-00744,RES-01393,2025-08-31,2026-08-31,12,2850,2850,0,,expired
LSE-002065,PROP-00744,RES-01393,2026-09-27,2028-09-27,24,2925,2925,0,LSE-002064,active
LSE-002066,PROP-00745,RES-01394,2022-03-06,2023-03-06,12,2325,1162,0,,expired
LSE-002067,PROP-00745,RES-01394,2023-05-11,2024-05-11,12,2365,1182,1,LSE-002066,expired
LSE-002068,PROP-00745,RES-01394,2024-06-27,2025-06-27,12,2410,2410,1,LSE-002067,expired
LSE-002069,PROP-00745,RES-01394,2025-08-06,2026-08-06,12,2480,2480,0,LSE-002068,expired
LSE-002070,PROP-00745,RES-01395,2026-09-03,2027-09-03,12,2605,2605,0,,active
LSE-002071,PROP-00746,RES-01396,2022-01-27,2023-01-27,12,2630,2630,0,,expired
LSE-002072,PROP-00746,RES-01397,2023-03-17,2024-03-17,12,2670,2670,0,,expired
LSE-002073,PROP-00746,RES-01398,2024-04-30,2026-04-30,24,2690,1345,0,,expired
LSE-002074,PROP-00746,RES-01399,2026-05-21,2028-05-21,24,2830,1415,0,,active
LSE-002075,PROP-00747,RES-01400,2022-07-03,2023-07-03,12,2030,1015,1,,expired
LSE-002076,PROP-00747,RES-01400,2023-07-19,2025-07-19,24,2050,2050,0,LSE-002075,expired
LSE-002077,PROP-00747,RES-01400,2025-08-26,2026-08-26,12,2125,2125,0,LSE-002076,expired
LSE-002078,PROP-00747,RES-01400,2026-09-24,2027-09-24,12,2145,2145,0,LSE-002077,active
LSE-002079,PROP-00748,RES-01401,2024-03-23,2026-03-23,24,2275,2275,0,,expired
LSE-002080,PROP-00748,RES-01402,2026-05-02,2028-05-02,24,2425,1212,0,,active
LSE-002081,PROP-00749,RES-01403,2023-04-24,2025-04-24,24,2460,2460,0,,expired
LSE-002082,PROP-00749,RES-01404,2025-05-02,2026-05-02,12,2650,1325,0,,terminated-early
LSE-002083,PROP-00749,RES-01405,2026-05-27,2027-05-27,12,2745,2745,0,,active
LSE-002084,PROP-00750,RES-01406,2023-04-08,2024-04-08,12,2345,2345,0,,expired
LSE-002085,PROP-00750,RES-01406,2024-05-21,2025-05-21,12,2505,1252,1,LSE-002084,expired
LSE-002086,PROP-00750,RES-01407,2025-07-09,2026-07-09,12,2570,2570,0,,expired
LSE-002087,PROP-00750,RES-01408,2026-08-31,2027-08-31,12,2595,1297,0,,active
LSE-002088,PROP-00751,RES-01409,2023-10-05,2025-10-05,24,2210,2210,0,,expired
LSE-002089,PROP-00751,RES-01409,2025-11-21,2026-11-21,12,2280,2280,0,LSE-002088,active
LSE-002090,PROP-00752,RES-01410,2024-01-20,2025-01-20,12,2120,2120,1,,expired
LSE-002091,PROP-00752,RES-01410,2025-03-15,2026-03-15,12,2315,2315,0,LSE-002090,expired
LSE-002092,PROP-00752,RES-01411,2026-05-16,2027-05-16,12,2475,2475,0,,active
LSE-002093,PROP-00753,RES-01412,2022-07-17,2023-07-17,12,2445,1222,0,,expired
LSE-002094,PROP-00753,RES-01412,2023-09-20,2025-09-20,24,2520,2520,0,LSE-002093,expired
LSE-002095,PROP-00753,RES-01412,2025-11-22,2027-11-22,24,2550,2550,1,LSE-002094,active
LSE-002096,PROP-00754,RES-01413,2022-02-12,2023-02-12,12,2125,1062,0,,expired
LSE-002097,PROP-00754,RES-01413,2023-03-16,2025-03-16,24,2200,2200,0,LSE-002096,expired
LSE-002098,PROP-00754,RES-01413,2025-05-27,2026-05-27,12,2250,2250,0,LSE-002097,expired
LSE-002099,PROP-00754,RES-01413,2026-06-29,2027-06-29,12,2365,2365,0,LSE-002098,active
LSE-002100,PROP-00755,RES-01414,2024-10-18,2025-10-18,12,2190,2190,0,,expired
LSE-002101,PROP-00755,RES-01414,2025-11-02,2027-11-02,24,2270,2270,0,LSE-002100,active
LSE-002102,PROP-00756,RES-01415,2024-01-09,2025-07-09,18,2120,1060,0,,expired
LSE-002103,PROP-00756,RES-01416,2025-08-02,2026-08-02,12,2280,2280,0,,expired
LSE-002104,PROP-00756,RES-01416,2026-08-15,2027-08-15,12,2345,2345,0,LSE-002103,active
LSE-002105,PROP-00757,RES-01417,2022-12-21,2024-12-21,24,2380,2380,0,,expired
LSE-002106,PROP-00757,RES-01418,2025-02-17,2027-02-17,24,2515,1257,0,,active
LSE-002107,PROP-00758,RES-01419,2022-07-23,2023-07-23,12,2190,2190,1,,expired
LSE-002108,PROP-00758,RES-01420,2023-08-17,2025-08-17,24,2110,2110,0,,expired
LSE-002109,PROP-00758,RES-01421,2025-10-07,2026-10-07,12,2305,2305,0,,active
LSE-002110,PROP-00759,RES-01422,2022-09-28,2024-03-28,18,2150,1075,0,,expired
LSE-002111,PROP-00759,RES-01422,2024-04-09,2026-04-09,24,2210,1105,0,LSE-002110,terminated-early
LSE-002112,PROP-00759,RES-01423,2026-06-05,2027-06-05,12,2380,1190,0,,active
LSE-002113,PROP-00760,RES-01424,2024-10-21,2026-04-21,18,2280,2280,0,,expired
LSE-002114,PROP-00760,RES-01424,2026-06-08,2027-06-08,12,2340,2340,0,LSE-002113,active
LSE-002115,PROP-00761,RES-01425,2022-08-13,2024-08-13,24,2370,1185,0,,expired
LSE-002116,PROP-00761,RES-01426,2024-09-26,2026-09-26,24,2595,2595,0,,expired
LSE-002117,PROP-00762,RES-01427,2022-06-24,2023-06-24,12,2210,2210,0,,expired
LSE-002118,PROP-00762,RES-01428,2023-08-03,2025-08-03,24,2205,2205,0,,expired
LSE-002119,PROP-00762,RES-01428,2025-10-17,2026-10-17,12,2280,2280,0,LSE-002118,active
LSE-002120,PROP-00763,RES-01429,2022-11-26,2024-11-26,24,2405,2405,0,,expired
LSE-002121,PROP-00763,RES-01429,2025-01-23,2026-07-23,18,2430,2430,0,LSE-002120,expired
LSE-002122,PROP-00763,RES-01430,2026-09-01,2027-09-01,12,2730,2730,1,,active
LSE-002123,PROP-00764,RES-01431,2024-03-27,2025-03-27,12,2245,2245,0,,expired
LSE-002124,PROP-00764,RES-01432,2025-05-18,2026-11-18,18,2420,2420,0,,active
LSE-002125,PROP-00765,RES-01433,2023-07-23,2025-07-23,24,2500,1250,0,,expired
LSE-002126,PROP-00765,RES-01434,2025-08-13,2026-08-13,12,2685,1342,1,,expired
LSE-002127,PROP-00765,RES-01435,2026-09-10,2027-09-10,12,2640,2640,0,,active
LSE-002128,PROP-00766,RES-01436,2023-03-27,2024-03-27,12,2135,1067,0,,expired
LSE-002129,PROP-00766,RES-01436,2024-06-09,2025-06-09,12,2205,2205,0,LSE-002128,expired
LSE-002130,PROP-00766,RES-01436,2025-08-13,2026-08-13,12,2330,2330,0,LSE-002129,expired
LSE-002131,PROP-00767,RES-01437,2023-07-21,2024-07-21,12,2490,2490,0,,expired
LSE-002132,PROP-00767,RES-01438,2024-08-21,2025-08-21,12,2580,1290,0,,expired
LSE-002133,PROP-00767,RES-01438,2025-10-26,2026-10-26,12,2695,1347,0,LSE-002132,active
LSE-002134,PROP-00768,RES-01439,2023-07-04,2025-07-04,24,2120,2120,0,,expired
LSE-002135,PROP-00768,RES-01440,2025-08-22,2026-08-22,12,2325,1162,1,,expired
LSE-002136,PROP-00768,RES-01441,2026-09-28,2027-09-28,12,2300,1150,0,,active
LSE-002137,PROP-00769,RES-01442,2023-06-10,2025-06-10,24,2470,2470,0,,expired
LSE-002138,PROP-00769,RES-01442,2025-07-02,2027-07-02,24,2695,1347,0,LSE-002137,active
