workOrderId,propertyId,category,responsibility,chargedToResident,contributingNeglect,priority,isEmergency,openedDate,closedDate,cost,vendorId,residentReported
WO-008043,PROP-00900,Plumbing - water heater,landlord,False,False,urgent,False,2026-03-19,2026-03-28,776,VEN-0026,True
WO-008044,PROP-00900,Lawn maintenance,resident,True,False,urgent,False,2024-11-07,2024-11-12,178,VEN-0025,False
WO-008045,PROP-00900,HVAC - not cooling,landlord,False,True,routine,False,2026-08-11,2026-08-13,3185,VEN-0024,True
WO-008046,PROP-00900,Appliance,landlord,False,False,urgent,False,2025-11-24,2025-12-01,785,VEN-0022,True
WO-008047,PROP-00901,Plumbing - minor clog,resident,True,False,routine,False,2025-07-10,2025-07-15,288,VEN-0026,False
WO-008048,PROP-00901,Plumbing - leak,landlord,False,False,emergency,True,2026-04-27,2026-04-28,774,VEN-0026,True
WO-008049,PROP-00901,Air filter,resident,True,False,urgent,False,2023-12-14,2023-12-18,34,VEN-0023,True
WO-008050,PROP-00901,Plumbing - water heater,landlord,False,False,urgent,False,2026-02-13,2026-02-23,1389,VEN-0026,True
WO-008051,PROP-00901,HVAC - not heating,landlord,False,False,urgent,False,2025-01-14,2025-01-15,1442,VEN-0024,True
WO-008052,PROP-00901,HVAC - not heating,landlord,False,False,urgent,False,2025-06-27,2025-06-27,543,VEN-0024,True
WO-008053,PROP-00902,HVAC - not cooling,landlord,False,True,routine,False,2025-06-24,2025-06-25,3165,VEN-0024,True
WO-008054,PROP-00902,Plumbing - major clog,landlord,False,False,routine,False,2026-07-25,2026-07-29,506,VEN-0026,True
WO-008055,PROP-00902,Plumbing - hardware,landlord,False,False,urgent,False,2024-08-06,2024-08-12,141,VEN-0026,False
WO-008056,PROP-00902,Pool maintenance,resident,True,False,routine,False,2024-03-25,2024-03-25,227,VEN-0023,True
WO-008057,PROP-00902,Pest control,resident,True,False,routine,False,2024-12-20,2024-12-20,217,VEN-0023,True
WO-008058,PROP-00902,Plumbing - major clog,landlord,False,False,urgent,False,2026-04-19,2026-04-27,585,VEN-0026,False
WO-008059,PROP-00902,Plumbing - water heater,landlord,False,False,urgent,False,2026-03-02,2026-03-13,1088,VEN-0026,True
WO-008060,PROP-00903,Pest control,resident,True,False,routine,False,2025-02-13,2025-02-13,403,VEN-0023,False
WO-008061,PROP-00903,Lawn maintenance,resident,True,False,urgent,False,2024-04-27,2024-05-06,140,VEN-0025,True
WO-008062,PROP-00903,Fence,landlord,False,False,routine,False,2025-07-30,2025-07-30,1385,VEN-0023,True
WO-008063,PROP-00903,Air filter,resident,True,False,routine,False,2026-09-24,2026-09-26,30,VEN-0023,True
WO-008064,PROP-00903,Roof,landlord,False,False,routine,False,2025-04-18,2025-04-23,4328,VEN-0027,True
WO-008065,PROP-00903,Appliance,landlord,False,False,urgent,False,2025-09-24,2025-09-29,669,VEN-0022,False
WO-008066,PROP-00903,Appliance,landlord,False,False,urgent,False,2025-08-03,2025-08-08,518,VEN-0022,True
WO-008067,PROP-00903,Plumbing - hardware,landlord,False,False,routine,False,2025-07-18,2025-07-27,300,VEN-0026,False
WO-008068,PROP-00903,Air filter,resident,True,False,urgent,False,2025-05-07,2025-05-08,28,VEN-0023,True
WO-008069,PROP-00903,Lawn maintenance,resident,True,False,routine,False,2023-10-19,2023-10-25,248,VEN-0025,False
WO-008070,PROP-00903,Plumbing - minor clog,resident,True,False,urgent,False,2024-06-02,2024-06-07,215,VEN-0026,True
WO-008071,PROP-00903,Electrical,landlord,False,False,urgent,False,2026-09-19,2026-09-20,810,VEN-0023,True
WO-008072,PROP-00904,Fence,landlord,False,False,routine,False,2025-12-05,2025-12-10,2386,VEN-0023,True
WO-008073,PROP-00904,Appliance,landlord,False,False,routine,False,2025-05-15,2025-05-22,590,VEN-0022,False
WO-008074,PROP-00904,HVAC - not cooling,landlord,False,False,routine,False,2025-04-17,2025-04-20,1898,VEN-0024,True
WO-008075,PROP-00904,Sprinkler,resident,True,False,routine,False,2023-10-29,2023-10-30,210,VEN-0025,True
WO-008076,PROP-00904,Plumbing - leak,landlord,False,False,urgent,False,2025-01-07,2025-01-16,1325,VEN-0026,True
WO-008077,PROP-00904,Lawn maintenance,resident,True,False,routine,False,2025-07-01,2025-07-04,177,VEN-0025,False
WO-008078,PROP-00904,Sprinkler,resident,True,False,routine,False,2025-07-21,2025-07-27,146,VEN-0025,False
WO-008079,PROP-00904,HVAC - not cooling,landlord,False,True,urgent,False,2024-07-11,2024-07-13,3517,VEN-0024,False
WO-008080,PROP-00904,HVAC - not cooling,landlord,False,False,routine,False,2025-10-17,2025-10-21,1785,VEN-0024,True
WO-008081,PROP-00904,Plumbing - leak,landlord,False,False,routine,False,2025-07-08,2025-07-14,845,VEN-0026,True
WO-008082,PROP-00904,Plumbing - major clog,landlord,False,False,urgent,False,2024-12-29,2025-01-06,518,VEN-0026,True
WO-008083,PROP-00905,Appliance - garbage disposal,landlord,False,False,routine,False,2025-01-17,2025-01-24,380,VEN-0022,True
WO-008084,PROP-00905,Plumbing - hardware,landlord,False,False,routine,False,2026-07-02,2026-07-11,263,VEN-0026,True
WO-008085,PROP-00905,HVAC - not cooling,landlord,False,False,urgent,False,2026-08-25,2026-08-25,1415,VEN-0024,False
WO-008086,PROP-00905,Pest control,resident,True,False,routine,False,2025-09-09,2025-09-11,239,VEN-0023,False
WO-008087,PROP-00905,Air filter,resident,True,False,routine,False,2024-10-05,2024-10-07,24,VEN-0023,True
WO-008088,PROP-00905,Electrical,landlord,False,False,routine,False,2026-06-27,2026-06-29,1328,VEN-0023,True
WO-008089,PROP-00905,Plumbing - minor clog,resident,True,False,routine,False,2025-07-25,2025-08-04,329,VEN-0026,True
WO-008090,PROP-00906,Lawn maintenance,resident,True,False,routine,False,2023-12-24,2024-01-01,345,VEN-0025,True
WO-008091,PROP-00906,Air filter,resident,True,False,routine,False,2025-11-28,2025-11-28,37,VEN-0023,True
WO-008092,PROP-00906,Fence,landlord,False,False,routine,False,2024-01-10,2024-01-15,670,VEN-0023,True
WO-008093,PROP-00906,Appliance,landlord,False,False,routine,False,2025-10-22,2025-10-27,1218,VEN-0022,False
WO-008094,PROP-00906,Plumbing - minor clog,resident,True,False,routine,False,2026-01-15,2026-01-24,196,VEN-0026,True
WO-008095,PROP-00906,Roof,landlord,False,False,routine,False,2024-11-11,2024-11-16,1479,VEN-0027,True
WO-008096,PROP-00906,Garage door,landlord,False,False,routine,False,2025-08-11,2025-08-11,1304,VEN-0023,True
WO-008097,PROP-00906,Lawn maintenance,resident,True,False,routine,False,2026-07-24,2026-07-27,158,VEN-0025,True
WO-008098,PROP-00906,Pool maintenance,resident,True,False,routine,False,2024-05-03,2024-05-04,488,VEN-0023,False
WO-008099,PROP-00907,Appliance - garbage disposal,landlord,False,False,routine,False,2024-05-15,2024-05-19,553,VEN-0022,True
WO-008100,PROP-00907,Plumbing - water heater,landlord,False,False,urgent,False,2026-06-12,2026-06-19,791,VEN-0026,True
WO-008101,PROP-00907,HVAC - not heating,landlord,False,False,urgent,False,2026-01-20,2026-01-23,1408,VEN-0024,True
WO-008102,PROP-00907,Sprinkler,resident,True,False,urgent,False,2023-11-21,2023-11-25,404,VEN-0025,False
WO-008103,PROP-00907,Fence,landlord,False,False,routine,False,2025-04-09,2025-04-09,1087,VEN-0023,True
WO-008104,PROP-00907,Turn,landlord,False,False,routine,False,2024-06-21,2024-06-22,2880,VEN-0028,True
WO-008105,PROP-00907,HVAC - not heating,landlord,False,False,routine,False,2025-11-27,2025-12-01,2314,VEN-0024,True
WO-008106,PROP-00907,Plumbing - water heater,landlord,False,False,urgent,False,2025-12-13,2025-12-23,783,VEN-0026,False
WO-008107,PROP-00907,Plumbing - leak,landlord,False,False,emergency,True,2025-01-14,2025-01-14,1559,VEN-0026,False
WO-008108,PROP-00907,Air filter,resident,True,False,routine,False,2025-04-24,2025-04-29,27,VEN-0023,False
WO-008109,PROP-00907,Plumbing - major clog,landlord,False,False,urgent,False,2023-11-18,2023-11-27,723,VEN-0026,True
WO-008110,PROP-00908,Sprinkler,resident,True,False,urgent,False,2026-08-21,2026-08-31,335,VEN-0025,False
WO-008111,PROP-00908,Sprinkler,resident,True,False,routine,False,2025-07-06,2025-07-12,571,VEN-0025,False
WO-008112,PROP-00908,Air filter,resident,True,False,urgent,False,2024-11-08,2024-11-09,34,VEN-0023,False
WO-008113,PROP-00908,Fence,landlord,False,False,routine,False,2023-10-08,2023-10-09,1798,VEN-0023,True
WO-008114,PROP-00908,Lawn maintenance,resident,True,False,routine,False,2024-09-10,2024-09-17,146,VEN-0025,True
WO-008115,PROP-00908,Plumbing - hardware,landlord,False,False,emergency,True,2025-05-27,2025-05-27,310,VEN-0026,True
WO-008116,PROP-00909,Plumbing - leak,landlord,False,False,emergency,True,2024-09-05,2024-09-06,1182,VEN-0026,True
WO-008117,PROP-00909,Pest control,resident,True,False,urgent,False,2024-07-06,2024-07-06,371,VEN-0023,True
WO-008118,PROP-00909,Pool maintenance,resident,True,False,routine,False,2024-08-02,2024-08-02,235,VEN-0023,True
WO-008119,PROP-00909,Turn,landlord,False,False,routine,False,2025-08-21,2025-08-23,3248,VEN-0028,True
WO-008120,PROP-00909,Lawn maintenance,resident,True,False,routine,False,2023-10-25,2023-11-01,272,VEN-0025,True
WO-008121,PROP-00909,Plumbing - leak,landlord,False,False,routine,False,2024-08-11,2024-08-15,1212,VEN-0026,True
WO-008122,PROP-00909,Air filter,resident,True,False,routine,False,2025-12-25,2025-12-25,49,VEN-0023,True
WO-008123,PROP-00909,Air filter,resident,True,False,routine,False,2025-02-13,2025-02-16,37,VEN-0023,True
WO-008124,PROP-00909,Plumbing - water heater,landlord,False,False,routine,False,2026-04-17,2026-04-25,1131,VEN-0026,False
WO-008125,PROP-00909,Plumbing - hardware,landlord,False,False,routine,False,2024-12-31,2025-01-09,538,VEN-0026,True
WO-008126,PROP-00909,Lawn maintenance,resident,True,False,routine,False,2026-05-18,2026-05-22,221,VEN-0025,False
WO-008127,PROP-00910,Roof,landlord,False,False,routine,False,2026-03-02,2026-03-07,1435,VEN-0027,True
WO-008128,PROP-00910,Lawn maintenance,resident,True,False,urgent,False,2023-10-27,2023-11-01,317,VEN-0025,True
WO-008129,PROP-00910,Plumbing - hardware,landlord,False,False,routine,False,2024-07-22,2024-07-30,532,VEN-0026,True
WO-008130,PROP-00910,Plumbing - leak,landlord,False,False,routine,False,2026-04-16,2026-04-25,1803,VEN-0026,True
WO-008131,PROP-00910,Garage door,landlord,False,False,routine,False,2025-10-30,2025-11-03,1240,VEN-0023,False
WO-008132,PROP-00910,HVAC - not heating,landlord,False,False,urgent,False,2023-11-28,2023-11-28,1782,VEN-0024,True
WO-008133,PROP-00910,Plumbing - hardware,landlord,False,False,urgent,False,2023-11-09,2023-11-16,683,VEN-0026,True
WO-008134,PROP-00910,HVAC - not cooling,landlord,False,False,urgent,False,2025-11-03,2025-11-07,3108,VEN-0024,False
WO-008135,PROP-00910,Plumbing - water heater,landlord,False,False,routine,False,2024-02-19,2024-02-25,712,VEN-0026,True
WO-008136,PROP-00911,Appliance - garbage disposal,landlord,False,False,urgent,False,2024-05-11,2024-05-15,320,VEN-0022,True
WO-008137,PROP-00911,Appliance - garbage disposal,landlord,False,False,urgent,False,2023-12-12,2023-12-19,578,VEN-0022,True
WO-008138,PROP-00911,Pest control,resident,True,False,routine,False,2025-08-24,2025-08-24,152,VEN-0023,False
WO-008139,PROP-00911,Turn,landlord,False,False,routine,False,2024-07-23,2024-07-24,2019,VEN-0028,True
WO-008140,PROP-00911,Lawn maintenance,resident,True,False,routine,False,2026-09-01,2026-09-04,131,VEN-0025,False
WO-008141,PROP-00911,Pest control,resident,True,False,routine,False,2025-01-24,2025-01-29,290,VEN-0023,True
WO-008142,PROP-00911,Plumbing - minor clog,resident,True,False,routine,False,2024-12-06,2024-12-17,171,VEN-0026,True
WO-008143,PROP-00911,Pool maintenance,resident,True,False,routine,False,2023-10-11,2023-10-11,414,VEN-0023,False
WO-008144,PROP-00911,HVAC - not cooling,landlord,False,True,routine,False,2025-06-14,2025-06-14,965,VEN-0024,True
WO-008145,PROP-00911,Plumbing - leak,landlord,False,False,routine,False,2025-04-22,2025-04-30,529,VEN-0026,False
WO-008146,PROP-00911,Roof,landlord,False,False,routine,False,2024-08-27,2024-09-02,6738,VEN-0027,False
WO-008147,PROP-00912,Plumbing - minor clog,resident,True,False,urgent,False,2024-09-18,2024-09-28,289,VEN-0026,True
WO-008148,PROP-00912,HVAC - not heating,landlord,False,False,routine,False,2024-12-15,2024-12-17,667,VEN-0024,True
WO-008149,PROP-00912,Roof,landlord,False,False,urgent,False,2026-04-21,2026-04-24,5050,VEN-0027,True
WO-008150,PROP-00912,Roof,landlord,False,False,routine,False,2025-07-02,2025-07-06,1751,VEN-0027,True
WO-008151,PROP-00912,Plumbing - hardware,landlord,False,False,emergency,True,2024-04-04,2024-04-05,691,VEN-0026,True
WO-008152,PROP-00912,Pool maintenance,resident,True,False,routine,False,2025-01-22,2025-01-22,225,VEN-0023,True
WO-008153,PROP-00912,Sprinkler,resident,True,False,urgent,False,2025-07-07,2025-07-12,438,VEN-0025,False
WO-008154,PROP-00912,Sprinkler,resident,True,False,routine,False,2026-05-23,2026-05-27,348,VEN-0025,False
WO-008155,PROP-00912,Fence,landlord,False,False,urgent,False,2025-07-31,2025-07-31,859,VEN-0023,True
WO-008156,PROP-00912,HVAC - not heating,landlord,False,False,routine,False,2026-07-20,2026-07-27,930,VEN-0024,True
WO-008157,PROP-00912,HVAC - not cooling,landlord,False,False,routine,False,2026-03-29,2026-04-03,1643,VEN-0024,False
WO-008158,PROP-00912,Turn,landlord,False,False,routine,False,2025-05-20,2025-05-23,4774,VEN-0028,True
WO-008159,PROP-00913,HVAC - not heating,landlord,False,False,urgent,False,2026-02-22,2026-02-27,1930,VEN-0024,True
WO-008160,PROP-00913,HVAC - not cooling,landlord,False,False,emergency,True,2025-09-24,2025-09-25,1646,VEN-0024,False
WO-008161,PROP-00913,Appliance,landlord,False,False,urgent,False,2025-11-04,2025-11-08,179,VEN-0022,False
WO-008162,PROP-00913,Lawn maintenance,resident,True,False,urgent,False,2025-02-19,2025-02-27,261,VEN-0025,False
WO-008163,PROP-00913,Sprinkler,resident,True,False,routine,False,2025-10-07,2025-10-08,160,VEN-0025,True
WO-008164,PROP-00913,Plumbing - minor clog,resident,True,False,urgent,False,2024-04-26,2024-05-06,237,VEN-0026,False
WO-008165,PROP-00913,Plumbing - hardware,landlord,False,False,urgent,False,2025-02-13,2025-02-24,322,VEN-0026,True
WO-008166,PROP-00913,Appliance - garbage disposal,landlord,False,False,urgent,False,2024-06-07,2024-06-13,195,VEN-0022,True
WO-008167,PROP-00913,Turn,landlord,False,False,routine,False,2026-08-17,2026-08-20,3245,VEN-0028,True
WO-008168,PROP-00914,Appliance,landlord,False,False,routine,False,2024-04-11,2024-04-16,1162,VEN-0022,True
WO-008169,PROP-00914,Sprinkler,resident,True,False,routine,False,2025-09-23,2025-09-26,233,VEN-0025,True
WO-008170,PROP-00914,Pest control,resident,True,False,urgent,False,2026-01-30,2026-01-30,170,VEN-0023,True
WO-008171,PROP-00914,Plumbing - minor clog,resident,True,False,urgent,False,2023-11-13,2023-11-25,154,VEN-0026,True
WO-008172,PROP-00914,HVAC - not heating,landlord,False,True,routine,False,2024-10-04,2024-10-08,2471,VEN-0024,True
WO-008173,PROP-00914,HVAC - not cooling,landlord,False,False,urgent,False,2026-05-02,2026-05-03,2180,VEN-0024,True
WO-008174,PROP-00914,Plumbing - leak,landlord,False,False,routine,False,2024-11-08,2024-11-19,1117,VEN-0026,True
WO-008175,PROP-00914,Lawn maintenance,resident,True,False,routine,False,2025-01-19,2025-01-24,255,VEN-0025,True
WO-008176,PROP-00914,Garage door,landlord,False,False,routine,False,2025-12-06,2025-12-06,433,VEN-0023,True
WO-008177,PROP-00915,Plumbing - minor clog,resident,True,False,routine,False,2026-03-08,2026-03-18,284,VEN-0026,True
WO-008178,PROP-00915,Plumbing - minor clog,resident,True,False,routine,False,2025-04-12,2025-04-18,240,VEN-0026,True
WO-008179,PROP-00915,Plumbing - leak,landlord,False,False,emergency,True,2025-11-28,2025-11-28,1006,VEN-0026,False
WO-008180,PROP-00915,Plumbing - leak,landlord,False,False,urgent,False,2024-10-16,2024-10-30,1867,VEN-0026,True
WO-008181,PROP-00915,Air filter,resident,True,False,routine,False,2024-08-04,2024-08-04,17,VEN-0023,True
WO-008182,PROP-00916,Plumbing - leak,landlord,False,False,routine,False,2025-09-17,2025-09-25,1826,VEN-0026,True
WO-008183,PROP-00916,Turn,landlord,False,False,urgent,False,2025-04-08,2025-04-08,2536,VEN-0028,True
WO-008184,PROP-00916,Plumbing - minor clog,resident,True,False,urgent,False,2025-04-25,2025-05-03,188,VEN-0026,True
WO-008185,PROP-00916,Plumbing - minor clog,resident,True,False,routine,False,2026-06-30,2026-07-11,168,VEN-0026,True
WO-008186,PROP-00916,Sprinkler,resident,True,False,urgent,False,2025-10-12,2025-10-15,305,VEN-0025,True
WO-008187,PROP-00916,Lawn maintenance,resident,True,False,urgent,False,2025-01-25,2025-01-30,174,VEN-0025,True
WO-008188,PROP-00916,Plumbing - leak,landlord,False,False,routine,False,2024-06-30,2024-07-09,1017,VEN-0026,True
WO-008189,PROP-00916,Appliance - garbage disposal,landlord,False,False,urgent,False,2025-01-19,2025-01-25,541,VEN-0022,True
WO-008190,PROP-00917,Plumbing - major clog,landlord,False,False,routine,False,2025-06-28,2025-07-03,693,VEN-0026,False
WO-008191,PROP-00917,Fence,landlord,False,False,urgent,False,2024-04-09,2024-04-12,1117,VEN-0023,True
WO-008192,PROP-00917,Lawn maintenance,resident,True,False,urgent,False,2026-06-06,2026-06-09,103,VEN-0025,False
WO-008193,PROP-00917,Pool maintenance,resident,True,False,routine,False,2026-05-05,2026-05-09,527,VEN-0023,False
WO-008194,PROP-00917,Sprinkler,resident,True,False,urgent,False,2023-10-02,2023-10-08,285,VEN-0025,True
WO-008195,PROP-00917,Electrical,landlord,False,False,urgent,False,2025-01-18,2025-01-18,368,VEN-0023,True
WO-008196,PROP-00917,Plumbing - major clog,landlord,False,False,routine,False,2024-10-25,2024-11-04,547,VEN-0026,True
WO-008197,PROP-00917,Plumbing - hardware,landlord,False,False,urgent,False,2024-05-22,2024-05-30,746,VEN-0026,True
WO-008198,PROP-00917,Plumbing - leak,landlord,False,False,routine,False,2024-03-12,2024-03-21,784,VEN-0026,True
WO-008199,PROP-00918,Appliance,landlord,False,False,urgent,False,2025-04-27,2025-05-01,571,VEN-0022,True
WO-008200,PROP-00918,HVAC - not cooling,landlord,False,False,routine,False,2025-06-11,2025-06-15,2826,VEN-0024,True
WO-008201,PROP-00918,Fence,landlord,False,False,urgent,False,2025-02-21,2025-02-21,1660,VEN-0023,True
WO-008202,PROP-00918,HVAC - not cooling,landlord,False,False,emergency,True,2025-01-06,2025-01-07,1510,VEN-0024,True
WO-008203,PROP-00918,Plumbing - water heater,landlord,False,False,urgent,False,2024-11-27,2024-12-05,1288,VEN-0026,True
WO-008204,PROP-00918,Plumbing - leak,landlord,False,False,routine,False,2026-09-18,2026-09-23,1332,VEN-0026,True
WO-008205,PROP-00918,Lawn maintenance,resident,True,False,routine,False,2023-10-29,2023-11-03,333,VEN-0025,False
WO-008206,PROP-00918,Fence,landlord,False,False,urgent,False,2023-10-18,2023-10-20,1341,VEN-0023,False
WO-008207,PROP-00918,Pest control,resident,True,False,routine,False,2024-06-25,2024-06-25,335,VEN-0023,True
WO-008208,PROP-00918,Appliance - garbage disposal,landlord,False,False,urgent,False,2024-10-09,2024-10-12,265,VEN-0022,True
WO-008209,PROP-00918,Pool maintenance,resident,True,False,routine,False,2024-11-08,2024-11-12,446,VEN-0023,True
WO-008210,PROP-00919,Plumbing - major clog,landlord,False,False,routine,False,2024-12-28,2025-01-06,308,VEN-0026,False
WO-008211,PROP-00919,Plumbing - major clog,landlord,False,False,routine,False,2025-11-15,2025-11-23,447,VEN-0026,True
WO-008212,PROP-00919,Appliance,landlord,False,False,routine,False,2025-10-08,2025-10-13,1330,VEN-0022,False
WO-008213,PROP-00919,Fence,landlord,False,False,routine,False,2024-09-30,2024-10-06,1062,VEN-0023,True
WO-008214,PROP-00919,HVAC - not heating,landlord,False,True,routine,False,2025-04-04,2025-04-07,2640,VEN-0024,False
WO-008215,PROP-00919,Plumbing - hardware,landlord,False,False,emergency,True,2023-11-10,2023-11-10,253,VEN-0026,False
WO-008216,PROP-00919,Plumbing - major clog,landlord,False,False,routine,False,2025-09-18,2025-09-26,492,VEN-0026,True
WO-008217,PROP-00920,Appliance,landlord,False,False,routine,False,2026-06-22,2026-06-29,568,VEN-0022,False
WO-008218,PROP-00920,Fence,landlord,False,False,urgent,False,2025-06-07,2025-06-10,602,VEN-0023,True
WO-008219,PROP-00920,Lawn maintenance,resident,True,False,urgent,False,2025-11-20,2025-11-28,232,VEN-0025,True
WO-008220,PROP-00920,Appliance,landlord,False,False,urgent,False,2026-03-03,2026-03-10,925,VEN-0022,True
WO-008221,PROP-00920,HVAC - not heating,landlord,False,False,routine,False,2025-12-15,2025-12-15,1576,VEN-0024,True
WO-008222,PROP-00920,Pool maintenance,resident,True,False,routine,False,2024-07-28,2024-07-29,724,VEN-0023,True
WO-008223,PROP-00920,Lawn maintenance,resident,True,False,routine,False,2026-02-25,2026-02-28,142,VEN-0025,True
WO-008224,PROP-00920,Lawn maintenance,resident,True,False,emergency,True,2025-02-05,2025-02-06,123,VEN-0025,False
WO-008225,PROP-00920,Roof,landlord,False,False,emergency,True,2025-11-28,2025-11-28,1613,VEN-0027,True
WO-008226,PROP-00920,Electrical,landlord,False,False,routine,False,2023-11-07,2023-11-09,883,VEN-0023,True
WO-008227,PROP-00920,Plumbing - major clog,landlord,False,False,emergency,True,2025-10-12,2025-10-12,358,VEN-0026,False
WO-008228,PROP-00920,Plumbing - leak,landlord,False,False,routine,False,2025-01-05,2025-01-16,762,VEN-0026,True
WO-008229,PROP-00921,HVAC - not cooling,landlord,False,False,routine,False,2024-10-10,2024-10-13,1772,VEN-0024,True
WO-008230,PROP-00921,Plumbing - leak,landlord,False,False,emergency,True,2025-12-17,2025-12-17,424,VEN-0026,True
WO-008231,PROP-00921,Fence,landlord,False,False,routine,False,2024-12-10,2024-12-12,1029,VEN-0023,True
WO-008232,PROP-00921,Fence,landlord,False,False,routine,False,2024-04-12,2024-04-14,1437,VEN-0023,True
WO-008233,PROP-00921,Plumbing - water heater,landlord,False,False,urgent,False,2025-09-01,2025-09-05,1536,VEN-0026,False
WO-008234,PROP-00921,HVAC - not heating,landlord,False,False,urgent,False,2024-11-25,2024-11-25,1182,VEN-0024,False
WO-008235,PROP-00922,Plumbing - water heater,landlord,False,False,urgent,False,2025-01-21,2025-01-29,855,VEN-0026,False
WO-008236,PROP-00922,HVAC - not heating,landlord,False,False,urgent,False,2024-01-17,2024-01-22,610,VEN-0024,True
WO-008237,PROP-00922,Electrical,landlord,False,False,routine,False,2026-09-20,2026-09-23,1423,VEN-0023,False
WO-008238,PROP-00922,HVAC - not heating,landlord,False,False,emergency,True,2026-04-13,2026-04-13,1441,VEN-0024,True
WO-008239,PROP-00922,Electrical,landlord,False,False,urgent,False,2025-07-22,2025-07-22,964,VEN-0023,True
WO-008240,PROP-00922,HVAC - not heating,landlord,False,False,urgent,False,2023-10-19,2023-10-20,2294,VEN-0024,False
WO-008241,PROP-00922,Plumbing - leak,landlord,False,False,urgent,False,2024-12-08,2024-12-20,688,VEN-0026,True
WO-008242,PROP-00923,Plumbing - leak,landlord,False,False,emergency,True,2026-05-09,2026-05-09,1101,VEN-0026,True
WO-008243,PROP-00923,Air filter,resident,True,False,routine,False,2026-01-28,2026-01-28,20,VEN-0023,False
WO-008244,PROP-00923,Plumbing - leak,landlord,False,False,routine,False,2024-07-26,2024-08-02,1844,VEN-0026,True
WO-008245,PROP-00923,Plumbing - major clog,landlord,False,False,routine,False,2024-02-08,2024-02-17,358,VEN-0026,True
WO-008246,PROP-00923,Turn,landlord,False,False,routine,False,2024-04-21,2024-04-22,2376,VEN-0028,False
WO-008247,PROP-00923,Pest control,resident,True,False,urgent,False,2024-10-11,2024-10-14,253,VEN-0023,True
WO-008248,PROP-00923,Appliance,landlord,False,False,routine,False,2025-03-29,2025-04-04,263,VEN-0022,True
WO-008249,PROP-00923,Pest control,resident,True,False,routine,False,2024-12-05,2024-12-05,181,VEN-0023,True
WO-008250,PROP-00923,Plumbing - major clog,landlord,False,False,routine,False,2024-04-15,2024-04-25,483,VEN-0026,True
WO-008251,PROP-00923,HVAC - not heating,landlord,False,False,routine,False,2025-12-09,2025-12-12,1464,VEN-0024,True
WO-008252,PROP-00923,Plumbing - leak,landlord,False,False,routine,False,2025-02-25,2025-03-02,1437,VEN-0026,True
WO-008253,PROP-00924,Turn,landlord,False,False,urgent,False,2024-08-07,2024-08-07,1992,VEN-0028,True
WO-008254,PROP-00924,Turn,landlord,False,False,routine,False,2024-05-03,2024-05-05,3281,VEN-0028,True
WO-008255,PROP-00924,Electrical,landlord,False,False,routine,False,2026-01-12,2026-01-12,975,VEN-0023,True
WO-008256,PROP-00924,Appliance,landlord,False,False,urgent,False,2025-07-10,2025-07-17,203,VEN-0022,True
WO-008257,PROP-00924,HVAC - not heating,landlord,False,False,routine,False,2026-04-05,2026-04-10,1866,VEN-0024,False
WO-008258,PROP-00924,HVAC - not cooling,landlord,False,False,urgent,False,2025-09-28,2025-09-28,2279,VEN-0024,True
WO-008259,PROP-00924,HVAC - not heating,landlord,False,False,urgent,False,2025-12-25,2025-12-27,886,VEN-0024,True
WO-008260,PROP-00924,HVAC - not heating,landlord,False,False,routine,False,2026-04-15,2026-04-18,1848,VEN-0024,True
WO-008261,PROP-00925,HVAC - not heating,landlord,False,False,urgent,False,2025-11-16,2025-11-16,1745,VEN-0024,True
WO-008262,PROP-00925,Air filter,resident,True,False,routine,False,2026-02-01,2026-02-04,31,VEN-0023,False
WO-008263,PROP-00925,Appliance,landlord,False,False,routine,False,2024-08-28,2024-09-02,707,VEN-0022,False
WO-008264,PROP-00925,Roof,landlord,False,False,routine,False,2026-05-03,2026-05-12,4751,VEN-0027,True
WO-008265,PROP-00925,Plumbing - major clog,landlord,False,False,urgent,False,2024-12-18,2024-12-25,455,VEN-0026,True
WO-008266,PROP-00925,Plumbing - leak,landlord,False,False,emergency,True,2024-10-06,2024-10-07,1897,VEN-0026,True
WO-008267,PROP-00925,Plumbing - minor clog,resident,True,False,routine,False,2025-12-18,2025-12-27,155,VEN-0026,True
WO-008268,PROP-00925,Appliance,landlord,False,False,routine,False,2024-06-29,2024-07-08,556,VEN-0022,False
WO-008269,PROP-00925,Turn,landlord,False,False,routine,False,2024-07-07,2024-07-07,5650,VEN-0028,True
WO-008270,PROP-00925,Pest control,resident,True,False,urgent,False,2025-07-19,2025-07-21,184,VEN-0023,False
WO-008271,PROP-00925,Plumbing - leak,landlord,False,False,routine,False,2026-01-08,2026-01-20,1425,VEN-0026,True
WO-008272,PROP-00926,Pool maintenance,resident,True,False,routine,False,2025-08-06,2025-08-08,285,VEN-0023,True
WO-008273,PROP-00926,Appliance,landlord,False,False,urgent,False,2024-11-23,2024-11-27,1357,VEN-0022,True
WO-008274,PROP-00926,Pool maintenance,resident,True,False,routine,False,2024-02-10,2024-02-14,625,VEN-0023,True
WO-008275,PROP-00926,Plumbing - water heater,landlord,False,False,urgent,False,2024-04-09,2024-04-14,1593,VEN-0026,True
WO-008276,PROP-00926,Pest control,resident,True,False,urgent,False,2023-10-17,2023-10-19,165,VEN-0023,True
WO-008277,PROP-00926,Fence,landlord,False,False,routine,False,2024-10-14,2024-10-15,1814,VEN-0023,True
