expenseId,propertyId,communitySlug,scope,category,date,amount,glCode
EXP-020461,PROP-00754,branch-village,property,Marketing,2026-08-02,670,GL-MARKET
EXP-020462,PROP-00754,branch-village,property,Marketing,2025-12-20,487,GL-MARKET
EXP-020463,PROP-00754,branch-village,property,Marketing,2026-09-21,698,GL-MARKET
EXP-020464,PROP-00754,branch-village,property,Legal,2026-09-06,1724,GL-LEGAL
EXP-020465,PROP-00754,branch-village,property,Legal,2025-03-23,867,GL-LEGAL
EXP-020466,PROP-00754,branch-village,property,CapEx,2025-09-16,4366,GL-CAPEX
EXP-020467,PROP-00754,branch-village,property,CapEx,2024-04-15,7675,GL-CAPEX
EXP-020468,PROP-00754,branch-village,property,CapEx,2024-12-13,5323,GL-CAPEX
EXP-020469,PROP-00754,branch-village,property,Turn,2024-10-01,1778,GL-TURN
EXP-020470,PROP-00754,branch-village,property,Turn,2026-08-08,2949,GL-TURN
EXP-020471,PROP-00755,branch-village,property,HOA,2023-10-01,189,GL-HOA
EXP-020472,PROP-00755,branch-village,property,HOA,2024-01-01,195,GL-HOA
EXP-020473,PROP-00755,branch-village,property,Insurance,2024-01-01,1857,GL-INSURA
EXP-020474,PROP-00755,branch-village,property,HOA,2024-04-01,191,GL-HOA
EXP-020475,PROP-00755,branch-village,property,HOA,2024-07-01,200,GL-HOA
EXP-020476,PROP-00755,branch-village,property,HOA,2024-10-01,193,GL-HOA
EXP-020477,PROP-00755,branch-village,property,HOA,2025-01-01,193,GL-HOA
EXP-020478,PROP-00755,branch-village,property,Insurance,2025-01-01,1713,GL-INSURA
EXP-020479,PROP-00755,branch-village,property,HOA,2025-04-01,193,GL-HOA
EXP-020480,PROP-00755,branch-village,property,HOA,2025-07-01,200,GL-HOA
EXP-020481,PROP-00755,branch-village,property,HOA,2025-10-01,193,GL-HOA
EXP-020482,PROP-00755,branch-village,property,HOA,2026-01-01,195,GL-HOA
EXP-020483,PROP-00755,branch-village,property,Insurance,2026-01-01,1830,GL-INSURA
EXP-020484,PROP-00755,branch-village,property,HOA,2026-04-01,199,GL-HOA
EXP-020485,PROP-00755,branch-village,property,HOA,2026-07-01,191,GL-HOA
EXP-020486,PROP-00755,branch-village,property,Utilities,2024-01-01,231,GL-UTILIT
EXP-020487,PROP-00755,branch-village,property,Utilities,2024-02-01,209,GL-UTILIT
EXP-020488,PROP-00755,branch-village,property,Utilities,2025-03-01,241,GL-UTILIT
EXP-020489,PROP-00755,branch-village,property,Marketing,2024-12-07,539,GL-MARKET
EXP-020490,PROP-00755,branch-village,property,Marketing,2024-04-30,271,GL-MARKET
EXP-020491,PROP-00755,branch-village,property,Marketing,2026-09-24,394,GL-MARKET
EXP-020492,PROP-00755,branch-village,property,Marketing,2025-05-30,455,GL-MARKET
EXP-020493,PROP-00755,branch-village,property,Marketing,2025-05-04,233,GL-MARKET
EXP-020494,PROP-00755,branch-village,property,Legal,2025-10-08,635,GL-LEGAL
EXP-020495,PROP-00755,branch-village,property,Legal,2024-04-06,476,GL-LEGAL
EXP-020496,PROP-00755,branch-village,property,CapEx,2025-10-15,7318,GL-CAPEX
EXP-020497,PROP-00755,branch-village,property,CapEx,2024-05-07,10166,GL-CAPEX
EXP-020498,PROP-00755,branch-village,property,Turn,2024-04-02,1800,GL-TURN
EXP-020499,PROP-00755,branch-village,property,Turn,2025-10-05,2978,GL-TURN
EXP-020500,PROP-00756,branch-village,property,HOA,2023-10-01,251,GL-HOA
EXP-020501,PROP-00756,branch-village,property,HOA,2024-01-01,248,GL-HOA
EXP-020502,PROP-00756,branch-village,property,Insurance,2024-01-01,1143,GL-INSURA
EXP-020503,PROP-00756,branch-village,property,HOA,2024-04-01,243,GL-HOA
EXP-020504,PROP-00756,branch-village,property,HOA,2024-07-01,255,GL-HOA
EXP-020505,PROP-00756,branch-village,property,HOA,2024-10-01,244,GL-HOA
EXP-020506,PROP-00756,branch-village,property,HOA,2025-01-01,254,GL-HOA
EXP-020507,PROP-00756,branch-village,property,Insurance,2025-01-01,1213,GL-INSURA
EXP-020508,PROP-00756,branch-village,property,HOA,2025-04-01,245,GL-HOA
EXP-020509,PROP-00756,branch-village,property,HOA,2025-07-01,253,GL-HOA
EXP-020510,PROP-00756,branch-village,property,HOA,2025-10-01,242,GL-HOA
EXP-020511,PROP-00756,branch-village,property,HOA,2026-01-01,247,GL-HOA
EXP-020512,PROP-00756,branch-village,property,Insurance,2026-01-01,1208,GL-INSURA
EXP-020513,PROP-00756,branch-village,property,HOA,2026-04-01,244,GL-HOA
EXP-020514,PROP-00756,branch-village,property,HOA,2026-07-01,248,GL-HOA
EXP-020515,PROP-00756,branch-village,property,Utilities,2024-06-01,206,GL-UTILIT
EXP-020516,PROP-00756,branch-village,property,Utilities,2025-07-01,153,GL-UTILIT
EXP-020517,PROP-00756,branch-village,property,Utilities,2025-08-01,117,GL-UTILIT
EXP-020518,PROP-00756,branch-village,property,Marketing,2025-03-07,195,GL-MARKET
EXP-020519,PROP-00756,branch-village,property,Marketing,2026-07-12,357,GL-MARKET
EXP-020520,PROP-00756,branch-village,property,Marketing,2025-07-24,770,GL-MARKET
EXP-020521,PROP-00756,branch-village,property,Legal,2025-11-28,746,GL-LEGAL
EXP-020522,PROP-00756,branch-village,property,CapEx,2026-06-08,8709,GL-CAPEX
EXP-020523,PROP-00756,branch-village,property,CapEx,2026-06-24,3940,GL-CAPEX
EXP-020524,PROP-00756,branch-village,property,Turn,2025-06-10,1863,GL-TURN
EXP-020525,PROP-00756,branch-village,property,Turn,2024-02-05,796,GL-TURN
EXP-020526,PROP-00756,branch-village,property,Turn,2026-07-03,1744,GL-TURN
EXP-020527,PROP-00757,branch-village,property,HOA,2023-10-01,410,GL-HOA
EXP-020528,PROP-00757,branch-village,property,HOA,2024-01-01,389,GL-HOA
EXP-020529,PROP-00757,branch-village,property,Insurance,2024-01-01,1083,GL-INSURA
EXP-020530,PROP-00757,branch-village,property,HOA,2024-04-01,411,GL-HOA
EXP-020531,PROP-00757,branch-village,property,HOA,2024-07-01,391,GL-HOA
EXP-020532,PROP-00757,branch-village,property,HOA,2024-10-01,392,GL-HOA
EXP-020533,PROP-00757,branch-village,property,HOA,2025-01-01,390,GL-HOA
EXP-020534,PROP-00757,branch-village,property,Insurance,2025-01-01,1163,GL-INSURA
EXP-020535,PROP-00757,branch-village,property,HOA,2025-04-01,411,GL-HOA
EXP-020536,PROP-00757,branch-village,property,HOA,2025-07-01,402,GL-HOA
EXP-020537,PROP-00757,branch-village,property,HOA,2025-10-01,408,GL-HOA
EXP-020538,PROP-00757,branch-village,property,HOA,2026-01-01,394,GL-HOA
EXP-020539,PROP-00757,branch-village,property,Insurance,2026-01-01,1078,GL-INSURA
EXP-020540,PROP-00757,branch-village,property,HOA,2026-04-01,388,GL-HOA
EXP-020541,PROP-00757,branch-village,property,HOA,2026-07-01,399,GL-HOA
EXP-020542,PROP-00757,branch-village,property,Utilities,2025-03-01,218,GL-UTILIT
EXP-020543,PROP-00757,branch-village,property,Utilities,2026-05-01,279,GL-UTILIT
EXP-020544,PROP-00757,branch-village,property,Marketing,2025-08-13,327,GL-MARKET
EXP-020545,PROP-00757,branch-village,property,Marketing,2024-12-03,625,GL-MARKET
EXP-020546,PROP-00757,branch-village,property,Marketing,2026-08-27,501,GL-MARKET
EXP-020547,PROP-00757,branch-village,property,Legal,2023-10-23,745,GL-LEGAL
EXP-020548,PROP-00757,branch-village,property,CapEx,2024-03-05,4536,GL-CAPEX
EXP-020549,PROP-00757,branch-village,property,Turn,2024-04-07,1816,GL-TURN
EXP-020550,PROP-00758,branch-village,property,HOA,2023-10-01,169,GL-HOA
EXP-020551,PROP-00758,branch-village,property,HOA,2024-01-01,162,GL-HOA
EXP-020552,PROP-00758,branch-village,property,Insurance,2024-01-01,1678,GL-INSURA
EXP-020553,PROP-00758,branch-village,property,HOA,2024-04-01,168,GL-HOA
EXP-020554,PROP-00758,branch-village,property,HOA,2024-07-01,164,GL-HOA
EXP-020555,PROP-00758,branch-village,property,HOA,2024-10-01,161,GL-HOA
EXP-020556,PROP-00758,branch-village,property,HOA,2025-01-01,164,GL-HOA
EXP-020557,PROP-00758,branch-village,property,Insurance,2025-01-01,1840,GL-INSURA
EXP-020558,PROP-00758,branch-village,property,HOA,2025-04-01,168,GL-HOA
EXP-020559,PROP-00758,branch-village,property,HOA,2025-07-01,167,GL-HOA
EXP-020560,PROP-00758,branch-village,property,HOA,2025-10-01,162,GL-HOA
EXP-020561,PROP-00758,branch-village,property,HOA,2026-01-01,171,GL-HOA
EXP-020562,PROP-00758,branch-village,property,Insurance,2026-01-01,1728,GL-INSURA
EXP-020563,PROP-00758,branch-village,property,HOA,2026-04-01,164,GL-HOA
EXP-020564,PROP-00758,branch-village,property,HOA,2026-07-01,170,GL-HOA
EXP-020565,PROP-00758,branch-village,property,Utilities,2024-07-01,180,GL-UTILIT
EXP-020566,PROP-00758,branch-village,property,Utilities,2024-08-01,298,GL-UTILIT
EXP-020567,PROP-00758,branch-village,property,Utilities,2025-09-01,281,GL-UTILIT
EXP-020568,PROP-00758,branch-village,property,Utilities,2025-10-01,270,GL-UTILIT
EXP-020569,PROP-00758,branch-village,property,Marketing,2024-06-04,305,GL-MARKET
EXP-020570,PROP-00758,branch-village,property,Marketing,2025-11-04,297,GL-MARKET
EXP-020571,PROP-00758,branch-village,property,Marketing,2026-09-28,447,GL-MARKET
EXP-020572,PROP-00758,branch-village,property,Legal,2024-03-12,1052,GL-LEGAL
EXP-020573,PROP-00758,branch-village,property,Legal,2026-03-06,571,GL-LEGAL
EXP-020574,PROP-00758,branch-village,property,CapEx,2024-09-17,3304,GL-CAPEX
EXP-020575,PROP-00758,branch-village,property,CapEx,2025-06-27,5022,GL-CAPEX
EXP-020576,PROP-00758,branch-village,property,Turn,2025-10-07,3829,GL-TURN
EXP-020577,PROP-00758,branch-village,property,Turn,2026-09-01,3482,GL-TURN
EXP-020578,PROP-00759,eastland,property,HOA,2023-10-01,117,GL-HOA
EXP-020579,PROP-00759,eastland,property,HOA,2024-01-01,117,GL-HOA
EXP-020580,PROP-00759,eastland,property,Insurance,2024-01-01,1604,GL-INSURA
EXP-020581,PROP-00759,eastland,property,HOA,2024-04-01,113,GL-HOA
EXP-020582,PROP-00759,eastland,property,HOA,2024-07-01,112,GL-HOA
EXP-020583,PROP-00759,eastland,property,HOA,2024-10-01,111,GL-HOA
EXP-020584,PROP-00759,eastland,property,HOA,2025-01-01,116,GL-HOA
EXP-020585,PROP-00759,eastland,property,Insurance,2025-01-01,1532,GL-INSURA
EXP-020586,PROP-00759,eastland,property,HOA,2025-04-01,113,GL-HOA
EXP-020587,PROP-00759,eastland,property,HOA,2025-07-01,116,GL-HOA
EXP-020588,PROP-00759,eastland,property,HOA,2025-10-01,116,GL-HOA
EXP-020589,PROP-00759,eastland,property,HOA,2026-01-01,113,GL-HOA
EXP-020590,PROP-00759,eastland,property,Insurance,2026-01-01,1571,GL-INSURA
EXP-020591,PROP-00759,eastland,property,HOA,2026-04-01,112,GL-HOA
EXP-020592,PROP-00759,eastland,property,HOA,2026-07-01,114,GL-HOA
EXP-020593,PROP-00759,eastland,property,Utilities,2025-07-01,146,GL-UTILIT
EXP-020594,PROP-00759,eastland,property,Marketing,2025-04-03,573,GL-MARKET
EXP-020595,PROP-00759,eastland,property,Marketing,2025-04-27,287,GL-MARKET
EXP-020596,PROP-00759,eastland,property,Marketing,2024-06-01,647,GL-MARKET
EXP-020597,PROP-00759,eastland,property,Marketing,2025-08-08,367,GL-MARKET
EXP-020598,PROP-00759,eastland,property,Legal,2025-08-27,750,GL-LEGAL
EXP-020599,PROP-00759,eastland,property,Legal,2024-01-19,1450,GL-LEGAL
EXP-020600,PROP-00759,eastland,property,CapEx,2025-09-21,3468,GL-CAPEX
EXP-020601,PROP-00759,eastland,property,Turn,2026-03-23,1998,GL-TURN
EXP-020602,PROP-00760,eastland,property,HOA,2024-01-01,143,GL-HOA
EXP-020603,PROP-00760,eastland,property,Insurance,2024-01-01,1078,GL-INSURA
EXP-020604,PROP-00760,eastland,property,HOA,2024-04-01,143,GL-HOA
EXP-020605,PROP-00760,eastland,property,HOA,2024-07-01,143,GL-HOA
EXP-020606,PROP-00760,eastland,property,HOA,2024-10-01,140,GL-HOA
EXP-020607,PROP-00760,eastland,property,HOA,2025-01-01,142,GL-HOA
EXP-020608,PROP-00760,eastland,property,Insurance,2025-01-01,1139,GL-INSURA
EXP-020609,PROP-00760,eastland,property,HOA,2025-04-01,139,GL-HOA
EXP-020610,PROP-00760,eastland,property,HOA,2025-07-01,143,GL-HOA
EXP-020611,PROP-00760,eastland,property,HOA,2025-10-01,136,GL-HOA
EXP-020612,PROP-00760,eastland,property,HOA,2026-01-01,139,GL-HOA
EXP-020613,PROP-00760,eastland,property,Insurance,2026-01-01,1050,GL-INSURA
EXP-020614,PROP-00760,eastland,property,HOA,2026-04-01,141,GL-HOA
EXP-020615,PROP-00760,eastland,property,HOA,2026-07-01,140,GL-HOA
EXP-020616,PROP-00760,eastland,property,Utilities,2025-03-01,201,GL-UTILIT
EXP-020617,PROP-00760,eastland,property,Utilities,2025-04-01,142,GL-UTILIT
EXP-020618,PROP-00760,eastland,property,Utilities,2026-05-01,231,GL-UTILIT
EXP-020619,PROP-00760,eastland,property,Marketing,2026-08-02,537,GL-MARKET
EXP-020620,PROP-00760,eastland,property,Marketing,2025-06-30,444,GL-MARKET
EXP-020621,PROP-00760,eastland,property,Marketing,2024-05-25,319,GL-MARKET
EXP-020622,PROP-00760,eastland,property,Marketing,2024-01-31,348,GL-MARKET
EXP-020623,PROP-00760,eastland,property,Marketing,2023-11-22,323,GL-MARKET
EXP-020624,PROP-00760,eastland,property,Legal,2024-05-12,1065,GL-LEGAL
EXP-020625,PROP-00760,eastland,property,Legal,2025-10-02,1166,GL-LEGAL
EXP-020626,PROP-00760,eastland,property,Legal,2026-04-22,923,GL-LEGAL
EXP-020627,PROP-00760,eastland,property,CapEx,2025-09-19,8975,GL-CAPEX
EXP-020628,PROP-00760,eastland,property,CapEx,2025-01-26,8407,GL-CAPEX
EXP-020629,PROP-00760,eastland,property,CapEx,2025-11-08,5597,GL-CAPEX
EXP-020630,PROP-00760,eastland,property,Turn,2025-07-24,2571,GL-TURN
EXP-020631,PROP-00760,eastland,property,Turn,2025-02-03,3016,GL-TURN
EXP-020632,PROP-00761,eastland,property,HOA,2023-10-01,243,GL-HOA
EXP-020633,PROP-00761,eastland,property,HOA,2024-01-01,243,GL-HOA
EXP-020634,PROP-00761,eastland,property,Insurance,2024-01-01,1559,GL-INSURA
EXP-020635,PROP-00761,eastland,property,HOA,2024-04-01,245,GL-HOA
EXP-020636,PROP-00761,eastland,property,HOA,2024-07-01,243,GL-HOA
EXP-020637,PROP-00761,eastland,property,HOA,2024-10-01,245,GL-HOA
EXP-020638,PROP-00761,eastland,property,HOA,2025-01-01,241,GL-HOA
EXP-020639,PROP-00761,eastland,property,Insurance,2025-01-01,1543,GL-INSURA
EXP-020640,PROP-00761,eastland,property,HOA,2025-04-01,243,GL-HOA
EXP-020641,PROP-00761,eastland,property,HOA,2025-07-01,249,GL-HOA
EXP-020642,PROP-00761,eastland,property,HOA,2025-10-01,248,GL-HOA
EXP-020643,PROP-00761,eastland,property,HOA,2026-01-01,246,GL-HOA
EXP-020644,PROP-00761,eastland,property,Insurance,2026-01-01,1652,GL-INSURA
EXP-020645,PROP-00761,eastland,property,HOA,2026-04-01,239,GL-HOA
EXP-020646,PROP-00761,eastland,property,HOA,2026-07-01,247,GL-HOA
EXP-020647,PROP-00761,eastland,property,Utilities,2024-02-01,233,GL-UTILIT
EXP-020648,PROP-00761,eastland,property,Utilities,2026-03-01,273,GL-UTILIT
EXP-020649,PROP-00761,eastland,property,Utilities,2026-04-01,120,GL-UTILIT
EXP-020650,PROP-00761,eastland,property,Marketing,2026-06-13,498,GL-MARKET
EXP-020651,PROP-00761,eastland,property,Marketing,2026-08-08,426,GL-MARKET
EXP-020652,PROP-00761,eastland,property,Marketing,2025-07-15,505,GL-MARKET
EXP-020653,PROP-00761,eastland,property,Legal,2024-06-13,1067,GL-LEGAL
EXP-020654,PROP-00761,eastland,property,Legal,2026-04-19,1009,GL-LEGAL
EXP-020655,PROP-00761,eastland,property,Legal,2025-10-14,817,GL-LEGAL
EXP-020656,PROP-00761,eastland,property,CapEx,2024-01-13,6050,GL-CAPEX
EXP-020657,PROP-00761,eastland,property,Turn,2026-04-23,1470,GL-TURN
EXP-020658,PROP-00761,eastland,property,Turn,2025-03-31,1616,GL-TURN
EXP-020659,PROP-00762,eastland,property,HOA,2023-10-01,265,GL-HOA
EXP-020660,PROP-00762,eastland,property,HOA,2024-01-01,272,GL-HOA
EXP-020661,PROP-00762,eastland,property,Insurance,2024-01-01,1536,GL-INSURA
EXP-020662,PROP-00762,eastland,property,HOA,2024-04-01,273,GL-HOA
EXP-020663,PROP-00762,eastland,property,HOA,2024-07-01,273,GL-HOA
EXP-020664,PROP-00762,eastland,property,HOA,2024-10-01,263,GL-HOA
EXP-020665,PROP-00762,eastland,property,HOA,2025-01-01,271,GL-HOA
EXP-020666,PROP-00762,eastland,property,Insurance,2025-01-01,1528,GL-INSURA
EXP-020667,PROP-00762,eastland,property,HOA,2025-04-01,271,GL-HOA
EXP-020668,PROP-00762,eastland,property,HOA,2025-07-01,277,GL-HOA
EXP-020669,PROP-00762,eastland,property,HOA,2025-10-01,275,GL-HOA
EXP-020670,PROP-00762,eastland,property,HOA,2026-01-01,265,GL-HOA
EXP-020671,PROP-00762,eastland,property,Insurance,2026-01-01,1433,GL-INSURA
EXP-020672,PROP-00762,eastland,property,HOA,2026-04-01,271,GL-HOA
EXP-020673,PROP-00762,eastland,property,HOA,2026-07-01,271,GL-HOA
EXP-020674,PROP-00762,eastland,property,Marketing,2023-12-07,633,GL-MARKET
EXP-020675,PROP-00762,eastland,property,Marketing,2023-12-06,743,GL-MARKET
EXP-020676,PROP-00762,eastland,property,Marketing,2024-11-04,492,GL-MARKET
EXP-020677,PROP-00762,eastland,property,Marketing,2026-09-26,418,GL-MARKET
EXP-020678,PROP-00762,eastland,property,Legal,2026-07-03,1641,GL-LEGAL
EXP-020679,PROP-00762,eastland,property,CapEx,2025-09-06,2592,GL-CAPEX
EXP-020680,PROP-00762,eastland,property,CapEx,2025-01-15,3007,GL-CAPEX
EXP-020681,PROP-00762,eastland,property,Turn,2026-03-29,4040,GL-TURN
EXP-020682,PROP-00762,eastland,property,Turn,2026-05-05,2663,GL-TURN
EXP-020683,PROP-00763,eastland,property,HOA,2024-10-01,382,GL-HOA
EXP-020684,PROP-00763,eastland,property,HOA,2025-01-01,390,GL-HOA
EXP-020685,PROP-00763,eastland,property,Insurance,2025-01-01,1902,GL-INSURA
EXP-020686,PROP-00763,eastland,property,HOA,2025-04-01,392,GL-HOA
EXP-020687,PROP-00763,eastland,property,HOA,2025-07-01,384,GL-HOA
EXP-020688,PROP-00763,eastland,property,HOA,2025-10-01,387,GL-HOA
EXP-020689,PROP-00763,eastland,property,HOA,2026-01-01,387,GL-HOA
EXP-020690,PROP-00763,eastland,property,Insurance,2026-01-01,1862,GL-INSURA
EXP-020691,PROP-00763,eastland,property,HOA,2026-04-01,387,GL-HOA
EXP-020692,PROP-00763,eastland,property,HOA,2026-07-01,386,GL-HOA
EXP-020693,PROP-00763,eastland,property,Utilities,2025-10-01,185,GL-UTILIT
EXP-020694,PROP-00763,eastland,property,Marketing,2026-07-31,687,GL-MARKET
EXP-020695,PROP-00763,eastland,property,Marketing,2026-07-29,108,GL-MARKET
EXP-020696,PROP-00763,eastland,property,Marketing,2026-01-20,262,GL-MARKET
EXP-020697,PROP-00763,eastland,property,Marketing,2025-02-15,529,GL-MARKET
EXP-020698,PROP-00763,eastland,property,Marketing,2025-04-20,400,GL-MARKET
EXP-020699,PROP-00763,eastland,property,Marketing,2026-01-13,281,GL-MARKET
EXP-020700,PROP-00763,eastland,property,Legal,2024-09-21,1511,GL-LEGAL
EXP-020701,PROP-00763,eastland,property,CapEx,2025-03-30,11534,GL-CAPEX
EXP-020702,PROP-00763,eastland,property,CapEx,2025-09-23,2756,GL-CAPEX
EXP-020703,PROP-00763,eastland,property,Turn,2025-04-18,1211,GL-TURN
EXP-020704,PROP-00763,eastland,property,Turn,2024-09-28,2382,GL-TURN
EXP-020705,PROP-00764,eastland,property,HOA,2023-10-01,167,GL-HOA
EXP-020706,PROP-00764,eastland,property,HOA,2024-01-01,167,GL-HOA
EXP-020707,PROP-00764,eastland,property,Insurance,2024-01-01,1498,GL-INSURA
EXP-020708,PROP-00764,eastland,property,HOA,2024-04-01,173,GL-HOA
EXP-020709,PROP-00764,eastland,property,HOA,2024-07-01,171,GL-HOA
EXP-020710,PROP-00764,eastland,property,HOA,2024-10-01,168,GL-HOA
EXP-020711,PROP-00764,eastland,property,HOA,2025-01-01,166,GL-HOA
EXP-020712,PROP-00764,eastland,property,Insurance,2025-01-01,1498,GL-INSURA
EXP-020713,PROP-00764,eastland,property,HOA,2025-04-01,166,GL-HOA
EXP-020714,PROP-00764,eastland,property,HOA,2025-07-01,173,GL-HOA
EXP-020715,PROP-00764,eastland,property,HOA,2025-10-01,170,GL-HOA
EXP-020716,PROP-00764,eastland,property,HOA,2026-01-01,168,GL-HOA
EXP-020717,PROP-00764,eastland,property,Insurance,2026-01-01,1689,GL-INSURA
EXP-020718,PROP-00764,eastland,property,HOA,2026-04-01,166,GL-HOA
EXP-020719,PROP-00764,eastland,property,HOA,2026-07-01,170,GL-HOA
EXP-020720,PROP-00764,eastland,property,Utilities,2024-08-01,100,GL-UTILIT
EXP-020721,PROP-00764,eastland,property,Utilities,2024-09-01,122,GL-UTILIT
EXP-020722,PROP-00764,eastland,property,Marketing,2024-05-24,612,GL-MARKET
EXP-020723,PROP-00764,eastland,property,Marketing,2025-07-14,220,GL-MARKET
EXP-020724,PROP-00764,eastland,property,Marketing,2026-08-19,236,GL-MARKET
EXP-020725,PROP-00764,eastland,property,Marketing,2025-01-04,466,GL-MARKET
EXP-020726,PROP-00764,eastland,property,Legal,2023-12-07,1142,GL-LEGAL
EXP-020727,PROP-00764,eastland,property,Legal,2025-01-09,832,GL-LEGAL
EXP-020728,PROP-00764,eastland,property,CapEx,2023-10-30,7053,GL-CAPEX
EXP-020729,PROP-00764,eastland,property,Turn,2025-07-18,1629,GL-TURN
EXP-020730,PROP-00765,eastland,property,HOA,2023-10-01,376,GL-HOA
EXP-020731,PROP-00765,eastland,property,HOA,2024-01-01,363,GL-HOA
EXP-020732,PROP-00765,eastland,property,Insurance,2024-01-01,1422,GL-INSURA
EXP-020733,PROP-00765,eastland,property,HOA,2024-04-01,371,GL-HOA
EXP-020734,PROP-00765,eastland,property,HOA,2024-07-01,368,GL-HOA
EXP-020735,PROP-00765,eastland,property,HOA,2024-10-01,380,GL-HOA
EXP-020736,PROP-00765,eastland,property,HOA,2025-01-01,368,GL-HOA
EXP-020737,PROP-00765,eastland,property,Insurance,2025-01-01,1522,GL-INSURA
EXP-020738,PROP-00765,eastland,property,HOA,2025-04-01,364,GL-HOA
EXP-020739,PROP-00765,eastland,property,HOA,2025-07-01,381,GL-HOA
EXP-020740,PROP-00765,eastland,property,HOA,2025-10-01,371,GL-HOA
EXP-020741,PROP-00765,eastland,property,HOA,2026-01-01,371,GL-HOA
EXP-020742,PROP-00765,eastland,property,Insurance,2026-01-01,1374,GL-INSURA
EXP-020743,PROP-00765,eastland,property,HOA,2026-04-01,379,GL-HOA
EXP-020744,PROP-00765,eastland,property,HOA,2026-07-01,364,GL-HOA
EXP-020745,PROP-00765,eastland,property,Utilities,2025-06-01,117,GL-UTILIT
EXP-020746,PROP-00765,eastland,property,Utilities,2025-07-01,159,GL-UTILIT
EXP-020747,PROP-00765,eastland,property,Marketing,2025-04-03,478,GL-MARKET
EXP-020748,PROP-00765,eastland,property,Marketing,2023-10-01,263,GL-MARKET
EXP-020749,PROP-00765,eastland,property,Marketing,2025-10-12,214,GL-MARKET
EXP-020750,PROP-00765,eastland,property,Marketing,2024-11-14,322,GL-MARKET
EXP-020751,PROP-00765,eastland,property,Marketing,2026-02-15,314,GL-MARKET
EXP-020752,PROP-00765,eastland,property,Marketing,2024-05-28,264,GL-MARKET
EXP-020753,PROP-00765,eastland,property,Legal,2026-07-28,815,GL-LEGAL
EXP-020754,PROP-00765,eastland,property,Legal,2025-02-02,1418,GL-LEGAL
EXP-020755,PROP-00765,eastland,property,CapEx,2026-09-15,7494,GL-CAPEX
EXP-020756,PROP-00765,eastland,property,CapEx,2025-12-23,3973,GL-CAPEX
EXP-020757,PROP-00765,eastland,property,CapEx,2023-10-13,11662,GL-CAPEX
EXP-020758,PROP-00765,eastland,property,Turn,2026-04-06,2736,GL-TURN
EXP-020759,PROP-00765,eastland,property,Turn,2025-10-05,2729,GL-TURN
EXP-020760,PROP-00766,eastland,property,HOA,2023-10-01,403,GL-HOA
EXP-020761,PROP-00766,eastland,property,HOA,2024-01-01,402,GL-HOA
EXP-020762,PROP-00766,eastland,property,Insurance,2024-01-01,2341,GL-INSURA
EXP-020763,PROP-00766,eastland,property,HOA,2024-04-01,400,GL-HOA
EXP-020764,PROP-00766,eastland,property,HOA,2024-07-01,406,GL-HOA
EXP-020765,PROP-00766,eastland,property,HOA,2024-10-01,403,GL-HOA
EXP-020766,PROP-00766,eastland,property,HOA,2025-01-01,402,GL-HOA
EXP-020767,PROP-00766,eastland,property,Insurance,2025-01-01,2377,GL-INSURA
EXP-020768,PROP-00766,eastland,property,HOA,2025-04-01,407,GL-HOA
EXP-020769,PROP-00766,eastland,property,HOA,2025-07-01,391,GL-HOA
EXP-020770,PROP-00766,eastland,property,HOA,2025-10-01,410,GL-HOA
EXP-020771,PROP-00766,eastland,property,HOA,2026-01-01,403,GL-HOA
EXP-020772,PROP-00766,eastland,property,Insurance,2026-01-01,2577,GL-INSURA
EXP-020773,PROP-00766,eastland,property,HOA,2026-04-01,409,GL-HOA
EXP-020774,PROP-00766,eastland,property,HOA,2026-07-01,409,GL-HOA
EXP-020775,PROP-00766,eastland,property,Utilities,2025-03-01,270,GL-UTILIT
EXP-020776,PROP-00766,eastland,property,Utilities,2026-04-01,241,GL-UTILIT
EXP-020777,PROP-00766,eastland,property,Marketing,2025-06-11,558,GL-MARKET
EXP-020778,PROP-00766,eastland,property,Marketing,2025-12-23,284,GL-MARKET
EXP-020779,PROP-00766,eastland,property,Marketing,2023-12-17,471,GL-MARKET
EXP-020780,PROP-00766,eastland,property,Marketing,2026-09-29,252,GL-MARKET
EXP-020781,PROP-00766,eastland,property,Marketing,2025-12-13,563,GL-MARKET
EXP-020782,PROP-00766,eastland,property,Marketing,2026-03-11,238,GL-MARKET
EXP-020783,PROP-00766,eastland,property,Legal,2026-04-20,972,GL-LEGAL
EXP-020784,PROP-00766,eastland,property,Legal,2025-04-16,1384,GL-LEGAL
EXP-020785,PROP-00766,eastland,property,Legal,2024-03-18,709,GL-LEGAL
EXP-020786,PROP-00766,eastland,property,CapEx,2025-12-29,2361,GL-CAPEX
EXP-020787,PROP-00766,eastland,property,CapEx,2025-11-28,2460,GL-CAPEX
EXP-020788,PROP-00766,eastland,property,Turn,2026-02-12,3580,GL-TURN
EXP-020789,PROP-00766,eastland,property,Turn,2023-10-06,3606,GL-TURN
EXP-020790,PROP-00767,eastland,property,HOA,2023-10-01,366,GL-HOA
EXP-020791,PROP-00767,eastland,property,HOA,2024-01-01,366,GL-HOA
EXP-020792,PROP-00767,eastland,property,Insurance,2024-01-01,1693,GL-INSURA
EXP-020793,PROP-00767,eastland,property,HOA,2024-04-01,364,GL-HOA
EXP-020794,PROP-00767,eastland,property,HOA,2024-07-01,362,GL-HOA
