paymentId,leaseId,propertyId,residentId,dueDate,amountDue,amountPaid,paidDate,daysLate,status
PAY-0014259,LSE-001259,PROP-00447,RES-00850,2024-01-01,2630,2630,2024-01-01,0,paid
PAY-0014260,LSE-001259,PROP-00447,RES-00850,2024-02-01,2630,2630,2024-02-02,0,paid
PAY-0014261,LSE-001259,PROP-00447,RES-00850,2024-03-01,2630,2630,2024-03-02,0,paid
PAY-0014262,LSE-001259,PROP-00447,RES-00850,2024-04-01,2630,2630,2024-04-01,0,paid
PAY-0014263,LSE-001259,PROP-00447,RES-00850,2024-05-01,2630,2630,2024-05-03,0,paid
PAY-0014264,LSE-001259,PROP-00447,RES-00850,2024-06-01,2630,2630,2024-06-02,0,paid
PAY-0014265,LSE-001259,PROP-00447,RES-00850,2024-07-01,2630,2630,2024-07-01,0,paid
PAY-0014266,LSE-001259,PROP-00447,RES-00850,2024-08-01,2630,2630,2024-08-02,0,paid
PAY-0014267,LSE-001260,PROP-00447,RES-00851,2024-10-01,2665,2665,2024-10-01,0,paid
PAY-0014268,LSE-001260,PROP-00447,RES-00851,2024-11-01,2665,2665,2024-11-01,0,paid
PAY-0014269,LSE-001260,PROP-00447,RES-00851,2024-12-01,2665,2665,2024-12-01,0,paid
PAY-0014270,LSE-001260,PROP-00447,RES-00851,2025-01-01,2665,2665,2025-01-02,0,paid
PAY-0014271,LSE-001260,PROP-00447,RES-00851,2025-02-01,2665,2665,2025-02-03,0,paid
PAY-0014272,LSE-001260,PROP-00447,RES-00851,2025-03-01,2665,2665,2025-03-02,0,paid
PAY-0014273,LSE-001260,PROP-00447,RES-00851,2025-04-01,2665,2665,2025-04-03,0,paid
PAY-0014274,LSE-001260,PROP-00447,RES-00851,2025-05-01,2665,2665,2025-05-03,0,paid
PAY-0014275,LSE-001260,PROP-00447,RES-00851,2025-06-01,2665,2665,2025-06-01,0,paid
PAY-0014276,LSE-001260,PROP-00447,RES-00851,2025-07-01,2665,2665,2025-07-02,0,paid
PAY-0014277,LSE-001260,PROP-00447,RES-00851,2025-08-01,2665,2665,2025-08-01,0,paid
PAY-0014278,LSE-001260,PROP-00447,RES-00851,2025-09-01,2665,2665,2025-09-02,0,paid
PAY-0014279,LSE-001260,PROP-00447,RES-00851,2025-10-01,2665,2665,2025-10-03,0,paid
PAY-0014280,LSE-001260,PROP-00447,RES-00851,2025-11-01,2665,2665,2025-11-03,0,paid
PAY-0014281,LSE-001260,PROP-00447,RES-00851,2025-12-01,2665,2665,2025-12-01,0,paid
PAY-0014282,LSE-001260,PROP-00447,RES-00851,2026-01-01,2665,2665,2026-01-01,0,paid
PAY-0014283,LSE-001260,PROP-00447,RES-00851,2026-02-01,2665,2665,2026-02-03,0,paid
PAY-0014284,LSE-001260,PROP-00447,RES-00851,2026-03-01,2665,2665,2026-03-01,0,paid
PAY-0014285,LSE-001261,PROP-00447,RES-00851,2026-05-01,2740,2740,2026-05-01,0,paid
PAY-0014286,LSE-001261,PROP-00447,RES-00851,2026-06-01,2740,2740,2026-06-06,5,late
PAY-0014287,LSE-001261,PROP-00447,RES-00851,2026-07-01,2740,2740,2026-07-01,0,paid
PAY-0014288,LSE-001261,PROP-00447,RES-00851,2026-08-01,2740,2740,2026-08-03,0,paid
PAY-0014289,LSE-001261,PROP-00447,RES-00851,2026-09-01,2740,2740,2026-09-01,0,paid
PAY-0014290,LSE-001262,PROP-00448,RES-00852,2023-10-01,2880,2880,2023-10-03,0,paid
PAY-0014291,LSE-001262,PROP-00448,RES-00852,2023-11-01,2880,2880,2023-11-01,0,paid
PAY-0014292,LSE-001262,PROP-00448,RES-00852,2023-12-01,2880,2880,2023-12-01,0,paid
PAY-0014293,LSE-001262,PROP-00448,RES-00852,2024-01-01,2880,2880,2024-01-02,0,paid
PAY-0014294,LSE-001262,PROP-00448,RES-00852,2024-02-01,2880,2880,2024-02-01,0,paid
PAY-0014295,LSE-001262,PROP-00448,RES-00852,2024-03-01,2880,2880,2024-03-02,0,paid
PAY-0014296,LSE-001262,PROP-00448,RES-00852,2024-04-01,2880,2880,2024-04-01,0,paid
PAY-0014297,LSE-001262,PROP-00448,RES-00852,2024-05-01,2880,2880,2024-05-20,19,late
PAY-0014298,LSE-001262,PROP-00448,RES-00852,2024-06-01,2880,2880,2024-06-03,0,paid
PAY-0014299,LSE-001262,PROP-00448,RES-00852,2024-07-01,2880,2880,2024-07-03,0,paid
PAY-0014300,LSE-001262,PROP-00448,RES-00852,2024-08-01,2880,2880,2024-08-03,0,paid
PAY-0014301,LSE-001262,PROP-00448,RES-00852,2024-09-01,2880,2880,2024-09-01,0,paid
PAY-0014302,LSE-001262,PROP-00448,RES-00852,2024-10-01,2880,2880,2024-10-02,0,paid
PAY-0014303,LSE-001262,PROP-00448,RES-00852,2024-11-01,2880,2880,2024-11-03,0,paid
PAY-0014304,LSE-001262,PROP-00448,RES-00852,2024-12-01,2880,2880,2024-12-02,0,paid
PAY-0014305,LSE-001262,PROP-00448,RES-00852,2025-01-01,2880,2880,2025-01-03,0,paid
PAY-0014306,LSE-001262,PROP-00448,RES-00852,2025-02-01,2880,2880,2025-02-01,0,paid
PAY-0014307,LSE-001262,PROP-00448,RES-00852,2025-03-01,2880,2880,2025-03-03,0,paid
PAY-0014308,LSE-001263,PROP-00448,RES-00852,2025-04-01,2970,2970,2025-04-01,0,paid
PAY-0014309,LSE-001263,PROP-00448,RES-00852,2025-05-01,2970,2970,2025-05-01,0,paid
PAY-0014310,LSE-001263,PROP-00448,RES-00852,2025-06-01,2970,2970,2025-06-01,0,paid
PAY-0014311,LSE-001263,PROP-00448,RES-00852,2025-07-01,2970,2970,2025-07-03,0,paid
PAY-0014312,LSE-001263,PROP-00448,RES-00852,2025-08-01,2970,2970,2025-08-01,0,paid
PAY-0014313,LSE-001263,PROP-00448,RES-00852,2025-09-01,2970,2970,2025-09-01,0,paid
PAY-0014314,LSE-001263,PROP-00448,RES-00852,2025-10-01,2970,2970,2025-10-01,0,paid
PAY-0014315,LSE-001263,PROP-00448,RES-00852,2025-11-01,2970,2970,2025-11-01,0,paid
PAY-0014316,LSE-001263,PROP-00448,RES-00852,2025-12-01,2970,2970,2025-12-01,0,paid
PAY-0014317,LSE-001263,PROP-00448,RES-00852,2026-01-01,2970,2970,2026-01-02,0,paid
PAY-0014318,LSE-001263,PROP-00448,RES-00852,2026-02-01,2970,2970,2026-02-02,0,paid
PAY-0014319,LSE-001263,PROP-00448,RES-00852,2026-03-01,2970,2970,2026-03-01,0,paid
PAY-0014320,LSE-001263,PROP-00448,RES-00852,2026-04-01,2970,2970,2026-04-02,0,paid
PAY-0014321,LSE-001263,PROP-00448,RES-00852,2026-05-01,2970,2970,2026-05-01,0,paid
PAY-0014322,LSE-001263,PROP-00448,RES-00852,2026-06-01,2970,2970,2026-06-03,0,paid
PAY-0014323,LSE-001263,PROP-00448,RES-00852,2026-07-01,2970,2970,2026-07-02,0,paid
PAY-0014324,LSE-001263,PROP-00448,RES-00852,2026-08-01,2970,2970,2026-08-22,21,late
PAY-0014325,LSE-001263,PROP-00448,RES-00852,2026-09-01,2970,2970,2026-09-02,0,paid
PAY-0014326,LSE-001265,PROP-00449,RES-00853,2023-10-01,3035,0,2023-10-01,0,waived
PAY-0014327,LSE-001265,PROP-00449,RES-00853,2023-11-01,3035,3035,2023-11-03,0,paid
PAY-0014328,LSE-001265,PROP-00449,RES-00853,2023-12-01,3035,3035,2023-12-03,0,paid
PAY-0014329,LSE-001265,PROP-00449,RES-00853,2024-01-01,3035,3035,2024-01-20,19,late
PAY-0014330,LSE-001265,PROP-00449,RES-00853,2024-02-01,3035,3035,2024-02-01,0,paid
PAY-0014331,LSE-001266,PROP-00449,RES-00854,2024-05-01,2860,1979,2024-05-14,13,partial
PAY-0014332,LSE-001266,PROP-00449,RES-00854,2024-06-01,2860,2860,2024-06-02,0,paid
PAY-0014333,LSE-001266,PROP-00449,RES-00854,2024-07-01,2860,2860,2024-07-01,0,paid
PAY-0014334,LSE-001266,PROP-00449,RES-00854,2024-08-01,2860,2860,2024-08-02,0,paid
PAY-0014335,LSE-001266,PROP-00449,RES-00854,2024-09-01,2860,2860,2024-09-13,12,late
PAY-0014336,LSE-001266,PROP-00449,RES-00854,2024-10-01,2860,2860,2024-10-02,0,paid
PAY-0014337,LSE-001266,PROP-00449,RES-00854,2024-11-01,2860,2860,2024-11-02,0,paid
PAY-0014338,LSE-001266,PROP-00449,RES-00854,2024-12-01,2860,2860,2024-12-02,0,paid
PAY-0014339,LSE-001266,PROP-00449,RES-00854,2025-01-01,2860,2860,2025-01-02,0,paid
PAY-0014340,LSE-001266,PROP-00449,RES-00854,2025-02-01,2860,2860,2025-02-02,0,paid
PAY-0014341,LSE-001266,PROP-00449,RES-00854,2025-03-01,2860,2860,2025-03-02,0,paid
PAY-0014342,LSE-001266,PROP-00449,RES-00854,2025-04-01,2860,2860,2025-04-03,0,paid
PAY-0014343,LSE-001267,PROP-00449,RES-00854,2025-06-01,2920,1471,2025-07-01,30,partial
PAY-0014344,LSE-001267,PROP-00449,RES-00854,2025-07-01,2920,2920,2025-07-02,0,paid
PAY-0014345,LSE-001267,PROP-00449,RES-00854,2025-08-01,2920,2920,2025-08-02,0,paid
PAY-0014346,LSE-001267,PROP-00449,RES-00854,2025-09-01,2920,2920,2025-09-01,0,paid
PAY-0014347,LSE-001267,PROP-00449,RES-00854,2025-10-01,2920,2920,2025-10-01,0,paid
PAY-0014348,LSE-001267,PROP-00449,RES-00854,2025-11-01,2920,2920,2025-11-03,0,paid
PAY-0014349,LSE-001267,PROP-00449,RES-00854,2025-12-01,2920,2920,2025-12-03,0,paid
PAY-0014350,LSE-001267,PROP-00449,RES-00854,2026-01-01,2920,2920,2026-01-07,6,late
PAY-0014351,LSE-001267,PROP-00449,RES-00854,2026-02-01,2920,2920,2026-02-01,0,paid
PAY-0014352,LSE-001267,PROP-00449,RES-00854,2026-03-01,2920,2920,2026-03-01,0,paid
PAY-0014353,LSE-001267,PROP-00449,RES-00854,2026-04-01,2920,2920,2026-04-02,0,paid
PAY-0014354,LSE-001267,PROP-00449,RES-00854,2026-05-01,2920,2920,2026-05-03,0,paid
PAY-0014355,LSE-001268,PROP-00449,RES-00855,2026-06-01,2895,2895,2026-06-02,0,paid
PAY-0014356,LSE-001268,PROP-00449,RES-00855,2026-07-01,2895,2895,2026-07-03,0,paid
PAY-0014357,LSE-001268,PROP-00449,RES-00855,2026-08-01,2895,2895,2026-08-02,0,paid
PAY-0014358,LSE-001268,PROP-00449,RES-00855,2026-09-01,2895,2895,2026-09-02,0,paid
PAY-0014359,LSE-001269,PROP-00450,RES-00856,2023-10-01,3110,3110,2023-10-03,0,paid
PAY-0014360,LSE-001269,PROP-00450,RES-00856,2023-11-01,3110,3110,2023-11-03,0,paid
PAY-0014361,LSE-001269,PROP-00450,RES-00856,2023-12-01,3110,3110,2023-12-02,0,paid
PAY-0014362,LSE-001269,PROP-00450,RES-00856,2024-01-01,3110,3110,2024-01-03,0,paid
PAY-0014363,LSE-001269,PROP-00450,RES-00856,2024-02-01,3110,3110,2024-02-02,0,paid
PAY-0014364,LSE-001269,PROP-00450,RES-00856,2024-03-01,3110,3110,2024-03-01,0,paid
PAY-0014365,LSE-001269,PROP-00450,RES-00856,2024-04-01,3110,3110,2024-04-03,0,paid
PAY-0014366,LSE-001269,PROP-00450,RES-00856,2024-05-01,3110,3110,2024-05-01,0,paid
PAY-0014367,LSE-001269,PROP-00450,RES-00856,2024-06-01,3110,3110,2024-06-03,0,paid
PAY-0014368,LSE-001269,PROP-00450,RES-00856,2024-07-01,3110,3110,2024-07-03,0,paid
PAY-0014369,LSE-001269,PROP-00450,RES-00856,2024-08-01,3110,3110,2024-08-03,0,paid
PAY-0014370,LSE-001269,PROP-00450,RES-00856,2024-09-01,3110,3110,2024-09-01,0,paid
PAY-0014371,LSE-001269,PROP-00450,RES-00856,2024-10-01,3110,3110,2024-10-01,0,paid
PAY-0014372,LSE-001269,PROP-00450,RES-00856,2024-11-01,3110,3110,2024-11-03,0,paid
PAY-0014373,LSE-001269,PROP-00450,RES-00856,2024-12-01,3110,3110,2024-12-02,0,paid
PAY-0014374,LSE-001269,PROP-00450,RES-00856,2025-01-01,3110,3110,2025-01-01,0,paid
PAY-0014375,LSE-001269,PROP-00450,RES-00856,2025-02-01,3110,3110,2025-02-02,0,paid
PAY-0014376,LSE-001269,PROP-00450,RES-00856,2025-03-01,3110,3110,2025-03-02,0,paid
PAY-0014377,LSE-001269,PROP-00450,RES-00856,2025-04-01,3110,3110,2025-04-01,0,paid
PAY-0014378,LSE-001269,PROP-00450,RES-00856,2025-05-01,3110,3110,2025-05-03,0,paid
PAY-0014379,LSE-001270,PROP-00450,RES-00857,2025-06-01,2975,2975,2025-06-03,0,paid
PAY-0014380,LSE-001270,PROP-00450,RES-00857,2025-07-01,2975,2975,2025-07-02,0,paid
PAY-0014381,LSE-001270,PROP-00450,RES-00857,2025-08-01,2975,2975,2025-08-03,0,paid
PAY-0014382,LSE-001270,PROP-00450,RES-00857,2025-09-01,2975,2975,2025-09-02,0,paid
PAY-0014383,LSE-001270,PROP-00450,RES-00857,2025-10-01,2975,2975,2025-10-01,0,paid
PAY-0014384,LSE-001270,PROP-00450,RES-00857,2025-11-01,2975,2975,2025-11-02,0,paid
PAY-0014385,LSE-001270,PROP-00450,RES-00857,2025-12-01,2975,2975,2025-12-01,0,paid
PAY-0014386,LSE-001270,PROP-00450,RES-00857,2026-01-01,2975,2975,2026-01-02,0,paid
PAY-0014387,LSE-001270,PROP-00450,RES-00857,2026-02-01,2975,2975,2026-02-02,0,paid
PAY-0014388,LSE-001270,PROP-00450,RES-00857,2026-03-01,2975,2975,2026-03-02,0,paid
PAY-0014389,LSE-001270,PROP-00450,RES-00857,2026-04-01,2975,2975,2026-04-01,0,paid
PAY-0014390,LSE-001270,PROP-00450,RES-00857,2026-05-01,2975,2975,2026-05-01,0,paid
PAY-0014391,LSE-001271,PROP-00450,RES-00858,2026-08-01,3100,3100,2026-08-02,0,paid
PAY-0014392,LSE-001271,PROP-00450,RES-00858,2026-09-01,3100,3100,2026-09-03,0,paid
PAY-0014393,LSE-001273,PROP-00451,RES-00859,2023-10-01,2850,2850,2023-10-02,0,paid
PAY-0014394,LSE-001273,PROP-00451,RES-00859,2023-11-01,2850,2850,2023-11-01,0,paid
PAY-0014395,LSE-001273,PROP-00451,RES-00859,2023-12-01,2850,2850,2023-12-01,0,paid
PAY-0014396,LSE-001273,PROP-00451,RES-00859,2024-01-01,2850,2850,2024-01-02,0,paid
PAY-0014397,LSE-001273,PROP-00451,RES-00859,2024-02-01,2850,0,,,missed
PAY-0014398,LSE-001273,PROP-00451,RES-00859,2024-03-01,2850,2850,2024-03-03,0,paid
PAY-0014399,LSE-001273,PROP-00451,RES-00859,2024-04-01,2850,2850,2024-04-03,0,paid
PAY-0014400,LSE-001273,PROP-00451,RES-00859,2024-05-01,2850,2850,2024-05-01,0,paid
PAY-0014401,LSE-001273,PROP-00451,RES-00859,2024-06-01,2850,2850,2024-06-01,0,paid
PAY-0014402,LSE-001274,PROP-00451,RES-00859,2024-07-01,2990,2990,2024-07-01,0,paid
PAY-0014403,LSE-001274,PROP-00451,RES-00859,2024-08-01,2990,2990,2024-08-03,0,paid
PAY-0014404,LSE-001274,PROP-00451,RES-00859,2024-09-01,2990,2990,2024-09-02,0,paid
PAY-0014405,LSE-001274,PROP-00451,RES-00859,2024-10-01,2990,2990,2024-10-02,0,paid
PAY-0014406,LSE-001274,PROP-00451,RES-00859,2024-11-01,2990,2990,2024-11-03,0,paid
PAY-0014407,LSE-001274,PROP-00451,RES-00859,2024-12-01,2990,2990,2024-12-01,0,paid
PAY-0014408,LSE-001274,PROP-00451,RES-00859,2025-01-01,2990,2990,2025-01-03,0,paid
PAY-0014409,LSE-001274,PROP-00451,RES-00859,2025-02-01,2990,2990,2025-02-03,0,paid
PAY-0014410,LSE-001274,PROP-00451,RES-00859,2025-03-01,2990,2990,2025-03-01,0,paid
PAY-0014411,LSE-001274,PROP-00451,RES-00859,2025-04-01,2990,2990,2025-04-01,0,paid
PAY-0014412,LSE-001274,PROP-00451,RES-00859,2025-05-01,2990,2990,2025-05-01,0,paid
PAY-0014413,LSE-001274,PROP-00451,RES-00859,2025-06-01,2990,2990,2025-06-02,0,paid
PAY-0014414,LSE-001274,PROP-00451,RES-00859,2025-07-01,2990,2990,2025-07-01,0,paid
PAY-0014415,LSE-001274,PROP-00451,RES-00859,2025-08-01,2990,2990,2025-08-01,0,paid
PAY-0014416,LSE-001274,PROP-00451,RES-00859,2025-09-01,2990,2990,2025-09-03,0,paid
PAY-0014417,LSE-001274,PROP-00451,RES-00859,2025-10-01,2990,2990,2025-10-03,0,paid
PAY-0014418,LSE-001274,PROP-00451,RES-00859,2025-11-01,2990,2990,2025-11-02,0,paid
PAY-0014419,LSE-001274,PROP-00451,RES-00859,2025-12-01,2990,1178,2025-12-19,18,partial
PAY-0014420,LSE-001275,PROP-00451,RES-00859,2026-02-01,3055,3055,2026-02-02,0,paid
PAY-0014421,LSE-001275,PROP-00451,RES-00859,2026-03-01,3055,3055,2026-03-02,0,paid
PAY-0014422,LSE-001275,PROP-00451,RES-00859,2026-04-01,3055,3055,2026-04-02,0,paid
PAY-0014423,LSE-001275,PROP-00451,RES-00859,2026-05-01,3055,3055,2026-05-01,0,paid
PAY-0014424,LSE-001275,PROP-00451,RES-00859,2026-06-01,3055,3055,2026-06-02,0,paid
PAY-0014425,LSE-001275,PROP-00451,RES-00859,2026-07-01,3055,3055,2026-07-02,0,paid
PAY-0014426,LSE-001275,PROP-00451,RES-00859,2026-08-01,3055,3055,2026-08-03,0,paid
PAY-0014427,LSE-001275,PROP-00451,RES-00859,2026-09-01,3055,3055,2026-09-02,0,paid
PAY-0014428,LSE-001277,PROP-00452,RES-00860,2023-10-01,2840,0,2023-10-01,0,waived
PAY-0014429,LSE-001277,PROP-00452,RES-00860,2023-11-01,2840,2840,2023-11-01,0,paid
PAY-0014430,LSE-001277,PROP-00452,RES-00860,2023-12-01,2840,2840,2023-12-01,0,paid
PAY-0014431,LSE-001277,PROP-00452,RES-00860,2024-01-01,2840,2840,2024-01-03,0,paid
PAY-0014432,LSE-001277,PROP-00452,RES-00860,2024-02-01,2840,2840,2024-02-01,0,paid
PAY-0014433,LSE-001277,PROP-00452,RES-00860,2024-03-01,2840,2840,2024-03-03,0,paid
PAY-0014434,LSE-001277,PROP-00452,RES-00860,2024-04-01,2840,2840,2024-04-01,0,paid
PAY-0014435,LSE-001277,PROP-00452,RES-00860,2024-05-01,2840,2840,2024-05-02,0,paid
PAY-0014436,LSE-001277,PROP-00452,RES-00860,2024-06-01,2840,2840,2024-06-02,0,paid
PAY-0014437,LSE-001277,PROP-00452,RES-00860,2024-07-01,2840,2840,2024-07-03,0,paid
PAY-0014438,LSE-001277,PROP-00452,RES-00860,2024-08-01,2840,2840,2024-08-03,0,paid
PAY-0014439,LSE-001278,PROP-00452,RES-00861,2024-12-01,2910,2910,2024-12-03,0,paid
PAY-0014440,LSE-001278,PROP-00452,RES-00861,2025-01-01,2910,2910,2025-01-01,0,paid
PAY-0014441,LSE-001278,PROP-00452,RES-00861,2025-02-01,2910,2910,2025-02-01,0,paid
PAY-0014442,LSE-001278,PROP-00452,RES-00861,2025-03-01,2910,2910,2025-03-03,0,paid
PAY-0014443,LSE-001278,PROP-00452,RES-00861,2025-04-01,2910,2910,2025-04-03,0,paid
PAY-0014444,LSE-001278,PROP-00452,RES-00861,2025-05-01,2910,2910,2025-05-03,0,paid
PAY-0014445,LSE-001278,PROP-00452,RES-00861,2025-06-01,2910,2910,2025-06-01,0,paid
PAY-0014446,LSE-001278,PROP-00452,RES-00861,2025-07-01,2910,2910,2025-07-03,0,paid
PAY-0014447,LSE-001278,PROP-00452,RES-00861,2025-08-01,2910,2910,2025-08-01,0,paid
PAY-0014448,LSE-001278,PROP-00452,RES-00861,2025-09-01,2910,2910,2025-09-03,0,paid
PAY-0014449,LSE-001278,PROP-00452,RES-00861,2025-10-01,2910,2910,2025-10-02,0,paid
PAY-0014450,LSE-001278,PROP-00452,RES-00861,2025-11-01,2910,2910,2025-11-02,0,paid
PAY-0014451,LSE-001278,PROP-00452,RES-00861,2025-12-01,2910,2910,2025-12-02,0,paid
PAY-0014452,LSE-001278,PROP-00452,RES-00861,2026-01-01,2910,2910,2026-01-02,0,paid
PAY-0014453,LSE-001278,PROP-00452,RES-00861,2026-02-01,2910,2910,2026-02-01,0,paid
PAY-0014454,LSE-001278,PROP-00452,RES-00861,2026-03-01,2910,2910,2026-03-03,0,paid
PAY-0014455,LSE-001278,PROP-00452,RES-00861,2026-04-01,2910,0,,,missed
PAY-0014456,LSE-001278,PROP-00452,RES-00861,2026-05-01,2910,2910,2026-05-03,0,paid
PAY-0014457,LSE-001279,PROP-00452,RES-00861,2026-07-01,2980,2980,2026-07-01,0,paid
PAY-0014458,LSE-001279,PROP-00452,RES-00861,2026-08-01,2980,2980,2026-08-25,24,late
PAY-0014459,LSE-001279,PROP-00452,RES-00861,2026-09-01,2980,2980,2026-09-01,0,paid
PAY-0014460,LSE-001280,PROP-00453,RES-00862,2023-10-01,2795,2795,2023-10-01,0,paid
PAY-0014461,LSE-001280,PROP-00453,RES-00862,2023-11-01,2795,2795,2023-11-01,0,paid
PAY-0014462,LSE-001280,PROP-00453,RES-00862,2023-12-01,2795,2795,2023-12-03,0,paid
PAY-0014463,LSE-001280,PROP-00453,RES-00862,2024-01-01,2795,2795,2024-01-03,0,paid
PAY-0014464,LSE-001280,PROP-00453,RES-00862,2024-02-01,2795,2795,2024-02-02,0,paid
PAY-0014465,LSE-001280,PROP-00453,RES-00862,2024-03-01,2795,2795,2024-03-28,27,late
PAY-0014466,LSE-001280,PROP-00453,RES-00862,2024-04-01,2795,1123,2024-05-06,35,partial
PAY-0014467,LSE-001280,PROP-00453,RES-00862,2024-05-01,2795,2795,2024-05-03,0,paid
PAY-0014468,LSE-001280,PROP-00453,RES-00862,2024-06-01,2795,2795,2024-06-01,0,paid
PAY-0014469,LSE-001281,PROP-00453,RES-00863,2024-09-01,2790,2790,2024-09-01,0,paid
PAY-0014470,LSE-001281,PROP-00453,RES-00863,2024-10-01,2790,2790,2024-10-03,0,paid
PAY-0014471,LSE-001281,PROP-00453,RES-00863,2024-11-01,2790,0,,,missed
PAY-0014472,LSE-001281,PROP-00453,RES-00863,2024-12-01,2790,2790,2024-12-01,0,paid
PAY-0014473,LSE-001281,PROP-00453,RES-00863,2025-01-01,2790,2790,2025-01-25,24,late
PAY-0014474,LSE-001281,PROP-00453,RES-00863,2025-02-01,2790,2790,2025-02-03,0,paid
PAY-0014475,LSE-001281,PROP-00453,RES-00863,2025-03-01,2790,2790,2025-03-02,0,paid
PAY-0014476,LSE-001281,PROP-00453,RES-00863,2025-04-01,2790,2790,2025-04-03,0,paid
PAY-0014477,LSE-001281,PROP-00453,RES-00863,2025-05-01,2790,2790,2025-05-01,0,paid
PAY-0014478,LSE-001281,PROP-00453,RES-00863,2025-06-01,2790,2790,2025-06-01,0,paid
PAY-0014479,LSE-001281,PROP-00453,RES-00863,2025-07-01,2790,2790,2025-07-03,0,paid
PAY-0014480,LSE-001281,PROP-00453,RES-00863,2025-08-01,2790,2790,2025-08-01,0,paid
PAY-0014481,LSE-001282,PROP-00453,RES-00863,2025-09-01,2915,2915,2025-09-03,0,paid
PAY-0014482,LSE-001282,PROP-00453,RES-00863,2025-10-01,2915,2915,2025-10-03,0,paid
PAY-0014483,LSE-001282,PROP-00453,RES-00863,2025-11-01,2915,2915,2025-11-02,0,paid
PAY-0014484,LSE-001282,PROP-00453,RES-00863,2025-12-01,2915,2915,2025-12-01,0,paid
PAY-0014485,LSE-001282,PROP-00453,RES-00863,2026-01-01,2915,2915,2026-01-01,0,paid
PAY-0014486,LSE-001282,PROP-00453,RES-00863,2026-02-01,2915,2915,2026-02-02,0,paid
PAY-0014487,LSE-001282,PROP-00453,RES-00863,2026-03-01,2915,2915,2026-03-03,0,paid
PAY-0014488,LSE-001282,PROP-00453,RES-00863,2026-04-01,2915,2915,2026-04-01,0,paid
PAY-0014489,LSE-001282,PROP-00453,RES-00863,2026-05-01,2915,2915,2026-05-03,0,paid
PAY-0014490,LSE-001282,PROP-00453,RES-00863,2026-06-01,2915,2915,2026-06-03,0,paid
PAY-0014491,LSE-001282,PROP-00453,RES-00863,2026-07-01,2915,2915,2026-07-02,0,paid
PAY-0014492,LSE-001282,PROP-00453,RES-00863,2026-08-01,2915,2915,2026-08-21,20,late
PAY-0014493,LSE-001284,PROP-00454,RES-00864,2023-10-01,3065,3065,2023-10-01,0,paid
PAY-0014494,LSE-001284,PROP-00454,RES-00864,2023-11-01,3065,3065,2023-11-01,0,paid
PAY-0014495,LSE-001284,PROP-00454,RES-00864,2023-12-01,3065,3065,2023-12-03,0,paid
PAY-0014496,LSE-001284,PROP-00454,RES-00864,2024-01-01,3065,3065,2024-01-02,0,paid
PAY-0014497,LSE-001285,PROP-00454,RES-00864,2024-03-01,3250,3250,2024-03-03,0,paid
PAY-0014498,LSE-001285,PROP-00454,RES-00864,2024-04-01,3250,3250,2024-04-03,0,paid
PAY-0014499,LSE-001285,PROP-00454,RES-00864,2024-05-01,3250,3250,2024-05-01,0,paid
PAY-0014500,LSE-001285,PROP-00454,RES-00864,2024-06-01,3250,3250,2024-06-03,0,paid
PAY-0014501,LSE-001285,PROP-00454,RES-00864,2024-07-01,3250,3250,2024-07-01,0,paid
PAY-0014502,LSE-001285,PROP-00454,RES-00864,2024-08-01,3250,3250,2024-08-01,0,paid
PAY-0014503,LSE-001285,PROP-00454,RES-00864,2024-09-01,3250,3250,2024-09-03,0,paid
PAY-0014504,LSE-001285,PROP-00454,RES-00864,2024-10-01,3250,3250,2024-10-03,0,paid
PAY-0014505,LSE-001285,PROP-00454,RES-00864,2024-11-01,3250,3250,2024-11-02,0,paid
PAY-0014506,LSE-001285,PROP-00454,RES-00864,2024-12-01,3250,3250,2024-12-01,0,paid
PAY-0014507,LSE-001285,PROP-00454,RES-00864,2025-01-01,3250,3250,2025-01-21,20,late
PAY-0014508,LSE-001285,PROP-00454,RES-00864,2025-02-01,3250,3250,2025-02-02,0,paid
PAY-0014509,LSE-001285,PROP-00454,RES-00864,2025-03-01,3250,3250,2025-03-02,0,paid
PAY-0014510,LSE-001285,PROP-00454,RES-00864,2025-04-01,3250,3250,2025-04-01,0,paid
PAY-0014511,LSE-001285,PROP-00454,RES-00864,2025-05-01,3250,3250,2025-05-02,0,paid
PAY-0014512,LSE-001285,PROP-00454,RES-00864,2025-06-01,3250,3250,2025-06-02,0,paid
PAY-0014513,LSE-001285,PROP-00454,RES-00864,2025-07-01,3250,3250,2025-07-02,0,paid
PAY-0014514,LSE-001285,PROP-00454,RES-00864,2025-08-01,3250,3250,2025-08-01,0,paid
PAY-0014515,LSE-001285,PROP-00454,RES-00864,2025-09-01,3250,3250,2025-09-03,0,paid
PAY-0014516,LSE-001285,PROP-00454,RES-00864,2025-10-01,3250,3250,2025-10-02,0,paid
PAY-0014517,LSE-001285,PROP-00454,RES-00864,2025-11-01,3250,3250,2025-11-01,0,paid
PAY-0014518,LSE-001285,PROP-00454,RES-00864,2025-12-01,3250,3250,2025-12-03,0,paid
PAY-0014519,LSE-001285,PROP-00454,RES-00864,2026-01-01,3250,2293,2026-01-30,29,partial
PAY-0014520,LSE-001285,PROP-00454,RES-00864,2026-02-01,3250,3250,2026-02-01,0,paid
PAY-0014521,LSE-001286,PROP-00454,RES-00864,2026-04-01,3415,3415,2026-04-02,0,paid
