propertyId,communitySlug,streetAddress,city,state,zip,countyId,beds,baths,sqft,yearBuilt,acquisitionDate,acquisitionPrice,marketRent,status,currentLeaseId
PROP-00854,rosemary-ridge,7859 Wren Hollow Xing,Fort Worth,TX,76102,CTY-013,4,3.0,2303,2023,2023-03-23,412800,2500,vacant,
PROP-00855,rosemary-ridge,9818 Cypress Way,Fort Worth,TX,76102,CTY-013,4,3.0,2468,2019,2019-10-24,409900,2655,turn,
PROP-00856,rosemary-ridge,8576 Silver Oak Cir,Fort Worth,TX,76102,CTY-013,3,2.0,2014,2024,2024-01-17,433600,2355,occupied,LSE-002422
PROP-00857,rosemary-ridge,1804 Blue Heron Trl,Fort Worth,TX,76102,CTY-013,4,2.5,2387,2019,2019-11-04,373200,2620,occupied,LSE-002424
PROP-00858,rosemary-ridge,5150 Hawthorn Dr,Fort Worth,TX,76102,CTY-013,4,3.0,2465,2022,2022-09-22,402700,2715,vacant,
PROP-00859,rosemary-ridge,4522 Copper Creek Path,Fort Worth,TX,76102,CTY-013,4,3.0,2354,2019,2019-06-05,442500,2540,occupied,LSE-002430
PROP-00860,rosemary-ridge,8470 Blue Heron Ct,Fort Worth,TX,76102,CTY-013,3,2.0,1803,2024,2024-02-02,382800,2220,occupied,LSE-002432
PROP-00861,rosemary-ridge,1247 Dovetail Ct,Fort Worth,TX,76102,CTY-013,4,3.0,2090,2017,2017-09-08,395900,2575,occupied,LSE-002434
PROP-00862,rosemary-ridge,6214 Tanglewood Path,Fort Worth,TX,76102,CTY-013,3,2.0,1936,2019,2019-04-14,365700,2435,occupied,LSE-002437
PROP-00863,rosemary-ridge,5812 Redbud Ln,Fort Worth,TX,76102,CTY-013,4,2.5,2652,2021,2021-11-07,480900,2545,occupied,LSE-002439
PROP-00864,rosemary-ridge,4858 Cypress Path,Fort Worth,TX,76102,CTY-013,3,2.5,1849,2023,2023-09-19,378300,2300,occupied,LSE-002442
PROP-00865,rosemary-ridge,8969 Bellflower Path,Fort Worth,TX,76102,CTY-013,3,2.0,1798,2018,2018-01-23,368400,2385,occupied,LSE-002445
PROP-00866,rosemary-ridge,5645 Bellflower Trl,Fort Worth,TX,76102,CTY-013,4,3.0,2430,2021,2021-12-21,473000,2555,occupied,LSE-002448
PROP-00867,rosemary-ridge,1289 Cypress Xing,Fort Worth,TX,76102,CTY-013,4,2.5,2500,2016,2016-04-02,477700,2690,occupied,LSE-002451
PROP-00868,rosemary-ridge,7681 Quail Run Dr,Fort Worth,TX,76102,CTY-013,3,2.0,1734,2017,2017-10-17,362600,2305,occupied,LSE-002454
PROP-00869,rosemary-ridge,7529 Dovetail Ln,Fort Worth,TX,76102,CTY-013,3,2.0,1953,2020,2020-10-21,443200,2350,occupied,LSE-002457
PROP-00870,rosemary-ridge,7248 Copper Creek Dr,Fort Worth,TX,76102,CTY-013,4,3.0,2568,2021,2021-10-25,409700,2500,occupied,LSE-002460
PROP-00871,rosemary-ridge,7085 Redbud Dr,Fort Worth,TX,76102,CTY-013,3,2.5,1839,2024,2024-05-09,395300,2300,vacant,
PROP-00872,rosemary-ridge,9254 Marigold Path,Fort Worth,TX,76102,CTY-013,4,3.0,2272,2023,2023-11-06,420400,2580,occupied,LSE-002464
PROP-00873,havenwood-at-harmony,9500 Juniper Ln,Aurora,CO,80010,CTY-015,4,3.0,2243,2018,2018-03-23,477200,3280,occupied,LSE-002468
PROP-00874,havenwood-at-harmony,3965 Magnolia Ct,Aurora,CO,80010,CTY-015,4,2.5,2009,2020,2020-04-23,563500,3240,occupied,LSE-002471
PROP-00875,havenwood-at-harmony,7924 Willow Bend Dr,Aurora,CO,80010,CTY-015,4,2.5,2144,2024,2024-12-24,596700,3215,occupied,LSE-002473
PROP-00876,havenwood-at-harmony,5982 Cypress Way,Aurora,CO,80010,CTY-015,4,2.5,2635,2017,2017-09-14,579200,3270,occupied,LSE-002477
PROP-00877,havenwood-at-harmony,6566 Wren Hollow Way,Aurora,CO,80010,CTY-015,4,3.0,2027,2020,2020-05-14,587600,3285,occupied,LSE-002480
PROP-00878,havenwood-at-harmony,8119 Ironwood Cir,Aurora,CO,80010,CTY-015,3,2.5,2054,2020,2020-12-09,539800,2990,occupied,LSE-002483
PROP-00879,havenwood-at-harmony,5085 Magnolia Xing,Aurora,CO,80010,CTY-015,3,2.0,1892,2023,2023-09-24,526800,3060,occupied,LSE-002485
PROP-00880,havenwood-at-harmony,7005 Wren Hollow Dr,Aurora,CO,80010,CTY-015,4,3.0,2489,2021,2021-08-07,581800,3520,occupied,LSE-002488
PROP-00881,havenwood-at-harmony,1645 Dovetail Ln,Aurora,CO,80010,CTY-015,4,2.5,2664,2018,2018-02-21,510500,3380,occupied,LSE-002492
PROP-00882,havenwood-at-harmony,6217 Redbud Path,Aurora,CO,80010,CTY-015,4,3.0,2231,2023,2023-02-26,504400,3435,occupied,LSE-002495
PROP-00883,havenwood-at-harmony,1232 Cypress Dr,Aurora,CO,80010,CTY-015,3,2.5,2207,2018,2018-08-06,494300,3230,occupied,LSE-002499
PROP-00884,havenwood-at-harmony,870 Wren Hollow Xing,Aurora,CO,80010,CTY-015,4,3.0,2112,2020,2020-09-06,494300,3235,occupied,LSE-002502
PROP-00885,havenwood-at-harmony,7964 Magnolia Way,Aurora,CO,80010,CTY-015,3,2.0,1800,2022,2022-11-25,494000,2910,occupied,LSE-002505
PROP-00886,havenwood-at-harmony,1346 Bellflower Dr,Aurora,CO,80010,CTY-015,4,2.5,2330,2019,2019-04-26,607900,3420,occupied,LSE-002508
PROP-00887,havenwood-at-harmony,3048 Willow Bend Dr,Aurora,CO,80010,CTY-015,4,2.5,2415,2017,2017-03-02,607700,3455,occupied,LSE-002510
PROP-00888,havenwood-at-harmony,6866 Marigold Ct,Aurora,CO,80010,CTY-015,3,2.0,1886,2023,2023-11-06,421000,2955,occupied,LSE-002513
PROP-00889,havenwood-at-harmony,8490 Windrose Path,Aurora,CO,80010,CTY-015,4,2.5,2507,2021,2021-09-22,570000,3430,occupied,LSE-002516
PROP-00890,havenwood-at-harmony,2529 Juniper Xing,Aurora,CO,80010,CTY-015,4,2.5,2053,2022,2022-06-20,638900,3430,occupied,LSE-002519
PROP-00891,havenwood-at-harmony,5781 Copper Creek Xing,Aurora,CO,80010,CTY-015,3,2.5,2182,2018,2018-12-22,442800,3030,occupied,LSE-002522
PROP-00892,havenwood-at-harmony,3065 Dovetail Way,Aurora,CO,80010,CTY-015,3,2.0,1957,2019,2019-06-21,492600,3155,occupied,LSE-002525
PROP-00893,havenwood-at-harmony,2563 Wren Hollow Cir,Aurora,CO,80010,CTY-015,3,2.0,1867,2019,2019-03-27,567800,2990,occupied,LSE-002528
PROP-00894,havenwood-at-harmony,6491 Marigold Cir,Aurora,CO,80010,CTY-015,4,2.5,1908,2024,2024-09-10,517700,3140,occupied,LSE-002529
PROP-00895,havenwood-at-harmony,722 Cypress Ct,Aurora,CO,80010,CTY-015,3,2.5,2048,2020,2020-11-21,586600,3125,occupied,LSE-002531
PROP-00896,havenwood-at-harmony,1670 Windrose Cir,Aurora,CO,80010,CTY-015,4,2.5,2327,2016,2016-08-10,522200,3260,occupied,LSE-002534
PROP-00897,havenwood-at-harmony,3263 Dovetail Way,Aurora,CO,80010,CTY-015,4,2.5,2376,2024,2024-08-07,596000,3295,turn,
PROP-00898,havenwood-at-harmony,7009 Copper Creek Ct,Aurora,CO,80010,CTY-015,4,2.5,2465,2018,2018-08-27,498700,3395,occupied,LSE-002538
PROP-00899,havenwood-at-harmony,5126 Windrose Cir,Aurora,CO,80010,CTY-015,3,2.5,1799,2024,2024-01-01,479900,2985,occupied,LSE-002541
PROP-00900,havenwood-at-harmony,4925 Cypress Ct,Aurora,CO,80010,CTY-015,3,2.5,1754,2018,2018-12-15,514400,2905,occupied,LSE-002545
PROP-00901,havenwood-at-harmony,2892 Marigold Way,Aurora,CO,80010,CTY-015,3,2.0,1622,2016,2016-04-20,538300,3055,occupied,LSE-002547
PROP-00902,havenwood-at-harmony,9489 Quail Run Way,Aurora,CO,80010,CTY-015,3,2.0,1758,2019,2019-07-04,543600,3015,occupied,LSE-002550
PROP-00903,havenwood-at-harmony,4321 Juniper Path,Aurora,CO,80010,CTY-015,4,2.5,2202,2018,2018-01-06,582900,3430,occupied,LSE-002553
PROP-00904,havenwood-at-harmony,278 Dovetail Ct,Aurora,CO,80010,CTY-015,3,2.5,1868,2020,2020-02-22,533000,2955,occupied,LSE-002555
PROP-00905,havenwood-at-harmony,3623 Ironwood Cir,Aurora,CO,80010,CTY-015,3,2.0,1954,2019,2019-10-26,462500,3120,occupied,LSE-002559
PROP-00906,havenwood-at-harmony,7147 Sable Path,Aurora,CO,80010,CTY-015,4,2.5,2116,2023,2023-10-14,651500,3440,occupied,LSE-002561
PROP-00907,havenwood-at-harmony,1115 Marigold Trl,Aurora,CO,80010,CTY-015,3,2.5,1507,2022,2022-07-12,426600,2915,occupied,LSE-002565
PROP-00908,havenwood-at-harmony,4761 Bellflower Xing,Aurora,CO,80010,CTY-015,4,2.5,1980,2022,2022-01-19,464100,3235,turn,
PROP-00909,havenwood-at-harmony,1991 Tanglewood Path,Aurora,CO,80010,CTY-015,4,2.5,2416,2021,2021-12-26,584700,3300,occupied,LSE-002572
PROP-00910,havenwood-at-harmony,4193 Willow Bend Ln,Aurora,CO,80010,CTY-015,3,2.0,1784,2019,2019-07-16,553900,3030,occupied,LSE-002575
PROP-00911,havenwood-at-harmony,8547 Bellflower Ct,Aurora,CO,80010,CTY-015,3,2.0,1721,2023,2023-05-23,557900,2940,turn,
PROP-00912,havenwood-at-harmony,329 Windrose Way,Aurora,CO,80010,CTY-015,3,2.0,1821,2018,2018-06-02,428700,2885,occupied,LSE-002580
PROP-00913,havenwood-at-harmony,9863 Magnolia Way,Aurora,CO,80010,CTY-015,3,2.0,1870,2019,2019-03-18,478700,2970,occupied,LSE-002583
PROP-00914,havenwood-at-harmony,5386 Wren Hollow Dr,Aurora,CO,80010,CTY-015,3,2.5,1929,2023,2023-03-24,494100,2985,occupied,LSE-002585
PROP-00915,havenwood-at-harmony,757 Silver Oak Path,Aurora,CO,80010,CTY-015,3,2.0,1888,2023,2023-12-02,526100,3020,occupied,LSE-002587
PROP-00916,havenwood-at-harmony,7025 Hawthorn Trl,Aurora,CO,80010,CTY-015,4,3.0,2270,2024,2024-12-02,522300,3460,occupied,LSE-002589
PROP-00917,havenwood-at-harmony,8349 Cypress Path,Aurora,CO,80010,CTY-015,4,3.0,2133,2022,2022-05-10,552200,3405,occupied,LSE-002592
PROP-00918,havenwood-at-harmony,3120 Magnolia Path,Aurora,CO,80010,CTY-015,4,2.5,2570,2017,2017-02-07,619000,3405,occupied,LSE-002594
PROP-00919,havenwood-at-harmony,8522 Larkspur Path,Aurora,CO,80010,CTY-015,4,2.5,2670,2024,2024-11-21,528700,3265,occupied,LSE-002596
PROP-00920,havenwood-at-harmony,3290 Wren Hollow Ln,Aurora,CO,80010,CTY-015,3,2.5,1986,2021,2021-03-26,466000,2910,occupied,LSE-002598
PROP-00921,havenwood-at-harmony,4328 Blue Heron Ln,Aurora,CO,80010,CTY-015,3,2.0,1816,2024,2024-01-06,449700,2950,occupied,LSE-002600
PROP-00922,havenwood-at-harmony,2098 Cypress Ln,Aurora,CO,80010,CTY-015,3,2.5,2163,2019,2019-12-15,459800,3115,occupied,LSE-002603
PROP-00923,havenwood-at-harmony,3991 Juniper Path,Aurora,CO,80010,CTY-015,4,2.5,2563,2020,2020-12-08,462100,3270,occupied,LSE-002606
PROP-00924,havenwood-at-harmony,212 Bellflower Ct,Aurora,CO,80010,CTY-015,3,2.0,2005,2021,2021-01-18,573500,3075,occupied,LSE-002609
PROP-00925,havenwood-at-harmony,7593 Magnolia Ln,Aurora,CO,80010,CTY-015,4,3.0,2348,2016,2016-03-28,523200,3515,occupied,LSE-002613
PROP-00926,lorson-ranch,7713 Ironwood Ln,Colorado Springs,CO,80903,CTY-016,4,3.0,2421,2017,2017-05-08,471700,2660,occupied,LSE-002617
PROP-00927,lorson-ranch,2411 Magnolia Path,Colorado Springs,CO,80903,CTY-016,3,2.0,1867,2022,2022-02-28,393400,2470,occupied,LSE-002619
PROP-00928,lorson-ranch,6534 Magnolia Way,Colorado Springs,CO,80903,CTY-016,4,2.5,2189,2024,2024-08-18,487700,2770,occupied,LSE-002621
PROP-00929,lorson-ranch,1049 Redbud Ln,Colorado Springs,CO,80903,CTY-016,4,3.0,2269,2021,2021-07-24,449500,2615,occupied,LSE-002625
PROP-00930,lorson-ranch,8262 Larkspur Cir,Colorado Springs,CO,80903,CTY-016,4,2.5,2368,2019,2019-08-15,516400,2765,occupied,LSE-002628
PROP-00931,lorson-ranch,5048 Quail Run Xing,Colorado Springs,CO,80903,CTY-016,4,2.5,2409,2019,2019-07-06,479500,2855,occupied,LSE-002631
PROP-00932,lorson-ranch,913 Wren Hollow Xing,Colorado Springs,CO,80903,CTY-016,4,2.5,2418,2023,2023-03-25,487800,2700,occupied,LSE-002634
PROP-00933,lorson-ranch,3050 Redbud Way,Colorado Springs,CO,80903,CTY-016,4,2.5,2448,2018,2018-06-15,513000,2715,occupied,LSE-002637
PROP-00934,lorson-ranch,4668 Bellflower Dr,Colorado Springs,CO,80903,CTY-016,3,2.5,1669,2018,2018-12-14,414100,2365,occupied,LSE-002640
PROP-00935,lorson-ranch,8508 Quail Run Trl,Colorado Springs,CO,80903,CTY-016,3,2.5,2038,2019,2019-11-01,423100,2510,occupied,LSE-002643
PROP-00936,lorson-ranch,5926 Dovetail Path,Colorado Springs,CO,80903,CTY-016,3,2.0,2047,2019,2019-04-08,447900,2415,occupied,LSE-002646
PROP-00937,lorson-ranch,1864 Sable Path,Colorado Springs,CO,80903,CTY-016,4,2.5,2190,2023,2023-06-16,495000,2615,occupied,LSE-002649
PROP-00938,lorson-ranch,9817 Summit Xing,Colorado Springs,CO,80903,CTY-016,4,3.0,2302,2023,2023-03-12,463300,2740,occupied,LSE-002652
PROP-00939,lorson-ranch,537 Quail Run Trl,Colorado Springs,CO,80903,CTY-016,3,2.5,2032,2017,2017-08-07,478000,2535,vacant,
PROP-00940,lorson-ranch,7750 Wren Hollow Way,Colorado Springs,CO,80903,CTY-016,4,3.0,2620,2024,2024-01-08,496400,2675,occupied,LSE-002657
PROP-00941,lorson-ranch,5159 Larkspur Path,Colorado Springs,CO,80903,CTY-016,4,3.0,2254,2021,2021-03-12,442100,2620,occupied,LSE-002659
PROP-00942,lorson-ranch,2805 Ironwood Way,Colorado Springs,CO,80903,CTY-016,3,2.0,1935,2024,2024-03-04,355900,2420,occupied,LSE-002661
PROP-00943,lorson-ranch,9015 Magnolia Ct,Colorado Springs,CO,80903,CTY-016,4,3.0,2480,2018,2018-06-19,481000,2665,occupied,LSE-002665
PROP-00944,lorson-ranch,9693 Windrose Trl,Colorado Springs,CO,80903,CTY-016,4,3.0,2247,2024,2024-06-18,451500,2640,occupied,LSE-002667
PROP-00945,lorson-ranch,7843 Wren Hollow Dr,Colorado Springs,CO,80903,CTY-016,4,2.5,2484,2018,2018-10-08,475100,2695,turn,
PROP-00946,lorson-ranch,6997 Quail Run Cir,Colorado Springs,CO,80903,CTY-016,4,2.5,2421,2021,2021-02-09,395500,2750,occupied,LSE-002674
PROP-00947,lorson-ranch,7406 Blue Heron Xing,Colorado Springs,CO,80903,CTY-016,4,3.0,2624,2018,2018-02-07,435800,2720,occupied,LSE-002679
PROP-00948,lorson-ranch,3978 Blue Heron Cir,Colorado Springs,CO,80903,CTY-016,3,2.0,1697,2023,2023-05-03,369200,2435,occupied,LSE-002682
PROP-00949,lorson-ranch,9833 Magnolia Xing,Colorado Springs,CO,80903,CTY-016,4,3.0,2640,2024,2024-10-02,424800,2685,occupied,LSE-002684
PROP-00950,lorson-ranch,9546 Quail Run Ln,Colorado Springs,CO,80903,CTY-016,4,3.0,2090,2019,2019-12-08,486700,2800,occupied,LSE-002687
PROP-00951,lorson-ranch,8624 Windrose Ln,Colorado Springs,CO,80903,CTY-016,4,3.0,2532,2017,2017-05-06,425700,2855,occupied,LSE-002690
PROP-00952,lorson-ranch,8367 Marigold Ct,Colorado Springs,CO,80903,CTY-016,3,2.0,1591,2022,2022-04-11,418700,2345,occupied,LSE-002693
PROP-00953,lorson-ranch,7499 Ironwood Dr,Colorado Springs,CO,80903,CTY-016,4,2.5,2440,2020,2020-01-03,436900,2725,occupied,LSE-002697
PROP-00954,lorson-ranch,5088 Cypress Trl,Colorado Springs,CO,80903,CTY-016,3,2.0,1959,2020,2020-03-22,408500,2360,occupied,LSE-002701
PROP-00955,lorson-ranch,9056 Dovetail Path,Colorado Springs,CO,80903,CTY-016,4,2.5,2372,2019,2019-04-03,476400,2840,occupied,LSE-002705
PROP-00956,lorson-ranch,5318 Cypress Ct,Colorado Springs,CO,80903,CTY-016,3,2.0,1741,2016,2016-05-22,451900,2450,occupied,LSE-002709
PROP-00957,lorson-ranch,7011 Sable Ln,Colorado Springs,CO,80903,CTY-016,4,3.0,1993,2018,2018-02-17,435700,2730,occupied,LSE-002712
PROP-00958,lorson-ranch,8633 Redbud Path,Colorado Springs,CO,80903,CTY-016,3,2.0,1852,2022,2022-02-17,432500,2545,occupied,LSE-002715
PROP-00959,lorson-ranch,4524 Windrose Dr,Colorado Springs,CO,80903,CTY-016,3,2.5,1578,2023,2023-05-06,410100,2360,occupied,LSE-002718
PROP-00960,lorson-ranch,4635 Willow Bend Xing,Colorado Springs,CO,80903,CTY-016,4,3.0,2318,2023,2023-03-25,455900,2620,turn,
PROP-00961,lorson-ranch,4915 Juniper Cir,Colorado Springs,CO,80903,CTY-016,3,2.0,1985,2018,2018-09-28,419900,2530,occupied,LSE-002723
PROP-00962,lorson-ranch,2666 Ironwood Ln,Colorado Springs,CO,80903,CTY-016,4,3.0,2421,2022,2022-10-12,416800,2775,occupied,LSE-002726
PROP-00963,lorson-ranch,1973 Willow Bend Way,Colorado Springs,CO,80903,CTY-016,3,2.0,1855,2018,2018-07-22,417400,2440,occupied,LSE-002729
PROP-00964,lorson-ranch,3818 Magnolia Ln,Colorado Springs,CO,80903,CTY-016,4,2.5,2080,2020,2020-03-13,421200,2580,turn,
PROP-00965,lorson-ranch,9887 Bellflower Way,Colorado Springs,CO,80903,CTY-016,4,2.5,2392,2021,2021-03-25,430300,2690,vacant,
PROP-00966,lorson-ranch,5252 Bellflower Way,Colorado Springs,CO,80903,CTY-016,4,2.5,2105,2020,2020-05-14,435800,2585,occupied,LSE-002738
PROP-00967,lorson-ranch,6110 Quail Run Cir,Colorado Springs,CO,80903,CTY-016,4,3.0,2070,2023,2023-07-05,356600,2545,occupied,LSE-002741
PROP-00968,lorson-ranch,9439 Summit Path,Colorado Springs,CO,80903,CTY-016,3,2.0,1579,2023,2023-01-16,353200,2405,occupied,LSE-002743
PROP-00969,lorson-ranch,8137 Blue Heron Ln,Colorado Springs,CO,80903,CTY-016,4,3.0,2380,2020,2020-08-17,489300,2745,occupied,LSE-002746
PROP-00970,murphy-creek,8595 Dovetail Ct,Aurora,CO,80010,CTY-015,4,2.5,2358,2018,2018-09-12,601200,3260,occupied,LSE-002749
PROP-00971,murphy-creek,6557 Summit Trl,Aurora,CO,80010,CTY-015,4,2.5,2349,2016,2016-06-14,499400,3285,occupied,LSE-002751
PROP-00972,murphy-creek,8101 Windrose Cir,Aurora,CO,80010,CTY-015,3,2.0,2078,2022,2022-08-25,532900,2930,occupied,LSE-002754
PROP-00973,murphy-creek,4307 Hawthorn Cir,Aurora,CO,80010,CTY-015,3,2.0,2133,2016,2016-07-03,433600,2850,occupied,LSE-002757
PROP-00974,murphy-creek,5231 Windrose Ln,Aurora,CO,80010,CTY-015,3,2.0,1724,2016,2016-02-06,416200,2735,occupied,LSE-002760
PROP-00975,murphy-creek,2646 Larkspur Ln,Aurora,CO,80010,CTY-015,4,3.0,2172,2018,2018-05-27,453200,3095,occupied,LSE-002763
PROP-00976,murphy-creek,2540 Bellflower Way,Aurora,CO,80010,CTY-015,4,2.5,2548,2021,2021-05-15,521500,3275,occupied,LSE-002766
PROP-00977,murphy-creek,3530 Sable Ct,Aurora,CO,80010,CTY-015,4,2.5,2672,2022,2022-10-02,567600,3185,occupied,LSE-002770
PROP-00978,murphy-creek,5379 Bellflower Trl,Aurora,CO,80010,CTY-015,3,2.0,2051,2017,2017-02-27,516000,2895,occupied,LSE-002772
PROP-00979,murphy-creek,320 Windrose Dr,Aurora,CO,80010,CTY-015,3,2.0,1556,2019,2019-08-10,510900,2750,occupied,LSE-002774
PROP-00980,murphy-creek,6048 Larkspur Ct,Aurora,CO,80010,CTY-015,3,2.0,1774,2024,2024-06-09,549400,2945,occupied,LSE-002776
PROP-00981,murphy-creek,1320 Quail Run Trl,Aurora,CO,80010,CTY-015,4,2.5,2458,2024,2024-06-04,546300,3340,occupied,LSE-002778
PROP-00982,murphy-creek,2127 Summit Xing,Aurora,CO,80010,CTY-015,4,2.5,2534,2021,2021-09-08,486300,3310,occupied,LSE-002780
PROP-00983,murphy-creek,350 Redbud Way,Aurora,CO,80010,CTY-015,4,3.0,2599,2018,2018-12-14,627600,3325,occupied,LSE-002782
PROP-00984,murphy-creek,7039 Redbud Path,Aurora,CO,80010,CTY-015,3,2.0,1934,2017,2017-11-08,479900,2805,occupied,LSE-002786
PROP-00985,murphy-creek,1370 Redbud Trl,Aurora,CO,80010,CTY-015,3,2.0,1996,2019,2019-06-01,461800,2835,occupied,LSE-002790
PROP-00986,murphy-creek,9663 Copper Creek Trl,Aurora,CO,80010,CTY-015,4,2.5,2561,2021,2021-12-23,521000,3365,occupied,LSE-002793
PROP-00987,murphy-creek,6663 Cypress Ln,Aurora,CO,80010,CTY-015,4,2.5,2499,2019,2019-06-07,529700,3255,vacant,
PROP-00988,murphy-creek,2398 Sable Xing,Aurora,CO,80010,CTY-015,3,2.0,2053,2021,2021-06-10,450900,2910,occupied,LSE-002798
PROP-00989,murphy-creek,2837 Larkspur Ln,Aurora,CO,80010,CTY-015,3,2.0,1791,2017,2017-11-14,394400,2745,occupied,LSE-002801
PROP-00990,murphy-creek,4751 Ironwood Xing,Aurora,CO,80010,CTY-015,3,2.5,1695,2019,2019-10-15,476100,2795,occupied,LSE-002804
PROP-00991,murphy-creek,3334 Sable Trl,Aurora,CO,80010,CTY-015,3,2.0,1958,2016,2016-05-13,481300,2950,occupied,LSE-002808
PROP-00992,murphy-creek,1320 Bellflower Ct,Aurora,CO,80010,CTY-015,3,2.5,2076,2024,2024-07-22,407900,2805,occupied,LSE-002810
PROP-00993,murphy-creek,951 Wren Hollow Dr,Aurora,CO,80010,CTY-015,4,2.5,2395,2021,2021-05-23,475500,3075,occupied,LSE-002814
PROP-00994,murphy-creek,572 Redbud Path,Aurora,CO,80010,CTY-015,3,2.5,1864,2023,2023-07-16,426100,2960,occupied,LSE-002816
PROP-00995,murphy-creek,7348 Larkspur Trl,Aurora,CO,80010,CTY-015,3,2.0,1724,2021,2021-09-12,454600,2735,vacant,
PROP-00996,becker-fields,5260 Sable Ln,Hockley,TX,77447,CTY-017,3,2.0,2025,2016,2016-07-23,327100,2080,occupied,LSE-002821
PROP-00997,becker-fields,350 Summit Dr,Hockley,TX,77447,CTY-017,3,2.0,1756,2024,2024-04-08,275400,1965,occupied,LSE-002823
PROP-00998,becker-fields,4010 Summit Trl,Hockley,TX,77447,CTY-017,3,2.0,1937,2023,2023-05-13,307400,2000,occupied,LSE-002826
PROP-00999,becker-fields,564 Ironwood Dr,Hockley,TX,77447,CTY-017,4,2.5,2753,2019,2019-04-23,361900,2260,turn,
PROP-01000,becker-fields,4194 Blue Heron Way,Hockley,TX,77447,CTY-017,3,2.5,1797,2017,2017-06-10,363600,2040,occupied,LSE-002832
PROP-01001,becker-fields,3251 Windrose Dr,Hockley,TX,77447,CTY-017,4,2.5,2562,2020,2020-10-09,350300,2185,occupied,LSE-002835
PROP-01002,becker-fields,4858 Hawthorn Trl,Hockley,TX,77447,CTY-017,4,2.5,2358,2016,2016-07-15,415100,2285,occupied,LSE-002838
PROP-01003,becker-fields,9016 Copper Creek Ln,Hockley,TX,77447,CTY-017,3,2.5,1522,2020,2020-11-05,293800,2005,occupied,LSE-002842
PROP-01004,becker-fields,647 Juniper Ct,Hockley,TX,77447,CTY-017,4,2.5,2427,2021,2021-12-19,415600,2370,occupied,LSE-002846
PROP-01005,becker-fields,8519 Larkspur Trl,Hockley,TX,77447,CTY-017,3,2.5,1631,2019,2019-12-18,282800,1965,occupied,LSE-002848
PROP-01006,becker-fields,8656 Magnolia Xing,Hockley,TX,77447,CTY-017,3,2.0,2299,2017,2017-06-18,375600,2055,occupied,LSE-002851
PROP-01007,becker-fields,7352 Silver Oak Ct,Hockley,TX,77447,CTY-017,4,2.5,2615,2023,2023-08-09,341800,2390,occupied,LSE-002854
PROP-01008,becker-fields,6925 Redbud Ct,Hockley,TX,77447,CTY-017,3,2.5,2067,2016,2016-07-12,335800,1960,occupied,LSE-002856
PROP-01009,becker-fields,1846 Larkspur Path,Hockley,TX,77447,CTY-017,4,3.0,2303,2022,2022-10-14,331000,2335,occupied,LSE-002859
PROP-01010,becker-fields,3278 Bellflower Xing,Hockley,TX,77447,CTY-017,3,2.0,1872,2018,2018-08-01,311500,2100,occupied,LSE-002863
PROP-01011,becker-fields,4301 Juniper Cir,Hockley,TX,77447,CTY-017,4,3.0,2543,2018,2018-01-03,338400,2390,turn,
PROP-01012,becker-fields,494 Marigold Path,Hockley,TX,77447,CTY-017,4,2.5,2286,2020,2020-02-06,315900,2200,occupied,LSE-002868
PROP-01013,becker-fields,3678 Summit Way,Hockley,TX,77447,CTY-017,4,2.5,2284,2020,2020-08-10,384400,2200,occupied,LSE-002872
PROP-01014,becker-fields,5232 Summit Path,Hockley,TX,77447,CTY-017,3,2.0,1869,2024,2024-11-10,361000,2060,occupied,LSE-002874
PROP-01015,becker-fields,2997 Copper Creek Ln,Hockley,TX,77447,CTY-017,4,2.5,2500,2020,2020-04-27,414700,2285,occupied,LSE-002877
PROP-01016,becker-fields,8802 Summit Path,Hockley,TX,77447,CTY-017,3,2.0,1642,2023,2023-01-01,344800,2030,turn,
PROP-01017,becker-fields,3361 Windrose Cir,Hockley,TX,77447,CTY-017,3,2.5,1662,2018,2018-11-23,304300,2005,occupied,LSE-002883
PROP-01018,becker-fields,3993 Hawthorn Ln,Hockley,TX,77447,CTY-017,3,2.0,1900,2021,2021-09-28,343600,1980,occupied,LSE-002887
PROP-01019,becker-fields,1152 Dovetail Trl,Hockley,TX,77447,CTY-017,4,3.0,2504,2017,2017-08-15,335200,2195,occupied,LSE-002890
PROP-01020,becker-fields,9851 Wren Hollow Xing,Hockley,TX,77447,CTY-017,4,2.5,2251,2024,2024-10-21,343500,2350,occupied,LSE-002892
PROP-01021,becker-fields,2695 Ironwood Ct,Hockley,TX,77447,CTY-017,4,2.5,2224,2018,2018-09-06,359900,2205,occupied,LSE-002895
PROP-01022,becker-fields,4641 Cypress Way,Hockley,TX,77447,CTY-017,4,2.5,2584,2018,2018-04-15,377200,2360,occupied,LSE-002899
PROP-01023,cielo,7345 Ironwood Path,Conroe,TX,77301,CTY-018,5,3.5,2785,2017,2017-02-10,318300,2120,occupied,LSE-002901
PROP-01024,cielo,4289 Summit Dr,Conroe,TX,77301,CTY-018,5,3.0,2795,2021,2021-10-18,293800,2080,occupied,LSE-002903
PROP-01025,cielo,9694 Summit Cir,Conroe,TX,77301,CTY-018,5,3.0,3231,2020,2020-08-02,347700,2170,vacant,
PROP-01026,cielo,7355 Marigold Ln,Conroe,TX,77301,CTY-018,5,3.0,2844,2017,2017-02-03,390500,2250,occupied,LSE-002908
